,Type,Site,Impurity,AB,(0/-1)_DFT,train_mean,train_std
626,IV-IV,M_A,Ir,GeSn,0.127411,0.07364385048228245,0.057637415666059906
627,II-VI,M_i_B,F,CdTe,0.11909700000000001,0.33878648013546797,0.07032431340034515
628,IV-IV,M_B,Rh,SiSn,0.05775,0.10852515701554746,0.08139158652460113
629,II-VI,M_i_neut,F,CdTe,0.099952,0.32816551804162675,0.07667213463627266
630,II-VI,M_i_neut,Na,CdTe,1.8112150000000002,1.901153383103915,0.04384631005252391
631,II-VI,M_A,Y,CdTe,1.801722,1.7073872399874113,0.04929317237715859
632,II-VI,M_i_A,Pd,CdTe,1.510996,1.4778603159501125,0.030596576726186174
633,II-VI,M_i_B,Pd,CdSe,1.5236459999999998,1.6373512131138697,0.04053298255917784
634,II-VI,M_i_B,Hg,CdTe,1.704484,1.7965839401409922,0.04378747423169032
635,IV-IV,M_i_neut,Ge,Sn,0.232438,0.5004975446293332,0.03919027968637135
636,II-VI,M_i_B,Au,CdTe,1.3559290000000002,1.3000876400274717,0.03269992484387917
637,IV-IV,M_i_neut,Zn,Ge,0.617734,0.8110089868807911,0.03149864186509518
638,II-VI,M_i_A,Au,CdTe,1.150216,1.2202438904960637,0.038005342965307054
639,II-VI,M_A,Rb,CdTe,0.38021,1.2846611648357897,0.055725980882362344
640,IV-IV,M_B,Ag,SiGe,0.314297,0.5842356756200544,0.05747455008609129
641,II-VI,M_i_A,Fe,CdSe,1.7463349999999997,1.7316667131452825,0.03104864602497494
642,II-VI,M_i_A,Cl,CdTe,0.145508,0.4468761685114567,0.05166877021400271
643,IV-IV,M_i_A,Mg,Ge,0.74842,0.7787666442934946,0.05498269412462202
644,II-VI,M_A,Ti,CdTe,1.549305,1.3917671679495487,0.044973634532218615
645,II-VI,M_i_neut,Au,CdTe,1.562323,1.1844892666502949,0.03457762754301074
646,II-VI,M_i_B,Pd,CdTe,1.553018,1.5230880495007375,0.03233481604120135
647,III-V,M_A,Al,BAs,1.554859,1.323501579628871,0.07801360106121065
648,III-V,M_i_A,F,GaAs,-0.099874,0.24524043240785529,0.10666668203342757
649,IV-IV,M_i_neut,Pd,SiGe,0.755111,0.76093598906837,0.037661861215821796
650,II-VI,M_i_neut,F,ZnSe,0.17815699999999998,0.7968282656828345,0.09358176316328135
651,II-VI,M_A,Sc,CdTe,1.7248900000000003,1.5918741085823054,0.05230505462038315
652,II-VI,M_B,Br,ZnSe,2.4899009999999997,1.7769579230978945,0.12102019232428843
653,II-VI,M_i_A,Ag,CdTe,1.629559,1.4956649776611606,0.024067730702259288
654,II-VI,M_A,Ni,CdTe,0.583584,0.8297011557057612,0.039394297108166075
655,II-VI,M_i_neut,Ag,CdTe,1.732507,1.4681393186769671,0.028144242975417483
656,IV-IV,M_i_A,F,GeSn,0.067591,-0.18899873869058464,0.10283534383765232
657,II-VI,M_i_A,Hg,CdTe,1.686205,1.7411086139926977,0.040311573828455766
658,II-VI,M_A,V,CdTe,1.346817,1.1793422244583283,0.04169075571188584
659,III-V,M_i_neut,Li,GaP,1.902543,1.5077937225203268,0.08296535407743516
660,II-VI,M_A,Pd,CdTe,0.489799,1.0469933142751429,0.034681026709977594
661,IV-IV,M_i_neut,Sc,GeSn,1.2,0.8776352560794128,0.035527692253370005
662,II-VI,M_A,In,CdS,2.088316,2.0914144439560403,0.04793813180915522
663,II-VI,M_A,Bi,CdTe,1.7866,1.4725569897571256,0.05154540618244418
664,II-VI,M_i_B,Ag,CdTe,1.74869,1.5438097078871764,0.027871789039934262
665,II-VI,M_i_neut,Pd,CdTe,1.569359,1.4582853395300392,0.026625649141057268
666,II-VI,M_A,As,CdTe,1.6327479999999999,1.0544018258043253,0.03502566292673863
667,II-VI,M_A,K,CdTe,0.279484,1.2653212292800107,0.06524980224503034
668,II-VI,M_i_B,Na,CdTe,1.787896,1.9141176107206455,0.04673411094926985
669,II-VI,M_i_neut,Li,CdTe,1.7934860000000001,1.7982017430027277,0.051901387541361324
670,III-V,M_B,S,GaSb,0.657301,0.05548103604787933,0.0695470080230115
671,II-VI,M_A,V,CdS,1.9545080000000001,1.737801439267767,0.03790097723512102
672,IV-IV,M_i_A,Au,GeSn,0.38645100000000004,0.4354708421747852,0.050073151586188885
673,II-VI,M_i_neut,Ag,CdSe,1.7940029999999998,1.6046657466471625,0.03895211926435604
674,II-VI,M_B,P,CdTe,0.06876499999999999,0.8629582717633013,0.057234710128654734
675,III-V,M_A,Pd,InSb,0.121841,0.20197670042129756,0.04430943406205523
676,II-VI,M_i_A,F,CdSe,0.082884,0.4271494184447168,0.08515973630752806
677,II-VI,M_i_A,Li,CdTe,1.753596,1.798769283064535,0.054773153718233165
678,II-VI,M_i_A,Na,CdTe,1.787891,1.89559010515845,0.04460227030354775
679,II-VI,M_A,Fe,CdTe,0.9685819999999999,1.0545728625321111,0.033241042992884044
680,IV-IV,M_A,Sc,SiGe,0.126986,0.6104648957882143,0.05415153993578313
681,II-VI,M_B,Cl,CdTe,1.640673,0.6094157508514697,0.06938329684285789
682,II-VI,M_B,As,CdTe,0.093086,1.0248757696784443,0.032656717580807196
683,II-VI,M_A,Al,ZnSe,2.432193,1.8996067412858388,0.10039787725846515
684,III-V,M_A,Ca,InAs,0.066192,0.7453587315436349,0.06156264194523555
685,III-V,M_A,Be,BP,0.26903499999999997,1.3882418106103862,0.08507007259970946
686,II-VI,M_A,Cr,CdTe,0.85885,0.994451654253292,0.04308411807126703
687,II-VI,M_A,Co,CdTe,0.9651559999999999,0.9801578602147769,0.033780869295637776
688,II-VI,M_B,O,CdTe,0.974972,0.4376935180264791,0.1039883802960379
689,II-VI,M_B,Br,CdTe,1.6930189999999998,1.4895577266842763,0.12601942087605875
690,II-VI,M_i_B,Li,CdTe,1.757693,1.7946821007665108,0.05319984283697332
691,II-VI,M_B,I,CdS,2.280855,2.039370204952081,0.08887922557860452
692,IV-IV,M_B,Pt,SiGe,0.28281,0.27109555385464174,0.07516822045319706
693,IV-IV,M_A,Ag,SiSn,0.287649,0.22579971525652684,0.05566694112169742
694,II-VI,M_A,Hg,ZnO,1.825611,2.48775285410012,0.09102899774299057
695,IV-IV,M_A,Se,Ge,0.509911,0.133426763452016,0.0491213234357314
696,II-VI,M_B,Br,CdS,2.234815,1.591128648544111,0.07913505096685487
697,II-VI,M_A,Ba,CdTe,1.739227,1.7995306154229525,0.05562504505572047
698,II-VI,M_B,I,CdTe,1.755441,1.4382242634512319,0.06719044495559982
699,IV-IV,M_A,B,SiSn,-0.065087,-0.2573685681284754,0.05418161347510336
700,II-VI,M_A,Si,CdTe,1.619768,0.9941855712507147,0.044939701983469575
701,IV-IV,M_i_B,Ga,GeSn,0.675589,0.8083659688258937,0.026337239669956058
702,IV-IV,M_i_A,Ca,Sn,0.5145770000000001,0.45375199199465593,0.06032716666019809
703,III-V,M_A,Cd,AlP,0.377373,1.4617708287970803,0.09248511352852921
704,II-VI,M_i_A,F,CdTe,0.05481799999999999,0.3371262115314629,0.08973701462624085
705,IV-IV,M_B,Hg,SiSn,-0.028769,0.2638895043129187,0.05473645458043983
706,IV-IV,M_B,Ti,SiGe,0.513935,0.5498715737997142,0.05675727504544281
707,IV-IV,M_A,Be,Sn,-0.263784,-0.27323878682168445,0.09401557823879907
708,IV-IV,M_A,Mn,SiSn,0.49140900000000004,0.2462173727219425,0.05729864161973977
709,III-V,M_A,Bi,InP,1.4927540000000001,1.434400784427074,0.09401122295655621
710,III-V,M_A,Sn,GaP,1.885768,1.3551813198519722,0.07608827711780305
711,IV-IV,M_A,Ti,Si,0.694088,0.654698096238915,0.06242263219665767
712,II-VI,M_i_neut,Mn,ZnTe,1.9609419999999997,1.8433260372207152,0.0629971319176682
713,II-VI,M_A,Sr,CdTe,1.6863700000000001,1.681011475317326,0.05739949229329789
714,II-VI,M_A,Al,CdTe,1.638151,1.2105574098455159,0.041532222152573066
715,II-VI,M_A,Ga,ZnTe,1.671195,1.5177825826590123,0.07211287125591472
716,IV-IV,M_i_neut,Mn,Si,0.7844260000000001,1.0313334599752033,0.037633441097853285
717,II-VI,M_A,Na,CdTe,0.168238,1.2314179160586252,0.06195929674951722
718,II-VI,M_A,Sn,CdTe,1.688809,1.2697497449522988,0.034526172965452434
719,II-VI,M_A,Ga,CdTe,1.396946,1.2889724032467427,0.04022853857913422
720,IV-IV,M_A,Cr,SnC,1.206876,0.9808977703558088,0.07836646763172385
721,III-V,M_A,Ag,InSb,-0.000995,0.21059578658615824,0.05282689819112457
722,IV-IV,M_i_A,Zn,SiSn,0.639439,0.8589319140302983,0.038988318806208885
723,II-VI,M_A,In,CdTe,1.615171,1.5204243773377075,0.03457249898317319
724,III-V,M_i_A,Cr,AlP,1.948462,1.8050697553261514,0.06724001537785233
725,II-VI,M_A,Cu,CdTe,0.16797,0.8574248946766672,0.03924277248072362
726,IV-IV,M_A,Ge,SiC,2.0317369999999997,1.9739025749789962,0.06124135623817643
727,III-V,M_i_B,Cu,InP,1.530883,1.2572252645388216,0.1019501100372
728,II-VI,M_A,Au,CdTe,0.262151,0.9286636238653918,0.05296258553580936
729,II-VI,M_A,Pb,CdTe,1.6797220000000002,1.532699138753906,0.04981891591200242
730,IV-IV,M_A,Bi,SiSn,0.792574,0.6575514352729783,0.05238601792130752
731,IV-IV,M_A,In,SiGe,0.202395,0.36496066955049694,0.05151910683622863
732,II-VI,M_A,Tl,CdTe,1.190799,1.7239359362918996,0.03957444992232662
733,III-V,M_i_B,Cu,AlSb,1.33171,1.3269888759933006,0.09371045825371621
734,II-VI,M_A,Ca,CdTe,1.6366559999999999,1.6859371268556445,0.06399558226343928
735,III-V,M_A,Si,GaAs,1.221868,0.8340658552260164,0.06100541108579282
736,IV-IV,M_B,B,GeC,0.29596,1.20845101067195,0.08814781707860146
737,II-VI,M_A,Ge,CdTe,1.618741,1.0814314247726837,0.03659622005922686
738,IV-IV,M_A,Au,Ge,0.129369,0.2813122800523861,0.06659077056920037
739,II-VI,M_A,Hf,CdTe,1.6817229999999999,1.6665226390676011,0.043310490442105505
740,II-VI,M_i_neut,Ni,CdSe,1.61043,1.4205195609630341,0.03449046265379411
741,II-VI,M_A,Pb,CdSe,1.6405439999999998,1.661318896569507,0.05426948288479794
742,IV-IV,M_i_B,Ti,GeSn,0.616147,0.7994427209757798,0.031999380604524785
743,II-VI,M_A,Li,CdTe,0.077557,1.0097624927616287,0.07249329341935937
744,IV-IV,M_i_neut,Cu,Si,0.9395020000000001,0.8298798188734258,0.052092926219509075
745,II-VI,M_A,Ag,CdTe,0.174728,0.9682690876003732,0.039338872314452655
746,II-VI,M_A,Fe,ZnO,2.0725990000000003,2.0638388199291606,0.07152492669861617
747,II-VI,M_A,Tl,CdSe,1.2986030000000002,1.859072224655161,0.051798104793749127
748,IV-IV,M_A,Sb,SiSn,0.8050069999999999,0.5481581815564059,0.04255860435366178
749,IV-IV,M_i_A,Ni,SiSn,0.502034,0.5380292795269683,0.0393511903986171
750,II-VI,M_B,S,CdTe,1.413447,0.8773014511817852,0.04687072382281934
751,II-VI,M_A,Be,CdTe,1.424126,1.2185457664510944,0.06584457290073212
752,II-VI,M_A,Mn,CdTe,1.486931,1.1507389603921143,0.04938954548141572
753,III-V,M_A,Ni,GaP,0.400332,1.0354555400396994,0.06871366247450036
754,II-VI,M_B,Se,CdTe,1.482451,1.2259407660320094,0.05144481054755569
755,II-VI,M_A,Zn,CdTe,1.4786270000000001,1.2597149785332615,0.04009270539448319
756,III-V,M_i_neut,Ni,InAs,0.936898,0.8577539663264417,0.04408990075800586
757,IV-IV,M_i_A,Cu,GeSn,0.45084399999999997,0.603258046495301,0.03658254983745297
758,IV-IV,M_A,Sb,Sn,0.349439,0.22709967197607042,0.047903434266032184
759,II-VI,M_A,Hg,CdTe,1.524059,1.668596858052463,0.04911307180633696
760,III-V,M_A,Al,InAs,0.845901,0.6421021644298751,0.08140633414635394
761,II-VI,M_A,Mg,CdTe,1.535854,1.3738248805971391,0.06466852001305383
762,IV-IV,M_B,Ge,GeSn,0.154357,0.45995156290111405,0.0587737182909821
763,III-V,M_B,As,InSb,0.5162640000000001,0.3973704805390618,0.07639467905407056
764,II-VI,M_B,Se,CdS,1.91698,1.7763093037424156,0.06390800174518364
765,III-V,M_B,Ge,BSb,0.044601999999999996,0.5501278193866292,0.07111841368937091
766,IV-IV,M_i_neut,Ni,SiGe,0.713055,0.6591588220485212,0.03516271155110554
767,IV-IV,M_A,Cu,GeSn,0.055899000000000004,0.006806467899728774,0.053928992368779766
768,II-VI,M_i_A,Cr,ZnTe,2.036915,1.822135112285239,0.06196063924980787
769,III-V,M_A,Al,GaSb,0.50279,0.7973001936918651,0.07123400324150653
770,II-VI,M_A,Cd,CdTe,1.551445,1.4425109325537895,0.03938072039237645
771,II-VI,M_B,Te,CdTe,1.55409,1.3461239907220979,0.05084961907177285
772,III-V,M_A,Al,AlSb,1.346501,1.1716376285930246,0.12107070093058361
773,IV-IV,M_A,Ge,Si,0.793689,0.5823702558599383,0.06307547855124239
774,II-VI,M_B,Se,ZnTe,1.812395,1.3904228464172164,0.0721398711839343
775,II-VI,M_A,Cu,CdSe,0.327425,0.9483991017273592,0.048873250944972385
776,III-V,M_A,Fe,AlSb,0.41241700000000003,1.014572554741829,0.11849483943673914
777,IV-IV,M_A,Mn,Sn,-0.09643099999999999,-0.23969979469145475,0.04564257603645711
778,IV-IV,M_A,V,SiC,1.832427,1.8601370811197295,0.06232375425025034
779,III-V,M_A,Ti,AlAs,1.4695639999999999,1.3471310872682818,0.08456093892973046
780,II-VI,M_A,Cu,ZnTe,0.24495,1.1058388104995396,0.06321121026232475
781,IV-IV,M_i_A,N,Ge,-0.042059,0.251216669145452,0.07932631279687262
782,IV-IV,M_B,V,GeSn,0.369705,0.07584369509812658,0.05586143693705277
783,III-V,M_B,N,BAs,1.272289,0.8656189935229388,0.09490026396059602
784,IV-IV,M_A,Cr,GeC,1.7774310000000002,1.3218794717092446,0.10232396048010217
785,IV-IV,M_A,Cr,Sn,-0.122201,-0.21878974184878022,0.04136023425374963
786,IV-IV,M_B,N,GeSn,-0.045221,0.0044462268683893415,0.09020482701107227
787,IV-IV,M_i_A,N,Sn,-0.114803,0.020784489948200473,0.05814801723165723
788,II-VI,M_i_neut,Hf,ZnO,3.05,2.7464815646869982,0.08668158497692523
789,II-VI,M_i_neut,Nb,ZnO,2.78,2.484434822024319,0.061266481429722415
790,II-VI,M_B,Sr,ZnS,3.2,3.119530970230977,0.08215228328335893
791,II-VI,M_B,Sc,CdO,1.95,2.051032316222304,0.06047842144330151
792,II-VI,M_i_A,Zn,ZnO,2.9,2.6733307120990104,0.06883723410341389
793,II-VI,M_i_B,Zn,ZnO,2.89,2.6868102666643083,0.06550708600144377
794,II-VI,M_i_neut,Zn,ZnO,2.73,2.6598543617505266,0.08225872784880675
795,II-VI,M_i_B,O,ZnO,1.44,1.4681926375793781,0.07347292373966723
796,II-VI,M_i_neut,O,ZnO,0.8,1.4221658947498077,0.07640672918676626
797,II-VI,M_A,S,ZnS,1.35,1.835573967506844,0.08665630428721144
798,II-VI,M_B,Zn,ZnS,2.18,2.3494598935912103,0.08842913111369567
799,II-VI,M_i_B,Zn,ZnS,3.2,2.900479632369953,0.05647588522963712
800,II-VI,M_i_neut,Zn,ZnS,3.21,2.878727996212483,0.05151297740959539
801,II-VI,M_i_A,S,ZnS,1.27,2.1204305882991727,0.05396374904362077
802,II-VI,M_i_B,S,ZnS,3.19,2.1570210119327946,0.05256741870660814
803,II-VI,M_i_neut,S,ZnS,1.72,2.1235891900047164,0.05943418559488387
804,II-VI,M_A,Se,ZnSe,1.67,1.4111166376234003,0.06575788446207166
805,II-VI,M_B,Zn,ZnSe,1.65,1.8772835397176693,0.06690538240592443
806,II-VI,M_i_A,Zn,ZnSe,2.44,2.2815959277973596,0.041975877352825965
807,II-VI,M_i_B,Zn,ZnSe,2.45,2.293039727497342,0.045888160587279486
808,II-VI,M_i_neut,Zn,ZnSe,2.46,2.263653246901164,0.046853385986226764
809,II-VI,M_i_A,Se,ZnSe,1.17,1.7616586979211615,0.05018185336335152
810,II-VI,M_i_B,Se,ZnSe,1.26,1.793979964901229,0.04836229256482798
811,II-VI,M_i_neut,Se,ZnSe,1.54,1.76693778206178,0.0534058896099686
812,II-VI,M_A,Te,ZnTe,1.6,1.0953435578532857,0.0822953507076664
813,II-VI,M_i_A,Zn,ZnTe,1.89,1.7126777871081664,0.06997789112810211
814,II-VI,M_i_B,Zn,ZnTe,1.99,1.729097202804396,0.06846305776285229
815,II-VI,M_i_neut,Zn,ZnTe,1.95,1.6816236609977058,0.06947073987226172
816,II-VI,M_i_A,Te,ZnTe,1.07,1.4608744522564625,0.06159668611242811
817,II-VI,M_i_B,Te,ZnTe,1.15,1.524064078791929,0.07550841995042029
818,II-VI,M_i_neut,Te,ZnTe,1.35,1.4647552893995166,0.07840074178482592
819,II-VI,M_B,Cd,CdO,1.94,2.0004353289111236,0.052422099600202304
820,II-VI,M_i_A,Cd,CdO,1.85,1.9707073409190863,0.04841313255440314
821,II-VI,M_i_B,Cd,CdO,1.8,1.985719646900182,0.05582576130711576
822,II-VI,M_i_A,O,CdO,0.55,0.5838981810970164,0.062103635601749085
823,II-VI,M_i_B,O,CdO,0.7,0.5875712120565778,0.062193754293843835
824,III-V,M_B,Sr,InN,2.35,2.079659306431044,0.09329200591807399
825,III-V,M_B,B,BP,0.0,1.1483154620297735,0.07273481287175833
826,III-V,M_A,P,BP,1.65,1.3668530953658384,0.1319464606824347
827,III-V,M_i_A,B,BP,1.75,1.5886955173734525,0.1058132653948944
828,III-V,M_i_B,B,BP,1.78,1.5916144243306003,0.08681260652593667
829,III-V,M_i_neut,B,BP,1.51,1.578063024456683,0.08876031997560174
830,III-V,M_i_A,P,BP,1.81,1.6166724117328883,0.07731239624762698
831,III-V,M_i_B,P,BP,1.65,1.6098056832414493,0.08241389528136621
832,III-V,M_i_neut,P,BP,1.68,1.6102404238466808,0.07874728477882985
833,III-V,M_B,B,BAs,-0.2,0.782656178145063,0.08075534528798359
834,III-V,M_A,As,BAs,1.54,1.1983468161278987,0.08069709462497585
835,III-V,M_i_A,B,BAs,1.5,1.468777409001022,0.06711732671305798
836,III-V,M_i_B,B,BAs,1.69,1.4668286523009266,0.06641076639049442
837,III-V,M_i_neut,B,BAs,1.33,1.4616586415424735,0.06714853394863486
838,III-V,M_i_A,As,BAs,1.62,1.5865278093524378,0.05676348046714021
839,III-V,M_i_B,As,BAs,1.49,1.6141030054845955,0.05429452676952149
840,III-V,M_i_neut,As,BAs,1.53,1.568908708594297,0.05190755371246113
841,III-V,M_B,B,BSb,-0.28,0.044053082716847915,0.08641235658608744
842,III-V,M_A,Sb,BSb,1.23,0.8623989157742985,0.06902386759131052
843,III-V,M_i_A,B,BSb,1.03,0.8536144797857925,0.06097491478873385
844,III-V,M_i_B,B,BSb,1.18,0.8725576968471946,0.050642874639065354
845,III-V,M_i_neut,B,BSb,1.02,0.8672845118835607,0.049298204375004887
846,III-V,M_i_A,Sb,BSb,1.36,1.1792839380661255,0.04703696210128147
847,III-V,M_i_B,Sb,BSb,1.22,1.236257138343491,0.04705953686759572
848,III-V,M_i_neut,Sb,BSb,1.24,1.1517102296925243,0.04490076698173379
849,III-V,M_B,Al,AlP,1.25,1.4828822723079138,0.0864357254288152
850,III-V,M_A,P,AlP,1.91,1.326531729505329,0.11382795576774182
851,III-V,M_i_A,Al,AlP,2.3,2.0509563281111154,0.054448443427503865
852,III-V,M_i_B,Al,AlP,2.21,2.0313589602280486,0.06544823804571762
853,III-V,M_i_neut,Al,AlP,2.1,2.0355753611747978,0.06069360004774069
854,III-V,M_i_A,P,AlP,1.67,1.8291108175446602,0.060823255418555135
855,III-V,M_i_B,P,AlP,1.55,1.8290716085022622,0.06502407866215296
856,III-V,M_i_neut,P,AlP,1.86,1.8281263444618028,0.06466513516099136
857,III-V,M_B,Al,AlAs,0.82,1.012843736235476,0.0768160493604513
858,III-V,M_A,As,AlAs,1.77,1.305216452495301,0.11129270661594122
859,III-V,M_i_A,Al,AlAs,2.06,1.7405497760511839,0.04499167990563655
860,III-V,M_i_B,Al,AlAs,1.98,1.7499833222466186,0.04468865828859531
861,III-V,M_i_neut,Al,AlAs,1.88,1.7352079393672433,0.046052222417681164
862,III-V,M_i_A,As,AlAs,1.44,1.7362032688623217,0.06182364251443889
863,III-V,M_i_B,As,AlAs,1.32,1.7547034450590882,0.05177058553259804
864,III-V,M_i_neut,As,AlAs,1.6,1.7213060126774464,0.05259426165468455
865,III-V,M_B,Al,AlSb,0.22,0.618929656735309,0.10273614047206558
866,III-V,M_A,Sb,AlSb,1.37,1.0680785920248748,0.12797885641238063
867,III-V,M_i_A,Al,AlSb,1.44,1.4854583960264927,0.07476071546670078
868,III-V,M_i_B,Al,AlSb,1.55,1.499595778571421,0.0756631151968366
869,III-V,M_i_neut,Al,AlSb,1.31,1.4713172286449419,0.06675229506323825
870,III-V,M_i_A,Sb,AlSb,1.16,1.5675544846657927,0.06073385306962718
871,III-V,M_i_B,Sb,AlSb,1.08,1.6146133547654002,0.05659968825110724
872,III-V,M_i_A,Ga,GaN,3.42,3.3230883666883075,0.0544492300317243
873,III-V,M_i_B,Ga,GaN,3.55,3.3360664531616693,0.04500417043936807
874,III-V,M_i_neut,Ga,GaN,3.31,3.302782866026805,0.06146234098262851
875,III-V,M_B,Ga,GaP,0.57,1.3921730710036955,0.07667376376624899
876,III-V,M_A,P,GaP,1.65,1.1288503272878834,0.07032555910072852
877,III-V,M_i_A,Ga,GaP,1.93,1.7062528001477681,0.07112975562354176
878,III-V,M_i_B,Ga,GaP,1.99,1.708168608314672,0.06605944809727544
879,III-V,M_i_neut,Ga,GaP,1.76,1.6908000848233324,0.07765875697256332
880,III-V,M_i_A,P,GaP,1.37,1.4990205496310254,0.06452943789999237
881,III-V,M_i_B,P,GaP,1.59,1.509460004910186,0.06374367019677182
882,III-V,M_i_neut,P,GaP,1.71,1.5042550055510377,0.06833824488047333
883,III-V,M_B,Ga,GaAs,0.11,0.5488390719054399,0.05810934601808426
884,III-V,M_A,As,GaAs,1.01,0.8178584908723405,0.052710780774186394
885,III-V,M_i_A,Ga,GaAs,1.37,1.1604176455091615,0.04803209775252899
886,III-V,M_i_B,Ga,GaAs,1.41,1.1763040803323892,0.05356620532346311
887,III-V,M_i_neut,Ga,GaAs,1.2,1.1337432066077597,0.04852652065871628
888,III-V,M_i_A,As,GaAs,0.95,1.1520701978322907,0.03973379901937903
889,III-V,M_i_B,As,GaAs,1.14,1.182354737261337,0.048546644869586236
890,III-V,M_i_neut,As,GaAs,1.19,1.1513876364287332,0.04007735979305902
891,III-V,M_B,Ga,GaSb,-0.11,0.10792282968749109,0.06503404470887789
892,III-V,M_A,Sb,GaSb,0.75,0.629935414274579,0.0694328877784833
893,III-V,M_i_A,Ga,GaSb,0.93,0.8096312730122641,0.03491415627477661
894,III-V,M_i_B,Ga,GaSb,1.02,0.832372152839844,0.03427252764747481
895,III-V,M_i_neut,Ga,GaSb,0.83,0.77818954040354,0.035577242279361626
896,III-V,M_i_A,Sb,GaSb,0.81,0.9611860840039576,0.04092653960412944
897,III-V,M_i_B,Sb,GaSb,0.99,1.020828720903879,0.03846473645446118
898,III-V,M_i_neut,Sb,GaSb,0.95,0.9398619269866366,0.037788948114889774
899,III-V,M_i_A,In,InN,2.16,1.8245306708667184,0.06818905461736989
900,III-V,M_i_B,In,InN,2.0,1.8263780634431472,0.08267606822433535
901,III-V,M_i_A,N,InN,1.02,1.2696789744719457,0.06583576031523379
902,III-V,M_i_B,N,InN,1.09,1.2746813611317065,0.07082582774717552
903,III-V,M_i_neut,N,InN,1.24,1.2834674196812716,0.0614228212179983
904,III-V,M_B,In,InP,0.72,1.405320659045057,0.07763375729170151
905,III-V,M_A,P,InP,1.39,0.9102615195694064,0.064571345498254
906,III-V,M_i_A,In,InP,1.7,1.6911520770592539,0.05412226790314017
907,III-V,M_i_B,In,InP,1.71,1.7107725624680952,0.052833341864212166
908,III-V,M_i_neut,In,InP,1.65,1.6831585634361381,0.05327571267457977
909,III-V,M_i_A,P,InP,1.14,1.3987864270032933,0.06476869310939565
910,III-V,M_i_B,P,InP,1.39,1.4008210933231857,0.06666659132101133
911,III-V,M_i_neut,P,InP,1.53,1.3925826828389387,0.062380495794365325
912,III-V,M_B,In,InAs,0.45,0.6134861741327479,0.062044684170147975
913,III-V,M_A,As,InAs,0.93,0.6561493470918215,0.06070228648881805
914,III-V,M_i_A,In,InAs,1.15,1.1555461376332523,0.03882931456004457
915,III-V,M_i_B,In,InAs,1.16,1.1825781145194338,0.040611708906265184
916,III-V,M_i_neut,In,InAs,1.15,1.1327099933166505,0.03259103561285896
917,III-V,M_i_A,As,InAs,0.9,1.092551507401528,0.0341110959326001
918,III-V,M_i_B,As,InAs,1.1,1.1221872124791243,0.032979988282581814
919,III-V,M_i_neut,As,InAs,1.08,1.08950443551474,0.02945658326896533
920,III-V,M_B,In,InSb,0.12,0.10169589712492907,0.054585665049137574
921,III-V,M_A,Sb,InSb,0.66,0.5435662299110396,0.06008302429339935
922,III-V,M_i_A,In,InSb,0.93,0.8520343494645978,0.03397332701092242
923,III-V,M_i_B,In,InSb,0.95,0.8926941255345614,0.03558014133430296
924,III-V,M_i_neut,In,InSb,0.93,0.8187376090460836,0.03517539710396771
925,III-V,M_i_A,Sb,InSb,0.8,0.9547641299943171,0.025826945173401426
926,III-V,M_i_B,Sb,InSb,0.94,1.0093690452865294,0.030359980433966705
927,III-V,M_i_neut,Sb,InSb,0.91,0.9365847358045893,0.028574065808189827
928,IV-IV,M_i_A,In,SiC,2.91,2.933696855691694,0.05768469147171869
929,IV-IV,M_i_neut,Br,SiC,2.47,2.0083860496562265,0.0873770612865756
930,IV-IV,M_A,Ba,GeC,1.12,2.084420544571373,0.08095984388699602
931,IV-IV,M_i_A,Sn,GeC,2.57,2.3644025565969278,0.05093866936146162
932,IV-IV,M_i_A,S,GeC,1.63,1.7166416660439432,0.0610061105326589
933,IV-IV,M_i_A,Se,GeC,2.03,1.9207407499983755,0.06317944237171785
934,IV-IV,M_i_neut,Pb,GeC,2.45,2.4223553946107055,0.0575685926511828
935,IV-IV,M_i_A,Se,SnC,1.47,1.4988326947785784,0.06149989825153461
936,IV-IV,M_i_A,Si,Si,1.01,1.1435386563244012,0.0374682440904804
937,IV-IV,M_i_neut,Si,Si,0.91,1.1384665475753297,0.04701095957586481
938,IV-IV,M_i_A,Ge,Ge,0.73,0.6291651909812174,0.04130924489212305
939,IV-IV,M_i_neut,Ge,Ge,0.4,0.6143354670184236,0.0403907379926974
940,IV-IV,M_i_A,Sn,Sn,0.52,0.32719568194892795,0.06364491727984997
941,IV-IV,M_A,C,SiC,1.94,1.7248432296728473,0.06828804534348731
942,IV-IV,M_B,Si,SiC,2.23,2.2883205815435987,0.07282359209689378
943,IV-IV,M_i_A,C,SiC,1.91,2.188154621691731,0.05737254015860283
944,IV-IV,M_i_B,C,SiC,2.32,2.1949366024815564,0.05441584429012504
945,IV-IV,M_i_neut,C,SiC,2.26,2.192469919195409,0.05626684193405814
946,IV-IV,M_i_A,Si,SiC,2.68,2.6495786701112096,0.04424591279863564
947,IV-IV,M_i_B,Si,SiC,2.44,2.645693085876453,0.04239337855764435
948,IV-IV,M_i_neut,Si,SiC,2.54,2.644878907856874,0.04360658872079837
949,IV-IV,M_A,C,GeC,1.97,1.1556411756741165,0.08880260007635271
950,IV-IV,M_B,Ge,GeC,2.27,2.1878496693050793,0.06624568008988467
951,IV-IV,M_i_A,C,GeC,1.42,1.701593735729989,0.06954804378815706
952,IV-IV,M_i_neut,C,GeC,2.21,1.7276196325307176,0.06758711047179682
