,Type,Site,Impurity,AB,∆H (A-rich)_DFT,train_mean,train_std
635,II-VI,M_A,Ni,CdTe,2.282,1.3959560508600528,0.10476599118749962
636,II-VI,M_i_neut,Ag,CdTe,2.016,2.148169204759629,0.10693703460754458
637,IV-IV,M_i_A,F,GeSn,1.791552,1.3939709338640103,0.24664593973783702
638,II-VI,M_i_A,Hg,CdTe,1.7819999999999998,2.57448996861692,0.10472857395493232
639,II-VI,M_A,V,CdTe,1.3519999999999999,0.9389064178623443,0.07506765601580873
640,III-V,M_i_neut,Li,GaP,1.310999,2.1386496479988724,0.2566649955129571
641,II-VI,M_A,Pd,CdTe,2.693,2.134407393341675,0.11910787540204482
642,IV-IV,M_i_neut,Sc,GeSn,1.60933,2.7164885091506306,0.14777600652511821
643,II-VI,M_A,In,CdS,1.070848,1.2772005159005206,0.0990689505693976
644,II-VI,M_A,Bi,CdTe,2.043,0.9465401394510916,0.13144816524384076
645,II-VI,M_i_B,Ag,CdTe,1.94,2.274055625656921,0.10615900599588585
646,II-VI,M_i_neut,Pd,CdTe,1.693,2.9337732166859367,0.10233814856625054
647,II-VI,M_A,As,CdTe,3.13,3.3738558336626783,0.16014315831812637
648,II-VI,M_A,K,CdTe,1.892,1.934390456387888,0.11320148771523683
649,II-VI,M_i_B,Na,CdTe,1.046,2.4084262173014244,0.12294728206776966
650,II-VI,M_i_neut,Li,CdTe,1.4,1.0858376597271087,0.1326714095644516
651,III-V,M_B,S,GaSb,1.636483,2.794890121567126,0.2593498888286755
652,IV-IV,M_i_A,Au,GeSn,1.809975,2.334889729885682,0.19016149748002095
653,II-VI,M_i_neut,Ag,CdSe,1.63656,2.1717099620608122,0.08089218882553163
654,II-VI,M_B,P,CdTe,0.956,1.963125990167758,0.12920562359652205
655,III-V,M_A,Pd,InSb,2.002025,0.8616891995815745,0.2420174850047518
656,II-VI,M_i_A,F,CdSe,2.2240279999999997,2.503565430998978,0.1384546375607438
657,II-VI,M_i_A,Li,CdTe,1.338,1.1123492979650536,0.11977092854157813
658,II-VI,M_i_A,Na,CdTe,0.958,2.3970569994692354,0.12648882079319415
659,II-VI,M_A,Fe,CdTe,1.122,1.2522500210021175,0.0743929204873202
660,IV-IV,M_A,Sc,SiGe,1.588509,1.5812023806656608,0.24730869824586615
661,II-VI,M_B,Cl,CdTe,1.0659999999999998,1.9269611581749122,0.18274627049045797
662,II-VI,M_B,As,CdTe,1.0759999999999998,1.8520538075203323,0.09829083397440123
663,II-VI,M_A,Al,ZnSe,1.203058,1.153950785690028,0.16835019975515755
664,III-V,M_A,Ca,InAs,1.4108100000000001,1.813611955648284,0.26986479937309144
665,III-V,M_A,Be,BP,1.31101,2.3312797609447564,0.35716844837067196
666,II-VI,M_A,Cr,CdTe,0.983,0.8893179290608714,0.0856635779545697
667,II-VI,M_A,Co,CdTe,0.956,1.4253175641339593,0.10598459479817675
668,II-VI,M_B,O,CdTe,1.172,3.2600083744278656,0.17587046435190493
669,II-VI,M_B,Br,CdTe,0.935,1.4005884983764687,0.18772319569897358
670,II-VI,M_i_B,Li,CdTe,1.145,1.1104918784517748,0.12226293630748528
671,II-VI,M_B,I,CdS,0.729273,2.3375768934986936,0.1619861791111049
672,IV-IV,M_B,Pt,SiGe,1.3652309999999999,2.720096593096898,0.2571268510215321
673,IV-IV,M_A,Ag,SiSn,1.5902530000000001,1.8124787715824204,0.2687933157689773
674,II-VI,M_A,Hg,ZnO,3.304879,2.3642316322687362,0.26372826485023054
675,IV-IV,M_A,Se,Ge,1.338734,0.12575447074485285,0.3551093506377686
676,II-VI,M_B,Br,CdS,0.6042529999999999,1.3872943110314786,0.20127402612134235
677,II-VI,M_A,Ba,CdTe,1.321,0.4950321499219039,0.11167234708523864
678,II-VI,M_B,I,CdTe,0.841,1.8997198386834746,0.18735058681248204
679,IV-IV,M_A,B,SiSn,0.962945,0.9716704112618866,0.34539973646323363
680,II-VI,M_A,Si,CdTe,2.244,2.7085824310312288,0.18393963696797852
681,IV-IV,M_i_B,Ga,GeSn,1.294693,2.6653777005683557,0.14004186953466147
682,IV-IV,M_i_A,Ca,Sn,1.286154,2.952146657565179,0.2211389315021277
683,III-V,M_A,Cd,AlP,2.1527369999999997,3.30593098545519,0.31419522780029907
684,II-VI,M_i_A,F,CdTe,1.7180000000000002,2.101443805586171,0.14428279062138688
685,IV-IV,M_B,Hg,SiSn,2.3464400000000003,2.760629015484979,0.32483809449980805
686,II-VI,M_A,Cd,ZnS,0.8742969999999999,2.6177907645478244,0.1586968853473071
687,IV-IV,M_B,Ti,SiGe,1.1046690000000001,0.5953470295971761,0.2683973074477119
688,IV-IV,M_A,Be,Sn,1.105167,3.5519514285327984,0.506805725028716
689,IV-IV,M_A,Mn,SiSn,0.41485200000000005,0.5486400245600205,0.26412770930258306
690,III-V,M_A,Bi,InP,1.557927,1.4345489987963311,0.29412589256086163
691,III-V,M_A,Sn,GaP,1.8525900000000002,2.6553786069593723,0.25834279498839635
692,IV-IV,M_A,Ti,Si,1.092018,0.9560004989667423,0.292733609868518
693,II-VI,M_i_neut,Mn,ZnTe,0.794798,2.1595256064166106,0.16982819928323573
694,II-VI,M_A,Sr,CdTe,1.062,0.8145642650247991,0.14992424926142084
695,II-VI,M_A,Al,CdTe,0.838,1.5398211814738292,0.1680563195134557
696,II-VI,M_A,Ga,ZnTe,1.529248,1.1021569254385182,0.15403811422483463
697,IV-IV,M_i_neut,Mn,Si,1.0014,1.9166036435595728,0.2741856368151513
698,II-VI,M_A,Na,CdTe,1.317,1.7378897497132406,0.1408471183443127
699,II-VI,M_A,Sn,CdTe,1.169,1.5134533766936025,0.13058536554842926
700,II-VI,M_A,Ga,CdTe,0.946,1.5798348487989913,0.11516165083860634
701,III-V,M_A,Ag,InSb,1.285397,0.08073766793605414,0.20214482808891274
702,IV-IV,M_i_A,Zn,SiSn,1.50604,2.0041696571026018,0.1474076464722606
703,II-VI,M_A,In,CdTe,1.591,1.426140686279631,0.1429020759882491
704,III-V,M_i_A,Cr,AlP,0.051687000000000004,3.653559167087418,0.23621643922445373
705,II-VI,M_A,Cu,CdTe,2.151,1.576664096676021,0.1273043849250666
706,IV-IV,M_A,Ge,SiC,1.293248,3.2214118677741417,0.27903393636035584
707,III-V,M_i_B,Cu,InP,0.520766,2.451026369300647,0.18804991184897982
708,II-VI,M_A,Au,CdTe,2.661,3.324898437987175,0.16402173748533877
709,II-VI,M_A,Pb,CdTe,0.848,0.4355437252631841,0.14439793056203765
710,IV-IV,M_A,Bi,SiSn,1.24862,1.9622594937278002,0.2838304218998915
711,IV-IV,M_A,In,SiGe,0.73903,2.214914493055014,0.23092094892269743
712,II-VI,M_A,Tl,CdTe,1.2890000000000001,0.8868053115224613,0.125517360257903
713,III-V,M_i_B,Cu,AlSb,1.203199,1.9689002618911737,0.16528746820779744
714,II-VI,M_A,Ca,CdTe,0.8059999999999999,0.8733211740884812,0.15316468172586373
715,III-V,M_A,Si,GaAs,1.262789,1.2170580624248637,0.23896566048172307
716,II-VI,M_A,Ge,CdTe,1.3730000000000002,2.2497123556756478,0.1290463894617785
717,IV-IV,M_A,Au,Ge,0.724242,1.1527450144940505,0.2867149200672808
718,II-VI,M_A,Hf,CdTe,1.64,2.207332931448931,0.13057278302467026
719,II-VI,M_i_neut,Ni,CdSe,-0.023997,1.8601230695951358,0.08623617888097214
720,II-VI,M_A,Pb,CdSe,0.762322,0.41120368251942196,0.1458666016154405
721,IV-IV,M_i_B,Ti,GeSn,0.507101,2.403513671117876,0.1329900514615764
722,II-VI,M_A,Li,CdTe,1.305,0.42861409574601267,0.1781905074007677
723,IV-IV,M_i_neut,Cu,Si,0.5926319999999999,2.398715866680834,0.25242092350345335
724,II-VI,M_A,Ag,CdTe,1.788,1.2330422351095096,0.12798377625825516
725,II-VI,M_A,Tl,CdSe,1.2284,0.5343531995440272,0.14471103278383693
726,IV-IV,M_A,Sb,SiSn,1.022709,1.2532235916497625,0.2450232033748765
727,IV-IV,M_i_A,Ni,SiSn,0.110999,2.002552647663662,0.127396044201107
728,II-VI,M_B,S,CdTe,0.376,2.2619823057675457,0.14197112450648097
729,II-VI,M_A,Be,CdTe,0.58,1.095574210883463,0.15926899747953105
730,II-VI,M_A,Mn,CdTe,0.071,0.8819646343437821,0.12889266314574763
731,III-V,M_A,Ni,GaP,0.864777,1.5356058304914644,0.2808898646148864
732,II-VI,M_B,Se,CdTe,0.226,1.8533075202202725,0.15223263266106077
733,II-VI,M_A,Zn,CdTe,0.21899999999999997,1.6413252402374703,0.13109848055836423
734,III-V,M_i_neut,Ni,InAs,-0.198348,1.902304907370801,0.1750342647651948
735,IV-IV,M_i_A,Cu,GeSn,0.232752,1.9171622361934495,0.1506901046842872
736,IV-IV,M_A,Sb,Sn,0.17521099999999998,-2.350371374161922,0.2863312196990476
737,II-VI,M_A,Hg,CdTe,1.133,1.5407971345090155,0.13876268201477754
738,III-V,M_A,Al,InAs,0.142764,0.9466793663484754,0.27087243031183067
739,II-VI,M_A,Mg,CdTe,0.501,0.7288261515337793,0.11529504828868083
740,IV-IV,M_B,Ge,GeSn,0.166138,0.6610668510809515,0.26521715007711777
741,III-V,M_B,As,InSb,0.092464,0.23892500576698392,0.22547154562183383
742,II-VI,M_B,Se,CdS,0.025546,2.6912925570916,0.14528759028019642
743,III-V,M_B,Ge,BSb,1.7120830000000002,4.479696014710091,0.23477794877340574
744,IV-IV,M_i_neut,Ni,SiGe,-0.036927,2.638226117719881,0.14654220220113348
745,IV-IV,M_A,Cu,GeSn,0.043112,0.5878927495435876,0.24484223637612165
746,II-VI,M_i_A,Cr,ZnTe,-0.540097,1.7888187894031966,0.09549094713121277
747,III-V,M_A,Al,GaSb,0.028027999999999997,0.897280805900387,0.2758599304745475
748,II-VI,M_A,Cd,CdTe,0.0,1.3857135930079567,0.12935520366970416
749,II-VI,M_B,Te,CdTe,0.0,1.8900851445202569,0.14607735013502515
750,III-V,M_A,Al,AlSb,0.0,0.6266375947033709,0.18714639454402118
751,IV-IV,M_A,Ge,Si,-0.08226499999999999,-0.005758745836995327,0.22359913778841928
752,II-VI,M_B,Se,ZnTe,-0.255728,2.4754419996927157,0.15047027234943983
753,II-VI,M_A,Cu,CdSe,0.668317,1.6183634465166414,0.11961627522704696
754,III-V,M_A,Fe,AlSb,1.0097180000000001,0.3326368057400069,0.23967966655613726
755,IV-IV,M_A,Mn,Sn,-0.469947,-0.3587567023571182,0.3536552941445747
756,IV-IV,M_A,V,SiC,-0.458139,3.5037101517482383,0.2961576480226912
757,III-V,M_A,Ti,AlAs,0.107484,0.9996579919473085,0.2798858400628313
758,IV-IV,M_i_A,N,Ge,-0.764837,2.5116677231258935,0.27321241043829436
759,IV-IV,M_B,V,GeSn,-0.94458,-0.9343299401741032,0.29124375798067603
760,III-V,M_B,N,BAs,-0.97064,4.6265142582367424,0.30732814396268926
761,IV-IV,M_A,Cr,Sn,-1.351157,-0.41738450689453116,0.4251669605849956
762,II-VI,M_i_A,Zn,ZnO,3.611931,3.9001360797894207,0.2040351286907742
763,II-VI,M_i_B,Zn,ZnO,2.8942349999999997,3.892877118123445,0.20856788529960993
764,II-VI,M_i_neut,Zn,ZnO,3.4832980000000004,3.9108067082584226,0.22039534630907393
765,II-VI,M_i_B,O,ZnO,6.638389999999999,6.258726297015041,0.24224241781983882
766,II-VI,M_i_neut,O,ZnO,6.64588,6.248360849271036,0.23382322380054452
767,II-VI,M_A,S,ZnS,6.720663,5.799081872723427,0.1583286581659191
768,II-VI,M_B,Zn,ZnS,2.551129,3.832726890825092,0.17437783223352674
769,II-VI,M_i_B,Zn,ZnS,3.280124,3.89987401322623,0.12061990808244423
770,II-VI,M_i_neut,Zn,ZnS,3.5053629999999996,3.9018284211250824,0.11656222119615828
771,II-VI,M_i_A,S,ZnS,6.667407000000001,6.468165236438869,0.1487125439424052
772,II-VI,M_i_B,S,ZnS,4.497228,6.457051401277063,0.12306712126831956
773,II-VI,M_i_neut,S,ZnS,6.3869050000000005,6.488240582382983,0.15024427898168802
774,II-VI,M_B,Zn,ZnSe,2.151912,3.1991616240908876,0.14133198464168498
775,II-VI,M_i_A,Zn,ZnSe,2.170771,3.024903430466469,0.10082423878339476
776,II-VI,M_i_B,Zn,ZnSe,2.554237,3.016570430601456,0.10437259972103802
777,II-VI,M_i_neut,Zn,ZnSe,2.773174,3.0211490789611966,0.10410055388308048
778,II-VI,M_i_A,Se,ZnSe,5.924353,5.301609108090027,0.10240245299352757
779,II-VI,M_i_B,Se,ZnSe,6.611569,5.303845050124001,0.11917422702613886
780,II-VI,M_i_neut,Se,ZnSe,5.704396,5.322429248417204,0.10200265483586106
781,II-VI,M_A,Te,ZnTe,5.333784,3.4809180237557378,0.17891889038291658
782,II-VI,M_i_A,Zn,ZnTe,1.5211059999999998,2.5445832890693043,0.11224126398566611
783,II-VI,M_i_B,Zn,ZnTe,2.001825,2.497228377806362,0.1287535567495693
784,II-VI,M_i_neut,Zn,ZnTe,1.525204,2.5007074261961293,0.12516516484738993
785,II-VI,M_i_A,Te,ZnTe,5.546181,4.754546424940964,0.11988633809275372
786,II-VI,M_i_B,Te,ZnTe,6.171271,4.735171387542152,0.1138582714986464
787,II-VI,M_i_neut,Te,ZnTe,5.204219,4.708730148562566,0.11983301003150494
788,II-VI,M_i_A,Cd,CdO,1.7130849999999997,1.9913417145016445,0.15696054355421857
789,II-VI,M_i_B,Cd,CdO,1.360637,2.164132176831818,0.148784537119268
790,II-VI,M_i_A,O,CdO,4.507128,4.418064265195412,0.2100971190660176
791,II-VI,M_i_B,O,CdO,4.804518,4.413440843563494,0.21998277984477174
792,III-V,M_B,B,BP,2.483937,4.307949516106602,0.4387503558212774
793,III-V,M_A,P,BP,4.498144,4.104691587804922,0.3213626312429928
794,III-V,M_i_A,B,BP,6.760535000000001,6.6650511668962675,0.29460814474432384
795,III-V,M_i_B,B,BP,7.190355,6.606916959329226,0.24396173151166495
796,III-V,M_i_neut,B,BP,6.112153,6.630776136503852,0.2729570498549486
797,III-V,M_i_A,P,BP,11.039377,8.675183918077575,0.3868804010474191
798,III-V,M_i_B,P,BP,11.623805,8.724183661074722,0.2965428651936589
799,III-V,M_i_neut,P,BP,9.462544,8.646391884793623,0.3782063196585769
800,III-V,M_B,B,BAs,2.4014439999999997,4.765375566959346,0.3348406085009025
801,III-V,M_A,As,BAs,3.7537599999999998,4.853304157142303,0.34582019440412676
802,III-V,M_i_A,B,BAs,6.281978,6.439191458318184,0.21970641853742676
803,III-V,M_i_B,B,BAs,7.471033,6.420335588743823,0.23583996569178045
804,III-V,M_i_neut,B,BAs,6.0621529999999995,6.394570302777979,0.2507117198543528
805,III-V,M_i_A,As,BAs,10.14195,8.664142259175668,0.31552032189385903
806,III-V,M_i_B,As,BAs,11.131651,8.653101744358215,0.2715621034790467
807,III-V,M_i_neut,As,BAs,8.976306,8.648802477249516,0.275583343816119
808,III-V,M_B,B,BSb,2.871411,3.734806501761766,0.2349548365141431
809,III-V,M_A,Sb,BSb,2.612898,4.403161451452309,0.2958422860525326
810,III-V,M_i_A,B,BSb,5.2858540000000005,5.856827688488502,0.22371785910039918
811,III-V,M_i_B,B,BSb,6.450586,5.889139681012595,0.23257018362083962
812,III-V,M_i_neut,B,BSb,4.87896,5.854000808519809,0.22709816983810538
813,III-V,M_i_A,Sb,BSb,8.672107,7.506324955425486,0.28940608024258596
814,III-V,M_i_B,Sb,BSb,9.728841000000001,7.470481014847186,0.23964526703389785
815,III-V,M_i_neut,Sb,BSb,7.963989,7.470927202496559,0.2974933426647667
816,III-V,M_B,Al,AlP,3.142038,1.6253921611406128,0.23277353500346543
817,III-V,M_i_A,Al,AlP,3.652108,4.4687269317993525,0.16380725849125097
818,III-V,M_i_B,Al,AlP,3.817568,4.4426187430119395,0.1373427114463429
819,III-V,M_i_neut,Al,AlP,4.528862999999999,4.476873106460912,0.16326037321957743
820,III-V,M_i_A,P,AlP,5.858988,6.022355404989833,0.14474685670252818
821,III-V,M_i_B,P,AlP,6.212796,6.032327252268092,0.146310045450326
822,III-V,M_i_neut,P,AlP,5.40764,6.027794817591888,0.12476481785868257
823,III-V,M_B,Al,AlAs,2.723236,1.5813159487096786,0.25503328484423193
824,III-V,M_A,As,AlAs,3.197463,3.3716907024596123,0.24385934844892884
825,III-V,M_i_A,Al,AlAs,3.291601,3.313052765348119,0.15756078467005652
826,III-V,M_i_B,Al,AlAs,3.61095,3.321497684510443,0.1557819120439916
827,III-V,M_i_neut,Al,AlAs,4.2026769999999996,3.3354193624104242,0.15560398410794873
828,III-V,M_i_A,As,AlAs,5.154401999999999,5.46796485278088,0.14102244058213487
829,III-V,M_i_B,As,AlAs,5.695443,5.456695315558893,0.1440401668461894
830,III-V,M_i_neut,As,AlAs,5.000693,5.435097620550475,0.15237616957180825
831,III-V,M_B,Al,AlSb,2.153127,0.8381658831061406,0.22272411463171612
832,III-V,M_A,Sb,AlSb,2.01378,3.36424129928844,0.27331755860574897
833,III-V,M_i_A,Al,AlSb,2.268973,3.072134026845857,0.15409482389186838
834,III-V,M_i_B,Al,AlSb,2.767754,3.0678943335447677,0.14998380409992648
835,III-V,M_i_neut,Al,AlSb,3.238825,3.106998792726716,0.1518613808732808
836,III-V,M_i_A,Sb,AlSb,4.150351000000001,4.832467941444024,0.14217205948959397
837,III-V,M_i_B,Sb,AlSb,4.659023,4.7511968072227635,0.13567662619766532
838,III-V,M_i_neut,Sb,AlSb,4.066406,4.793427831989459,0.13190166574554585
839,III-V,M_B,Ga,GaP,1.8528229999999999,1.1106793519527922,0.2320055822360787
840,III-V,M_A,P,GaP,3.5664910000000005,3.7686910537813803,0.2613245119137204
841,III-V,M_i_A,Ga,GaP,3.5479800000000004,3.881094613858906,0.15761367202649226
842,III-V,M_i_B,Ga,GaP,3.550268,3.8484977628216264,0.14636330071435882
843,III-V,M_i_neut,Ga,GaP,4.493021,3.921247399105101,0.15393468416792921
844,III-V,M_i_A,P,GaP,6.1591260000000005,5.8734909251319225,0.16000358942072573
845,III-V,M_i_B,P,GaP,6.009773,5.869320347471639,0.17056632642260106
846,III-V,M_i_neut,P,GaP,5.161534,5.904645645115266,0.1548866041975272
847,III-V,M_B,Ga,GaAs,1.348542,0.970173023093863,0.2807288758470503
848,III-V,M_A,As,GaAs,2.6487279999999997,2.5707005662696067,0.22027751741153356
849,III-V,M_i_A,Ga,GaAs,2.3774029999999997,2.743490683330347,0.14413038354711513
850,III-V,M_i_B,Ga,GaAs,2.616748,2.6726412994210427,0.14815133447547033
851,III-V,M_i_neut,Ga,GaAs,3.5281480000000003,2.7681272524099865,0.134306992164305
852,III-V,M_i_A,As,GaAs,5.05629,4.392360983196651,0.1532160846764509
853,III-V,M_i_B,As,GaAs,5.3005830000000005,4.301618847200824,0.15314357685134986
854,III-V,M_i_neut,As,GaAs,4.462244999999999,4.34401466180522,0.1528046324228606
855,III-V,M_B,Ga,GaSb,0.773029,0.39988627568397594,0.2552567742509347
856,III-V,M_A,Sb,GaSb,1.97823,1.9210029850367925,0.21559383618633526
857,III-V,M_i_A,Ga,GaSb,1.331142,2.642841001805645,0.16498817857325668
858,III-V,M_i_B,Ga,GaSb,1.645892,2.558675253477941,0.17067738237875985
859,III-V,M_i_neut,Ga,GaSb,2.4512150000000004,2.63590870992052,0.1509086881181239
860,III-V,M_i_A,Sb,GaSb,4.073494,4.053548569199419,0.16909928068375502
861,III-V,M_i_B,Sb,GaSb,4.418236,3.9148291291813293,0.1590079207891351
862,III-V,M_i_neut,Sb,GaSb,3.745453,4.038291539928556,0.15019733362683096
863,III-V,M_i_A,In,InN,5.771058,5.274993621936047,0.4620995911589742
864,III-V,M_B,In,InP,2.072651,0.9751201623224486,0.2683284839359985
865,III-V,M_A,P,InP,2.719117,2.4024595902015933,0.23398456480832236
866,III-V,M_i_A,In,InP,3.192308,3.844964689880345,0.17822142977302058
867,III-V,M_i_B,In,InP,3.137382,3.9044844090271127,0.1661492465448615
868,III-V,M_i_neut,In,InP,4.11584,3.8971911633862737,0.16528528574288337
869,III-V,M_i_A,P,InP,4.788367,4.648971266964465,0.15728173986244434
870,III-V,M_i_B,P,InP,4.52557,4.6457316136190006,0.17086193736521652
871,III-V,M_i_neut,P,InP,3.743289,4.662586346954122,0.16883225613415687
872,III-V,M_B,In,InAs,1.576357,0.9137686730115764,0.280718209025342
873,III-V,M_A,As,InAs,2.060057,1.7144348448926585,0.23483729884908336
874,III-V,M_i_A,In,InAs,2.164859,2.8881375483172333,0.13419834100398773
875,III-V,M_i_B,In,InAs,2.15794,2.9138313676870036,0.1499407404042602
876,III-V,M_i_neut,In,InAs,3.0834200000000003,2.9238992858921855,0.1554155619035333
877,III-V,M_i_A,As,InAs,3.868144,3.5414710025964724,0.17338766728951416
878,III-V,M_i_B,As,InAs,3.7823279999999997,3.540317367862677,0.1709933933187853
879,III-V,M_i_neut,As,InAs,3.230236,3.487913968316691,0.17456539961857012
880,III-V,M_B,In,InSb,1.1073879999999998,0.34041604204188003,0.19990163113567375
881,III-V,M_A,Sb,InSb,1.571533,0.492180510310653,0.22677824917713338
882,III-V,M_i_A,In,InSb,1.278281,2.4771610066692427,0.10424508932275847
883,III-V,M_i_B,In,InSb,1.4347159999999999,2.481290140141359,0.1141034056713113
884,III-V,M_i_neut,In,InSb,2.295631,2.5147497278034634,0.12005724940336382
885,III-V,M_i_A,Sb,InSb,3.19067,2.957975319565109,0.13319973574491747
886,III-V,M_i_B,Sb,InSb,3.2389810000000003,2.8554115935557896,0.1253660680697804
887,III-V,M_i_neut,Sb,InSb,2.8687419999999997,2.8650716442384216,0.12709121188331993
888,IV-IV,M_A,Re,C,13.014329,13.456640603447289,0.34902444647184827
889,IV-IV,M_i_A,Fe,C,13.110570999999998,13.073946200812012,0.3059391577591448
890,IV-IV,M_i_A,Si,Si,3.860785,4.629237452216262,0.22406483265380556
891,IV-IV,M_i_neut,Si,Si,3.809764,4.657328746668433,0.23048128376845534
892,IV-IV,M_i_A,Ge,Ge,3.065024,3.6045832143216954,0.15285816530398702
893,IV-IV,M_i_neut,Ge,Ge,3.4566730000000003,3.5380781807504222,0.14501953627829278
894,IV-IV,M_i_A,Sn,Sn,1.773943,2.918736116884621,0.2519927047238243
895,IV-IV,M_A,C,SiC,3.896775,2.6969929466309095,0.2661746358061237
896,IV-IV,M_B,Si,SiC,3.98998,8.088356639694364,0.3145052665572323
897,IV-IV,M_i_A,C,SiC,9.912151,8.785251342707767,0.3785382145980019
898,IV-IV,M_i_B,C,SiC,11.339205,8.867388396376143,0.28577477297956627
899,IV-IV,M_i_neut,C,SiC,9.525446,8.791378999675242,0.3140723265239767
900,IV-IV,M_i_B,Si,SiC,9.50211,8.946996039199131,0.3147214200385236
901,IV-IV,M_i_neut,Si,SiC,10.410182,8.928980213117907,0.3006804024073426
902,IV-IV,M_A,C,GeC,2.0795619999999997,3.9496459780040025,0.3851604219079619
903,IV-IV,M_B,Ge,GeC,3.1750439999999998,7.636789335777758,0.3339328006996277
904,IV-IV,M_i_A,C,GeC,9.059479,9.185020867446928,0.35323549052347425
905,IV-IV,M_i_B,C,GeC,9.800946000000001,9.148057766017732,0.3556996518532886
906,IV-IV,M_i_neut,C,GeC,8.03041,9.132188098047758,0.3403886991293707
907,IV-IV,M_i_B,Ge,GeC,11.512072,8.25753175351278,0.27190719898066523
908,IV-IV,M_i_neut,Ge,GeC,11.668141,8.105755063872516,0.2827431024101336
909,IV-IV,M_A,C,SnC,2.3898099999999998,3.250646718596113,0.4128158897679424
910,IV-IV,M_i_A,C,SnC,6.657918,8.110598437303443,0.34447626062399683
911,IV-IV,M_i_neut,C,SnC,5.88668,8.045288242419172,0.27161552388415006
912,IV-IV,M_A,Ge,SiGe,-0.29196500000000003,-0.042741184620253295,0.23046876180424106
913,IV-IV,M_B,Si,SiGe,0.187437,3.491540630682008,0.2212409898547155
914,IV-IV,M_i_A,Ge,SiGe,3.516656,3.8033492719055273,0.10259579791559977
915,IV-IV,M_i_neut,Ge,SiGe,3.7046580000000002,3.7620492741540423,0.10743104688947756
916,IV-IV,M_i_A,Si,SiGe,3.773859,4.375235120458071,0.12214680876434347
917,IV-IV,M_i_B,Si,SiGe,4.233996,4.386281253135483,0.1284405531664618
918,IV-IV,M_A,Sn,SiSn,-0.581377,0.717836270096966,0.2258669339195766
919,IV-IV,M_B,Si,SiSn,0.523026,1.7647948170459187,0.31717979384807155
920,IV-IV,M_i_A,Sn,SiSn,2.788672,3.5811717554925453,0.14146462891574685
921,IV-IV,M_i_B,Sn,SiSn,3.228568,3.5507977463923894,0.12182702820894555
922,IV-IV,M_i_neut,Sn,SiSn,3.448253,3.547724764540566,0.1343226591320212
923,IV-IV,M_i_A,Si,SiSn,2.9004939999999997,2.9070263597490777,0.14563298407381728
924,IV-IV,M_i_B,Si,SiSn,3.8049230000000005,2.9151706642639317,0.1661720003004477
925,IV-IV,M_i_neut,Si,SiSn,3.0316009999999998,2.903275900406684,0.136040423990085
926,IV-IV,M_A,Sn,GeSn,0.015096,-0.350817064848991,0.20786630100346618
927,IV-IV,M_i_A,Sn,GeSn,2.302232,3.1356708061505896,0.1376693641551369
928,IV-IV,M_i_B,Sn,GeSn,2.474483,3.180107882847397,0.1289158828808508
929,IV-IV,M_i_neut,Sn,GeSn,3.130977,3.0881056515439287,0.13636235223077736
930,IV-IV,M_i_A,Ge,GeSn,2.09286,1.78069204071222,0.13532366969696322
931,IV-IV,M_i_B,Ge,GeSn,2.333748,1.8180363899134222,0.13265280562780665
932,IV-IV,M_i_neut,Ge,GeSn,2.580342,1.7188511698577522,0.14133997513694488
933,II-VI,M_A,Li,CdSe,1.4823274,0.7076301938622187,0.173421851451691
934,II-VI,M_A,Na,CdSe,3.4647256489999996,1.94288421506116,0.15740672652776375
935,II-VI,M_A,K,CdSe,1.941615514,1.9858077819088567,0.12381096819394437
936,II-VI,M_A,Rb,CdSe,2.163279204,1.773747844742612,0.16005263955487836
937,II-VI,M_A,Cs,CdSe,2.507220174,2.0399639144692934,0.1687841582763202
938,II-VI,M_A,Be,CdSe,0.492545148,1.1317241886164395,0.15595283543926952
939,II-VI,M_A,Mg,CdSe,0.10829614800000001,0.6786080644503516,0.17879089330533013
940,II-VI,M_A,Ca,CdSe,0.7128081079999999,1.1010805029326307,0.12489165617641848
941,II-VI,M_A,Sr,CdSe,0.898974148,0.7318181174148027,0.13150409625688259
942,II-VI,M_A,Ba,CdSe,1.072112878,0.4111646216116805,0.11588715673747145
943,II-VI,M_A,B,CdSe,2.9451027780000003,3.000295274182246,0.18177691516318176
944,II-VI,M_A,Al,CdSe,0.130513996,1.571740765691207,0.15069459085507317
945,II-VI,M_A,Ga,CdSe,0.561948178,1.2383534366488078,0.07142618375004407
946,II-VI,M_A,In,CdSe,1.252592445,1.0973478161394112,0.11111032289641097
947,II-VI,M_A,Si,CdSe,2.13681125,2.979308755554565,0.16260302541727806
948,II-VI,M_A,Ge,CdSe,1.3525874530000002,2.2791613360992957,0.11007666377289006
949,II-VI,M_A,Sn,CdSe,1.068534294,1.4468714150853756,0.10314934278878368
950,II-VI,M_A,N,CdSe,6.000782411,4.73559982887897,0.2119152406718567
951,II-VI,M_A,P,CdSe,3.6096842839999996,3.617029383760618,0.11785969920055346
952,II-VI,M_A,As,CdSe,3.100374214,3.228820918445657,0.126904103808227
953,II-VI,M_A,Sb,CdSe,2.498358474,2.2933071662103393,0.11218442284687254
954,II-VI,M_A,Bi,CdSe,1.7623229999999999,1.1572355272335335,0.12337307586881548
955,II-VI,M_A,O,CdSe,6.725942485,5.486449807987375,0.18397153171391764
956,II-VI,M_A,S,CdSe,5.652077415,4.540396001009951,0.12650098821865158
957,II-VI,M_A,Te,CdSe,4.656832655,3.4735441641182723,0.13897095854889566
