SC_type,AB_compound,Def_site,Impuirty_atom,dH-B NN,dH-B Error,dH-B DFT,dH-A NN,dH-A Error,dH-A DFT
II-VI,CdTe,M_B,O,1.6384817510843277,0.2945038240203351,1.4260000000000015,1.5419338256120683,0.27631071798844636,1.1719999999999993
II-VI,CdTe,M_B,Os,6.921613025665283,0.36707548040105326,6.665999999999999,5.849205684661865,0.30979866653296995,5.717999999999996
II-VI,CdTe,M_B,P,1.6282879412174225,0.30446449045172297,1.6120000000000012,1.168255442380905,0.21304174805687917,0.9560000000000002
II-VI,CdTe,M_B,Pb,3.463347613811493,0.3627784359828668,3.9019999999999984,2.104712575674057,0.19969870271114443,2.0040000000000004
II-VI,CdTe,M_B,Pd,4.803687667846679,0.31393979939078387,3.326999999999999,3.192636525630951,0.2705118030365892,2.388000000000001
II-VI,CdTe,M_B,Pt,3.635604077577591,0.33123226003969086,3.492000000000001,2.6182434439659117,0.19367400585136013,2.1820000000000013
II-VI,CdTe,M_B,Rb,5.441426885128021,0.4787132240834802,5.574000000000004,3.8486670196056365,0.31658785176738824,3.7600000000000002
II-VI,CdTe,M_B,Re,8.018853521347046,0.3405595982227741,7.697999999999999,6.6474599719047545,0.3337766574657304,6.748999999999998
II-VI,CdTe,M_B,Rh,5.823340392112732,0.3380108810763526,6.480999999999996,3.9365110874176024,0.280856947148598,4.1140000000000025
II-VI,CdTe,M_B,Ru,6.723339021205902,0.3092532783863023,6.611999999999997,4.698679256439209,0.24014984192962824,4.653999999999997
II-VI,CdTe,M_B,S,0.8270505905151367,0.14270295539140168,0.37699999999999945,0.6901446402072906,0.12043235319445147,0.37599999999999956
II-VI,CdTe,M_B,Sb,2.3238291680812835,0.37764009077446264,4.495000000000003,1.3606119960546494,0.2469587349568448,2.123
II-VI,CdTe,M_B,Sc,7.597988533973694,0.2748803150582822,7.620000000000003,4.924504220485687,0.23262100195867608,5.247999999999997
II-VI,CdTe,M_B,Se,0.8636660397052764,0.10963722244588354,0.2259999999999999,0.6630179762840271,0.09773728216576705,0.2259999999999999
II-VI,CdTe,M_B,Si,3.1634543240070343,0.3612049230509214,3.383999999999999,2.0680599361658096,0.20128286479871726,2.4350000000000014
II-VI,CdTe,M_B,Sn,3.482667636871338,0.2900385226514142,3.4659999999999984,2.085428646206856,0.17443695243743668,1.7689999999999995
II-VI,CdTe,M_B,Sr,7.367807853221893,0.36849328152700667,7.2290000000000045,5.0575940132141115,0.2875929639093347,5.330999999999997
II-VI,CdTe,M_B,Ta,8.339095079898835,0.43145896285635443,7.584999999999999,6.445973527431488,0.3731933936808288,6.6370000000000005
II-VI,CdTe,M_B,Tc,7.423794448375702,0.3048548831374595,6.536,5.350479733943939,0.30216065259844066,5.586999999999997
II-VI,CdTe,M_B,Te,0.9101204574108124,0.1802936430922738,0.0,0.6093872785568237,0.1277295122209527,0.0
II-VI,CdTe,M_B,Ti,7.255887091159821,0.26078977518184066,7.654999999999996,4.787546479701996,0.21167310148018414,5.03
II-VI,CdTe,M_B,Tl,3.938036686182022,0.26388275297027913,3.781999999999999,2.4949807226657867,0.17045729943325846,2.358999999999999
II-VI,CdTe,M_B,V,6.893730163574219,0.24690027161709752,6.522999999999998,4.576343357563019,0.20835141299439094,4.232
II-VI,CdTe,M_B,W,8.344150507450104,0.35343898785663136,8.891000000000004,7.077628707885742,0.32895525197593084,7.9420000000000055
II-VI,CdTe,M_B,Y,8.153912436962127,0.3533323309547528,8.189,5.488522052764893,0.2874798701148741,5.301999999999999
II-VI,CdTe,M_B,Zn,3.680395358800888,0.3109617325208981,4.4629999999999965,2.2800861060619355,0.1976738045712285,2.5649999999999986
II-VI,CdTe,M_B,Zr,8.206729507446289,0.32429385325447646,8.923,5.549485814571381,0.27935095054238085,5.953000000000001
II-VI,CdTe,M_i_A,Ag,1.983076697587967,0.16063745715217073,1.7909999999999981,1.9674525082111358,0.11183729297165698,2.042000000000001
II-VI,CdTe,M_i_A,Al,3.7384097933769227,0.2614925572209777,3.5169999999999986,2.8109348356723785,0.21257334081881993,2.370999999999999
II-VI,CdTe,M_i_A,As,3.721130222082138,0.24171137480757054,3.1830000000000034,3.74352490901947,0.18318676472962137,3.6829999999999963
II-VI,CdTe,M_i_A,Au,2.125826841592789,0.1846809918863829,2.0469999999999984,2.2975993543863296,0.18925278316347627,2.9039999999999973
II-VI,CdTe,M_i_A,B,5.243063926696777,0.27068807577693077,5.207,4.771769571304321,0.2544129277590134,5.207
II-VI,CdTe,M_i_A,Ba,4.671521645784378,0.5077666121400576,4.2230000000000025,3.2565461874008177,0.36172604778927614,3.274
II-VI,CdTe,M_i_A,Be,4.074584579467773,0.18868908393517103,4.02,2.751283901929855,0.1667487718833324,3.3100000000000014
II-VI,CdTe,M_i_A,Bi,3.9992513597011565,0.3253065364736406,4.1279999999999974,3.6357226073741913,0.317333855832825,3.5310000000000024
II-VI,CdTe,M_i_A,Br,2.908638244867325,0.1663645588514373,2.5250000000000012,3.602329057455063,0.2315515055820714,2.9989999999999983
II-VI,CdTe,M_i_A,C,6.82668651342392,0.3027316594840816,6.860999999999997,6.717360186576843,0.27461198961413874,6.860999999999997
II-VI,CdTe,M_i_A,Ca,4.157676392793656,0.2931886057562339,3.4959999999999996,2.7187082886695864,0.16721626361760827,2.546999999999998
II-VI,CdTe,M_i_A,Cd,2.791376918554306,0.21097032136042113,2.5840000000000023,2.1734675079584123,0.14053726420995521,1.6349999999999987
II-VI,CdTe,M_i_A,Cl,2.6220198810100555,0.22948031358468818,2.005,3.3139467358589174,0.27839274143216225,2.4789999999999996
II-VI,CdTe,M_i_A,Co,3.262778955698013,0.272017999572036,4.0,2.4102726876735687,0.18045981442056752,2.5699999999999976
II-VI,CdTe,M_i_A,Cr,3.434468513727188,0.20071153916501802,3.4699999999999998,2.3790751457214356,0.13090700651042958,2.0649999999999986
II-VI,CdTe,M_i_A,Cs,3.9564117968082426,0.6773712316368716,3.830000000000001,2.9223842144012453,0.36505895274431716,2.8990000000000005
II-VI,CdTe,M_i_A,Cu,2.259592205286026,0.2749389754032194,2.650999999999997,2.0491235941648482,0.16285956820448658,2.9320000000000013
II-VI,CdTe,M_i_A,F,1.719921424984932,0.2396141154940079,1.2439999999999998,2.3771192371845244,0.3082297419739213,1.7180000000000017
II-VI,CdTe,M_i_A,Fe,3.2986658215522766,0.2358973224962347,4.187000000000002,2.284520235657692,0.1613350166161837,2.8070000000000013
II-VI,CdTe,M_i_A,Ga,3.10887326002121,0.2177924390113611,2.575000000000002,2.3425087153911592,0.17794637060652382,1.616999999999999
II-VI,CdTe,M_i_A,Ge,3.645978707075119,0.19230226055656016,3.383999999999999,2.9277870893478393,0.1809899570551469,3.070999999999999
II-VI,CdTe,M_i_A,Hf,4.80504584312439,0.3011031676452695,3.6140000000000017,3.8702291667461397,0.2465158761826396,3.6140000000000017
II-VI,CdTe,M_i_A,Hg,2.6324969232082367,0.20258905054531154,1.759,2.222583019733429,0.14311231156450357,1.7819999999999978
II-VI,CdTe,M_i_A,I,3.346285843849182,0.18729821075285816,3.337000000000002,4.017218220233917,0.19896252405099785,3.8110000000000044
II-VI,CdTe,M_i_A,In,3.2858450412750244,0.2603225528767996,2.843999999999998,2.5770932257175447,0.2040022782812926,2.552999999999998
II-VI,CdTe,M_i_A,Ir,4.309877419471741,0.16933717412560761,4.641999999999998,4.062640625238418,0.21905385877681846,4.311000000000004
II-VI,CdTe,M_i_A,K,3.111854153871536,0.3176457569323958,2.290000000000002,2.391252040863037,0.182478048827584,1.5570000000000008
II-VI,CdTe,M_i_A,La,5.829617357254028,0.4261752473903511,5.265999999999997,4.05417766571045,0.29563740033942015,3.5589999999999984
II-VI,CdTe,M_i_A,Li,1.9242671459913254,0.419350402136038,1.5820000000000005,1.576079359650612,0.2895404242689128,1.3380000000000007
II-VI,CdTe,M_i_A,Mg,3.5424662709236143,0.24624809214590518,3.4730000000000003,2.397260594367981,0.13294076046948983,2.900999999999997
II-VI,CdTe,M_i_A,Mn,2.9630066454410553,0.23488427695151598,3.627,2.0178691864013674,0.1466617658329615,2.4899999999999993
II-VI,CdTe,M_i_A,Mo,5.768001842498779,0.2835703051317671,5.995000000000003,4.89642698764801,0.22895613304192441,5.241999999999998
II-VI,CdTe,M_i_A,N,3.8895404636859894,0.33911434205688595,4.25,4.244901937246323,0.2651489561087543,4.407999999999997
II-VI,CdTe,M_i_A,Na,2.715742439031601,0.22294885260292574,1.5780000000000014,2.189360964298248,0.14904825218831383,0.9579999999999991
II-VI,CdTe,M_i_A,Nb,5.874771988391876,0.28469625241699426,5.727000000000003,4.457879948616028,0.2193223325248121,4.187999999999998
II-VI,CdTe,M_i_A,Ni,2.881755918264389,0.24789664805173045,3.5969999999999986,2.2120119094848634,0.18039260496774648,3.1629999999999976
II-VI,CdTe,M_i_A,O,2.8947673201560975,0.3239477717171855,2.9689999999999976,3.697080260515213,0.4161951310780524,3.6639999999999993
II-VI,CdTe,M_i_A,Os,5.651400017738342,0.18383723770007188,5.8619999999999965,5.599117159843445,0.20206997424487635,5.8619999999999965
II-VI,CdTe,M_i_A,P,3.7138757348060607,0.2571636518029952,3.453999999999998,4.063041007518768,0.21944013028321174,3.747000000000001
II-VI,CdTe,M_i_A,Pb,3.3158733189105987,0.26954657328390985,3.587000000000001,2.781330806016922,0.22535799940258244,2.6380000000000012
II-VI,CdTe,M_i_A,Pd,2.956429976224899,0.18942633991422148,2.090000000000002,2.3329422533512116,0.1282206922873963,2.0990000000000024
II-VI,CdTe,M_i_A,Pt,3.1246197283267976,0.23450928810739835,3.4389999999999965,2.9380047082901,0.2630668545445894,3.0769999999999986
II-VI,CdTe,M_i_A,Rb,3.6175391137599946,0.4488433673939812,2.9360000000000035,2.7343848943710327,0.22877450191182383,2.0699999999999985
II-VI,CdTe,M_i_A,Re,6.386385309696197,0.28033961379349326,6.668000000000004,6.209194922447205,0.22779812053491313,6.668000000000001
II-VI,CdTe,M_i_A,Rh,3.916822558641434,0.1999520883988355,4.845,3.2496351301670074,0.19140874179803938,3.4270000000000023
II-VI,CdTe,M_i_A,Ru,4.738257968425751,0.2021748052183751,4.817000000000005,4.02518310546875,0.1844640903514277,3.8079999999999954
II-VI,CdTe,M_i_A,S,3.2791346490383146,0.1969782325814536,3.0379999999999976,4.214093285799026,0.24619178202022687,3.9859999999999993
II-VI,CdTe,M_i_A,Sb,4.506615179777145,0.2955148622571717,6.332999999999998,4.205864477157593,0.28986876798828237,4.9099999999999975
II-VI,CdTe,M_i_A,Sc,4.96213253736496,0.28707354459039613,4.901999999999996,3.2770958065986635,0.1955159200322632,3.4790000000000005
II-VI,CdTe,M_i_A,Se,3.1818219900131224,0.21624778215041557,3.001999999999998,3.8758000671863555,0.23805703822757557,3.9499999999999993
II-VI,CdTe,M_i_A,Si,4.036793357133865,0.2769892630545841,3.784000000000001,3.55519043803215,0.29164540221334917,3.784000000000001
II-VI,CdTe,M_i_A,Sn,3.6353523552417757,0.22050888889523976,3.557,2.9017104685306547,0.20840191001321554,2.808000000000003
II-VI,CdTe,M_i_A,Sr,4.312709003686905,0.38920573460149405,3.7290000000000014,2.8959343791007996,0.2440095131013712,2.7800000000000007
II-VI,CdTe,M_i_A,Ta,5.822932434082031,0.27158095882058103,5.342999999999997,5.268544697761536,0.2413552849565106,5.342999999999997
II-VI,CdTe,M_i_A,Tc,5.168685138225555,0.2759816442893288,4.753999999999998,4.35435584783554,0.2754815387938235,4.753999999999998
II-VI,CdTe,M_i_A,Te,3.7549158573150634,0.2723767808108113,3.2099999999999973,4.196662300825119,0.24797490636800112,4.159000000000001
II-VI,CdTe,M_i_A,Ti,4.610147845745087,0.23038601061055763,4.683999999999998,2.981466418504715,0.15996492217987907,3.0079999999999982
II-VI,CdTe,M_i_A,Tl,2.902125781774521,0.19979792525028917,2.2780000000000014,2.3324989855289457,0.14023269616612427,1.8040000000000007
II-VI,CdTe,M_i_A,V,4.469064629077911,0.1961236918272036,4.308999999999998,2.9515850067138674,0.14430505970890317,2.9659999999999975
II-VI,CdTe,M_i_A,W,6.332226228713989,0.2723719453957301,6.851000000000001,6.2632548093795775,0.2558292698835931,6.851000000000001
II-VI,CdTe,M_i_A,Y,5.487041592597961,0.36140593221566253,5.081999999999995,3.8992083132267,0.2600862768381457,3.1440000000000023
II-VI,CdTe,M_i_A,Zn,2.720312261581421,0.21541902965041204,2.6230000000000016,2.0634780019521712,0.13752885727061928,1.674
II-VI,CdTe,M_i_A,Zr,5.791858661174774,0.2869261138220117,5.639000000000002,4.090003490447998,0.2341859849174319,3.6179999999999977
II-VI,CdTe,M_i_B,Ag,1.9664419561624527,0.17200211497913126,1.6899999999999995,1.9542677640914916,0.13171464722485815,1.9399999999999988
II-VI,CdTe,M_i_B,Al,3.699167037010193,0.2733837385491991,3.5879999999999965,2.7905804336071016,0.22201093594623622,2.4429999999999987
II-VI,CdTe,M_i_B,As,3.77200123667717,0.26501249623365986,3.5450000000000004,3.8416162967681884,0.2238130462059164,4.046000000000001
II-VI,CdTe,M_i_B,Au,2.157683539390564,0.19986652534729382,2.0580000000000016,2.369708979129791,0.21206024463870476,2.9159999999999977
II-VI,CdTe,M_i_B,B,5.21273490190506,0.21442391985802664,4.842999999999998,4.761365115642548,0.21558889543476575,4.842999999999998
II-VI,CdTe,M_i_B,Ba,4.8279606103897095,0.5954607593628553,4.895000000000001,3.498269057273865,0.49137143540172934,3.945999999999999
II-VI,CdTe,M_i_B,Be,4.059863638877869,0.2325582051232392,3.6850000000000014,2.743951916694641,0.18537890469416213,2.974999999999998
II-VI,CdTe,M_i_B,Bi,4.3871478796005245,0.36398085728456825,4.557999999999995,4.171919924020767,0.37652055429933273,3.961000000000001
II-VI,CdTe,M_i_B,Br,3.0039052426815034,0.1682610702011786,3.039000000000001,3.731127160787582,0.19797856769732255,3.5130000000000017
II-VI,CdTe,M_i_B,C,6.860534417629242,0.2694538340682896,6.943000000000003,6.7992235779762265,0.25730460548136636,6.943000000000003
II-VI,CdTe,M_i_B,Ca,4.064217275381088,0.30161459214461467,3.764999999999998,2.661927545070648,0.16321864530543667,2.8160000000000016
II-VI,CdTe,M_i_B,Cd,2.767116165161133,0.21026066665515403,2.819999999999997,2.1521746069192886,0.1446852509278534,1.871
II-VI,CdTe,M_i_B,Cl,2.6884651482105255,0.20612264410823444,2.658000000000001,3.4276238441467286,0.289294981086216,3.1320000000000023
II-VI,CdTe,M_i_B,Co,3.2374119579792024,0.26518286128169755,3.907,2.4024247229099274,0.19282492394166725,2.477000000000003
II-VI,CdTe,M_i_B,Cr,3.333790194988251,0.23826083438302254,3.2350000000000003,2.3333520114421846,0.1688947131866852,1.8299999999999987
II-VI,CdTe,M_i_B,Cs,4.065557843446731,0.7309489160033938,4.400000000000003,3.1236510932445527,0.47785786754477294,3.4689999999999976
II-VI,CdTe,M_i_B,Cu,2.203659865260124,0.26374069123712074,2.3170000000000024,2.023507997393608,0.16673058065542853,2.5979999999999994
II-VI,CdTe,M_i_B,F,1.7442108541727066,0.27165513519965373,2.139,2.408231198787689,0.36568964305072915,2.613
II-VI,CdTe,M_i_B,Fe,3.1493579030036924,0.21979908193526584,4.080000000000002,2.189833328127861,0.1536980384998948,2.6989999999999985
II-VI,CdTe,M_i_B,Ga,3.039151448011398,0.250348485223233,2.700000000000002,2.318577417731285,0.21235304019910836,1.7419999999999995
II-VI,CdTe,M_i_B,Ge,3.611095440387726,0.21067629369686613,3.436999999999999,2.962659788131714,0.19831063112871905,3.123000000000002
II-VI,CdTe,M_i_B,Hf,4.954402041435242,0.283314602476459,4.314999999999999,4.109211504459381,0.23193711236530615,4.314999999999999
II-VI,CdTe,M_i_B,Hg,2.653154182434082,0.2270489461655281,2.084000000000002,2.2640901535749434,0.155348719156147,2.1079999999999997
II-VI,CdTe,M_i_B,I,3.483307456970215,0.21098415479540453,3.7570000000000023,4.197219455242157,0.23924900575115612,4.230999999999997
II-VI,CdTe,M_i_B,In,3.3671778619289396,0.2487328791718258,3.1320000000000023,2.687925398349762,0.23256513946637622,2.841999999999999
II-VI,CdTe,M_i_B,Ir,4.456600379943848,0.197777431619277,4.552999999999998,4.343318676948547,0.2400756937092635,4.2219999999999995
II-VI,CdTe,M_i_B,K,3.1789175868034363,0.33676684705196547,2.6929999999999987,2.41074520945549,0.174582167626979,1.9599999999999995
II-VI,CdTe,M_i_B,La,5.920943474769592,0.4299303371096044,5.912000000000004,4.285184061527252,0.32306045946404066,4.205000000000002
II-VI,CdTe,M_i_B,Li,1.9138897240161896,0.38122581478839235,1.389000000000001,1.5785004526376725,0.28678984935977286,1.1449999999999985
II-VI,CdTe,M_i_B,Mg,3.4131415665149687,0.23994878981063508,3.304000000000001,2.3454071640968324,0.13238535771073748,2.7319999999999998
II-VI,CdTe,M_i_B,Mn,2.7734888911247255,0.23724243907910245,3.2789999999999977,1.8813905864953995,0.16966907375389673,2.142
II-VI,CdTe,M_i_B,Mo,5.682987797260284,0.2644869418675899,5.353000000000002,4.9088362693786625,0.2595153377260947,4.601
II-VI,CdTe,M_i_B,N,3.882146543264389,0.3562578538679917,4.421999999999998,4.2369569659233095,0.29029998838163296,4.580000000000004
II-VI,CdTe,M_i_B,Na,2.7016415894031525,0.20009262931301314,1.667000000000001,2.1855126142501833,0.14995216613050907,1.0459999999999996
II-VI,CdTe,M_i_B,Nb,5.7538128852844235,0.25890295943690933,5.955999999999996,4.497072744369507,0.2595243029011703,4.417000000000001
II-VI,CdTe,M_i_B,Ni,2.7992525935173034,0.264065586267526,3.179000000000001,2.1482725143432617,0.19765392403361262,2.7450000000000014
II-VI,CdTe,M_i_B,O,2.9547386169433594,0.33486179349682405,3.727000000000001,3.7717350125312805,0.36292283549676696,4.421999999999998
II-VI,CdTe,M_i_B,Os,5.830981254577637,0.22744001174534184,6.069999999999995,5.92253098487854,0.201148805034612,6.069999999999995
II-VI,CdTe,M_i_B,P,3.772752046585083,0.24537927843470733,3.8529999999999993,4.1615907669067385,0.2293807736322499,4.145999999999997
II-VI,CdTe,M_i_B,Pb,3.523118495941162,0.2707814453605688,4.0109999999999975,3.0591611087322237,0.2564850203065236,3.0619999999999985
II-VI,CdTe,M_i_B,Pd,2.8636606216430662,0.18662406126921785,1.9329999999999992,2.290928053855896,0.1430077977821351,1.9419999999999988
II-VI,CdTe,M_i_B,Pt,3.1993664503097534,0.2570541890588661,3.168999999999998,3.1206269562244415,0.31050989485221386,2.808000000000003
II-VI,CdTe,M_i_B,Rb,3.564390218257904,0.4381409951101376,3.4420000000000037,2.7485426306724547,0.23813737305370175,2.575999999999998
II-VI,CdTe,M_i_B,Re,6.463662040233612,0.2625561524208726,6.641999999999998,6.370811152458191,0.22221625619803925,6.641999999999998
II-VI,CdTe,M_i_B,Rh,3.9713122844696045,0.2340403525343054,4.877000000000002,3.3881253778934477,0.2309423684219129,3.4579999999999993
II-VI,CdTe,M_i_B,Ru,4.8159374594688416,0.19356760287586336,5.156000000000004,4.182094877958297,0.21450410743322065,4.145999999999997
II-VI,CdTe,M_i_B,S,3.291667181253433,0.20335291175430492,3.5340000000000016,4.244646692276001,0.2548813735985565,4.482
II-VI,CdTe,M_i_B,Sb,4.676321667432785,0.31349548663778304,6.6810000000000045,4.507811897993088,0.33069428578663057,5.258000000000002
II-VI,CdTe,M_i_B,Sc,4.893892002105713,0.26175554467570883,5.0670000000000055,3.2586891531944273,0.1982911030108883,3.644000000000003
II-VI,CdTe,M_i_B,Se,3.2859233260154723,0.22813551006138977,3.442999999999999,4.03164039850235,0.2603397789890778,4.390999999999999
II-VI,CdTe,M_i_B,Si,4.032862961292267,0.24079922390196828,3.806,3.6250490069389345,0.2653990773867248,3.806
II-VI,CdTe,M_i_B,Sn,3.691402280330658,0.2366600963982091,3.9170000000000007,3.0395455360412598,0.23467949026033588,3.168000000000003
II-VI,CdTe,M_i_B,Sr,4.246350038051605,0.4358758026659167,4.245000000000003,2.9133895516395567,0.24822702209128453,3.296000000000003
II-VI,CdTe,M_i_B,Ta,5.9185103058815,0.25680799637815643,5.774,5.49716979265213,0.2659405163988038,5.774
II-VI,CdTe,M_i_B,Tc,5.097075891494751,0.2948235637167028,4.78,4.395782065391541,0.28144515096288825,4.78
II-VI,CdTe,M_i_B,Te,3.8915954709053038,0.28566842117741065,3.5660000000000016,4.435442888736725,0.2987955918854405,4.514000000000001
II-VI,CdTe,M_i_B,Ti,4.495242327451706,0.2404380352544869,5.2150000000000025,2.929360795021057,0.16201284728665014,3.539
II-VI,CdTe,M_i_B,Tl,2.941740071773529,0.23962538936510197,2.653000000000002,2.421567839384079,0.1739343207604334,2.1779999999999986
II-VI,CdTe,M_i_B,V,4.368679428100586,0.2191924537520413,4.284,2.905784797668457,0.14088797081367022,2.9410000000000016
II-VI,CdTe,M_i_B,W,6.383095479011535,0.29687514588917807,6.414999999999997,6.397873163223267,0.2663356771060627,6.414999999999997
II-VI,CdTe,M_i_B,Y,5.44957582950592,0.40560304421571625,5.435000000000001,3.986158859729767,0.31133892516930806,3.497000000000001
II-VI,CdTe,M_i_B,Zn,2.589927300810814,0.20879648860114164,2.835999999999999,1.9927280694246292,0.14313900255467701,1.887
II-VI,CdTe,M_i_B,Zr,5.720000982284546,0.2505891901288758,6.474999999999996,4.137744224071502,0.2548100073053982,4.454
II-VI,CdTe,M_i_neut,Ag,2.0047036081552507,0.16962295722360918,1.7650000000000001,2.0068097680807115,0.12503071689371234,2.016
II-VI,CdTe,M_i_neut,Al,3.775511419773102,0.26260575823233895,4.205000000000002,2.812449026107788,0.20682490355176553,3.0600000000000014
II-VI,CdTe,M_i_neut,As,3.7552083134651184,0.22844952163320398,3.0300000000000007,3.780699688196182,0.1752072098619665,3.5300000000000002
II-VI,CdTe,M_i_neut,Au,2.127271941304207,0.19727810771922746,1.9539999999999993,2.3304123640060426,0.21047207445562655,2.811000000000003
II-VI,CdTe,M_i_neut,B,5.2580459952354435,0.2534806285856044,5.051999999999994,4.782333755493164,0.23146497023822782,5.051999999999994
II-VI,CdTe,M_i_neut,Ba,4.821443450450897,0.5526626577753241,5.390999999999997,3.4124355971813203,0.44574257376372545,4.442000000000005
II-VI,CdTe,M_i_neut,Be,4.145687526464462,0.2209690182224108,4.104000000000003,2.8191496968269347,0.14564089942399566,3.394000000000002
II-VI,CdTe,M_i_neut,Bi,4.07569916844368,0.34018055594258806,4.026,3.7568424880504607,0.3552355830668286,3.429000000000001
II-VI,CdTe,M_i_neut,Br,2.933738034963608,0.16270939794528866,2.5240000000000005,3.5983216881752016,0.21485405491925288,2.998000000000002
II-VI,CdTe,M_i_neut,C,6.779422163963318,0.3078423158918142,6.663000000000004,6.720133352279663,0.2721009116616257,6.663000000000004
II-VI,CdTe,M_i_neut,Ca,4.148060476779937,0.3062763192393668,4.47,2.727849519252777,0.17090042181333345,3.5209999999999995
II-VI,CdTe,M_i_neut,Cd,2.879179745912552,0.20742825034658577,3.126999999999998,2.2486540377140045,0.1359270141479209,2.1779999999999986
II-VI,CdTe,M_i_neut,Cl,2.638476723432541,0.20427922792617426,2.492000000000001,3.3502024590969084,0.2872837458776555,2.9659999999999975
II-VI,CdTe,M_i_neut,Co,3.2411601305007935,0.2767594027712276,3.5139999999999993,2.393357884883881,0.17945769465781963,2.084000000000002
II-VI,CdTe,M_i_neut,Cr,3.3779703617095946,0.19278588177436495,3.382999999999999,2.3564444839954377,0.11921009024248429,1.9779999999999998
II-VI,CdTe,M_i_neut,Cs,4.1423457086086275,0.7013263106067307,3.846999999999999,3.061004418134689,0.39909806858917407,2.9159999999999977
II-VI,CdTe,M_i_neut,Cu,2.2254441171884536,0.2657116210427355,2.216999999999999,2.037973093986511,0.15577325145681956,2.498000000000001
II-VI,CdTe,M_i_neut,F,1.739301210641861,0.28321637019483215,2.131,2.4155485719442367,0.3433377036282902,2.605000000000001
II-VI,CdTe,M_i_neut,Fe,3.2606756389141083,0.2170391039872601,3.6839999999999984,2.275751230120659,0.15565506837178517,2.302999999999998
II-VI,CdTe,M_i_neut,Ga,3.1206374287605287,0.25813127586193274,3.317999999999999,2.371816211938858,0.2022518211993165,2.36
II-VI,CdTe,M_i_neut,Ge,3.665502977371216,0.1891034457858197,3.329999999999999,2.9383151710033415,0.18561617931677785,3.0169999999999986
II-VI,CdTe,M_i_neut,Hf,4.820845031738282,0.3100251153575336,3.7769999999999984,3.917466366291046,0.23998155173460223,3.7769999999999984
II-VI,CdTe,M_i_neut,Hg,2.6548839151859283,0.221464610592266,2.4009999999999976,2.2697180807590485,0.15355225510857817,2.424999999999998
II-VI,CdTe,M_i_neut,I,3.4362089335918427,0.21327661529213043,3.3959999999999995,4.113960123062133,0.2310467998552291,3.8700000000000023
II-VI,CdTe,M_i_neut,In,3.402747076749802,0.24785279634506838,3.7039999999999984,2.696826380491257,0.20221954671565132,3.414
II-VI,CdTe,M_i_neut,Ir,4.271457493305206,0.16803689787909393,3.8460000000000027,4.062353271245956,0.21227943901018162,3.5149999999999992
II-VI,CdTe,M_i_neut,K,3.172715336084366,0.3710264535966266,3.2669999999999986,2.4043008357286455,0.1945852433662471,2.533000000000001
II-VI,CdTe,M_i_neut,La,5.886226570606231,0.42014834226006836,6.378999999999996,4.168937653303146,0.3265520884926679,4.671999999999998
II-VI,CdTe,M_i_neut,Li,1.9544581323862076,0.428695993103752,1.643999999999999,1.600243979692459,0.297918572445755,1.399999999999999
II-VI,CdTe,M_i_neut,Mg,3.5986995875835417,0.2550637636212527,3.7609999999999983,2.416780078411102,0.1381630831236678,3.1889999999999965
II-VI,CdTe,M_i_neut,Mn,2.994864696264267,0.22856989334693856,3.2810000000000024,2.031704807281494,0.15519888136348284,2.1440000000000006
II-VI,CdTe,M_i_neut,Mo,5.69747623205185,0.2899228567314894,5.4540000000000015,4.895846915245056,0.2620071558595788,4.700999999999996
II-VI,CdTe,M_i_neut,N,3.8699038445949556,0.3084878393618719,4.342000000000003,4.229855895042419,0.24731314006276547,4.5
II-VI,CdTe,M_i_neut,Na,2.713083618879318,0.21597077627217068,2.122,2.183211973309517,0.13964817542767463,1.500999999999999
II-VI,CdTe,M_i_neut,Nb,5.784773063659668,0.27010128762689684,6.032999999999994,4.465396910905838,0.22474246184203087,4.494
II-VI,CdTe,M_i_neut,Ni,2.840534347295761,0.23897921863209481,2.7289999999999996,2.1800407767295837,0.17356087781808036,2.2950000000000013
II-VI,CdTe,M_i_neut,O,2.9219296514987945,0.3656526458592768,3.049999999999998,3.7063828825950624,0.44339541676713035,3.745000000000002
II-VI,CdTe,M_i_neut,Os,5.689675664901733,0.19357054236708113,5.264000000000002,5.6816859126091,0.18996312956861508,5.264000000000002
II-VI,CdTe,M_i_neut,P,3.7051788687705995,0.24015314712162236,3.3089999999999984,4.058612984418869,0.22043784320157042,3.602000000000001
II-VI,CdTe,M_i_neut,Pb,3.408384585380554,0.2514042172441801,4.254999999999997,2.884215611219406,0.22531536008589428,3.3059999999999987
II-VI,CdTe,M_i_neut,Pd,2.9673518359661104,0.1980054650375444,1.6839999999999993,2.3656501829624177,0.13495614063251934,1.6929999999999992
II-VI,CdTe,M_i_neut,Pt,3.079668033123016,0.24017518663597598,2.613,2.8836675763130186,0.2581200758626658,2.251000000000001
II-VI,CdTe,M_i_neut,Rb,3.718103700876236,0.5003174663720165,3.972,2.816365772485733,0.25726194263236557,3.105999999999998
II-VI,CdTe,M_i_neut,Re,6.39701954126358,0.2579779799844498,5.921999999999999,6.247864508628846,0.2214424544429019,5.921999999999999
II-VI,CdTe,M_i_neut,Rh,3.9203015327453614,0.20020244939434725,4.522999999999997,3.3130229473114015,0.1886348694073495,3.1039999999999996
II-VI,CdTe,M_i_neut,Ru,4.703462862968445,0.177136742202341,4.822000000000002,4.031603282690048,0.17979164352021118,3.8129999999999997
