,Type,Site,Impurity,AB,(0/-1)_DFT,train_mean,train_std
626,IV-IV,M_A,Ir,GeSn,0.127411,0.032503096863184595,0.06104195773138317
627,II-VI,M_i_B,F,CdTe,0.11909700000000001,0.28309754828445355,0.07249557548471697
628,IV-IV,M_B,Rh,SiSn,0.05775,0.09254521583324672,0.06181145433319499
629,II-VI,M_i_neut,F,CdTe,0.099952,0.28057393359249927,0.07897497374921067
630,II-VI,M_i_neut,Na,CdTe,1.8112150000000002,1.8161186392980355,0.0430418444975948
631,II-VI,M_A,Y,CdTe,1.801722,1.698026822773386,0.04157109690592396
632,II-VI,M_i_A,Pd,CdTe,1.510996,1.4749094594154946,0.020174332578507113
633,II-VI,M_i_B,Pd,CdSe,1.5236459999999998,1.600986787734071,0.030668826182696975
634,II-VI,M_i_B,Hg,CdTe,1.704484,1.7754452056444407,0.04272270401328138
635,IV-IV,M_i_neut,Ge,Sn,0.232438,0.5187454162165841,0.03488215889378231
636,II-VI,M_i_B,Au,CdTe,1.3559290000000002,1.2890036627593846,0.02851161528765468
637,IV-IV,M_i_neut,Zn,Ge,0.617734,0.7994853816235079,0.030425297827597748
638,II-VI,M_i_A,Au,CdTe,1.150216,1.254677938970535,0.031136764047957285
639,II-VI,M_A,Rb,CdTe,0.38021,1.357623453209697,0.053187075628163584
640,IV-IV,M_B,Ag,SiGe,0.314297,0.5970669994162587,0.04895618649474734
641,II-VI,M_i_A,Fe,CdSe,1.7463349999999997,1.6993140857931617,0.028394232074321908
642,II-VI,M_i_A,Cl,CdTe,0.145508,0.4850460451820693,0.0443680741416043
643,IV-IV,M_i_A,Mg,Ge,0.74842,0.8005832863542548,0.037615899810818226
644,II-VI,M_A,Ti,CdTe,1.549305,1.3465876453462102,0.03479274310103832
645,II-VI,M_i_neut,Au,CdTe,1.562323,1.2444296395139323,0.02485968592403837
646,II-VI,M_i_B,Pd,CdTe,1.553018,1.4951763472675133,0.021502417288730716
647,III-V,M_A,Al,BAs,1.554859,1.2791354297114292,0.06902892589105193
648,III-V,M_i_A,F,GaAs,-0.099874,0.14155411823542613,0.10074527604727038
649,IV-IV,M_i_neut,Pd,SiGe,0.755111,0.7725415526331952,0.02224212686177409
650,II-VI,M_i_neut,F,ZnSe,0.17815699999999998,0.794232849572999,0.08461702674321811
651,II-VI,M_A,Sc,CdTe,1.7248900000000003,1.5441680352907579,0.04155422974026468
652,II-VI,M_B,Br,ZnSe,2.4899009999999997,1.7318138537302865,0.09953176527742581
653,II-VI,M_i_A,Ag,CdTe,1.629559,1.501359932336035,0.01722725545223982
654,II-VI,M_A,Ni,CdTe,0.583584,0.8952629513383119,0.03737297499761566
655,II-VI,M_i_neut,Ag,CdTe,1.732507,1.4907495562447721,0.01900894292569133
656,IV-IV,M_i_A,F,GeSn,0.067591,-0.2969651694603591,0.09989690093525369
657,II-VI,M_i_A,Hg,CdTe,1.686205,1.7644708726099618,0.036504388053183394
658,II-VI,M_A,V,CdTe,1.346817,1.1724881226249253,0.034080102499336004
659,III-V,M_i_neut,Li,GaP,1.902543,1.4674322591439135,0.06907234524492294
660,II-VI,M_A,Pd,CdTe,0.489799,1.0566609458236271,0.03000621234066928
661,IV-IV,M_i_neut,Sc,GeSn,1.2,0.7889420955984138,0.029479076068281276
662,II-VI,M_A,In,CdS,2.088316,2.0563125059568415,0.040710609690767445
663,II-VI,M_A,Bi,CdTe,1.7866,1.50304758142774,0.04675032378399025
664,II-VI,M_i_B,Ag,CdTe,1.74869,1.5220842291865797,0.026493597765239733
665,II-VI,M_i_neut,Pd,CdTe,1.569359,1.466954013208142,0.0174187229540682
666,II-VI,M_A,As,CdTe,1.6327479999999999,1.0821060076848705,0.029746200300422784
667,II-VI,M_A,K,CdTe,0.279484,1.3099700012938185,0.056305064345632795
668,II-VI,M_i_B,Na,CdTe,1.787896,1.8209051482214869,0.04451749776901082
669,II-VI,M_i_neut,Li,CdTe,1.7934860000000001,1.6980571158235662,0.048763665917548916
670,III-V,M_B,S,GaSb,0.657301,-0.02908766993384947,0.052943897206184976
671,II-VI,M_A,V,CdS,1.9545080000000001,1.755472825293787,0.03169703407807962
672,IV-IV,M_i_A,Au,GeSn,0.38645100000000004,0.40586606907658657,0.03979763710829774
673,II-VI,M_i_neut,Ag,CdSe,1.7940029999999998,1.6073245226725,0.03089203147775564
674,II-VI,M_B,P,CdTe,0.06876499999999999,0.9510981791610575,0.04508662454836027
675,III-V,M_A,Pd,InSb,0.121841,0.20582283695124876,0.044649510302362354
676,II-VI,M_i_A,F,CdSe,0.082884,0.3819166782886282,0.08088479792316067
677,II-VI,M_i_A,Li,CdTe,1.753596,1.6975768490452947,0.05112332586951064
678,II-VI,M_i_A,Na,CdTe,1.787891,1.8069196346045566,0.0427243350531845
679,II-VI,M_A,Fe,CdTe,0.9685819999999999,1.0761983526448513,0.031847544124263244
680,IV-IV,M_A,Sc,SiGe,0.126986,0.5426950546477757,0.039777533942487495
681,II-VI,M_B,Cl,CdTe,1.640673,0.5394390630319783,0.0551601593051134
682,II-VI,M_B,As,CdTe,0.093086,1.0258264605098608,0.03235522098593039
683,II-VI,M_A,Al,ZnSe,2.432193,1.7993056310350162,0.08275333672591036
684,III-V,M_A,Ca,InAs,0.066192,0.7052181328539182,0.04680704235410015
685,III-V,M_A,Be,BP,0.26903499999999997,1.42579760842449,0.06537183803395032
686,II-VI,M_A,Cr,CdTe,0.85885,1.023685242660973,0.03933484883300117
687,II-VI,M_A,Co,CdTe,0.9651559999999999,0.9970542050280724,0.03156232599816773
688,II-VI,M_B,O,CdTe,0.974972,0.4051378305808571,0.08327121953972864
689,II-VI,M_B,Br,CdTe,1.6930189999999998,1.1255441102296817,0.09828920328562434
690,II-VI,M_i_B,Li,CdTe,1.757693,1.6932658702368237,0.04839313707400495
691,II-VI,M_B,I,CdS,2.280855,1.9593845523514837,0.07115570039928383
692,IV-IV,M_B,Pt,SiGe,0.28281,0.2726849313622501,0.057993973175492826
693,IV-IV,M_A,Ag,SiSn,0.287649,0.2790558781119359,0.0418365024404636
694,II-VI,M_A,Hg,ZnO,1.825611,2.479468858553834,0.07006686412044075
695,IV-IV,M_A,Se,Ge,0.509911,0.17902295340773638,0.044650223988322316
696,II-VI,M_B,Br,CdS,2.234815,1.5662611000612987,0.06962148213710743
697,II-VI,M_A,Ba,CdTe,1.739227,1.7597695792668975,0.049943684277136226
698,II-VI,M_B,I,CdTe,1.755441,1.3026456157078887,0.06526368497323994
699,IV-IV,M_A,B,SiSn,-0.065087,-0.16489034695831592,0.048636002196186766
700,II-VI,M_A,Si,CdTe,1.619768,1.059315589891408,0.03447244795643459
701,IV-IV,M_i_B,Ga,GeSn,0.675589,0.7016083243590219,0.02695447958635559
702,IV-IV,M_i_A,Ca,Sn,0.5145770000000001,0.4992359674457113,0.049465394679150676
703,III-V,M_A,Cd,AlP,0.377373,1.5071577891130303,0.07304683952063665
704,II-VI,M_i_A,F,CdTe,0.05481799999999999,0.28626110627566304,0.09146465496826679
705,IV-IV,M_B,Hg,SiSn,-0.028769,0.12867433398613323,0.05816480964133535
706,IV-IV,M_B,Ti,SiGe,0.513935,0.529441321538237,0.0521054443468641
707,IV-IV,M_A,Be,Sn,-0.263784,-0.30727675512909863,0.08802281229688229
708,IV-IV,M_A,Mn,SiSn,0.49140900000000004,0.22883214788839354,0.040493995639541
709,III-V,M_A,Bi,InP,1.4927540000000001,1.384020184813357,0.07168666339646369
710,III-V,M_A,Sn,GaP,1.885768,1.46404394393197,0.06503280330330392
711,IV-IV,M_A,Ti,Si,0.694088,0.6840369030987492,0.04686724474808604
712,II-VI,M_i_neut,Mn,ZnTe,1.9609419999999997,1.7854953802823323,0.04056115762408732
713,II-VI,M_A,Sr,CdTe,1.6863700000000001,1.665535779571656,0.048592066607996816
714,II-VI,M_A,Al,CdTe,1.638151,1.2297879516031767,0.035759362873432385
715,II-VI,M_A,Ga,ZnTe,1.671195,1.4240286021859858,0.05901397836893753
716,IV-IV,M_i_neut,Mn,Si,0.7844260000000001,1.0334910821932064,0.03475393829535162
717,II-VI,M_A,Na,CdTe,0.168238,1.2709661633106932,0.04910590085320755
718,II-VI,M_A,Sn,CdTe,1.688809,1.285558203117241,0.03474544798904447
719,II-VI,M_A,Ga,CdTe,1.396946,1.2612498929395666,0.034232663213286815
720,IV-IV,M_A,Cr,SnC,1.206876,0.9946769947439293,0.06648156222175183
721,III-V,M_A,Ag,InSb,-0.000995,0.1947556048604271,0.041473959107078434
722,IV-IV,M_i_A,Zn,SiSn,0.639439,0.8833765086912961,0.033126978730066474
723,II-VI,M_A,In,CdTe,1.615171,1.47883407626692,0.0298874721034176
724,III-V,M_i_A,Cr,AlP,1.948462,1.794510918469476,0.04583423990052174
725,II-VI,M_A,Cu,CdTe,0.16797,0.8976022507414088,0.03682604432572248
726,IV-IV,M_A,Ge,SiC,2.0317369999999997,2.0783094898078347,0.05153611074331689
727,III-V,M_i_B,Cu,InP,1.530883,1.2738965305760188,0.061449853834479914
728,II-VI,M_A,Au,CdTe,0.262151,0.931968655035557,0.047503502924166774
729,II-VI,M_A,Pb,CdTe,1.6797220000000002,1.5012394525478867,0.050604689452907546
730,IV-IV,M_A,Bi,SiSn,0.792574,0.653831987580441,0.050272888175583175
731,IV-IV,M_A,In,SiGe,0.202395,0.3859426095429517,0.048720363970578114
732,II-VI,M_A,Tl,CdTe,1.190799,1.6485291615508988,0.03827279524556658
733,III-V,M_i_B,Cu,AlSb,1.33171,1.2672278155808692,0.06646712120310314
734,II-VI,M_A,Ca,CdTe,1.6366559999999999,1.6670561843559493,0.0474642701774791
735,III-V,M_A,Si,GaAs,1.221868,0.8746056814196738,0.049540781929758734
736,IV-IV,M_B,B,GeC,0.29596,1.451486045118513,0.07848900072004172
737,II-VI,M_A,Ge,CdTe,1.618741,1.1060422594244155,0.031168906189788573
738,IV-IV,M_A,Au,Ge,0.129369,0.26132239593140155,0.06182803296281102
739,II-VI,M_A,Hf,CdTe,1.6817229999999999,1.6492823097003644,0.036050598382123655
740,II-VI,M_i_neut,Ni,CdSe,1.61043,1.4847585703698558,0.03085692020212825
741,II-VI,M_A,Pb,CdSe,1.6405439999999998,1.6113185506763947,0.05269308764401001
742,IV-IV,M_i_B,Ti,GeSn,0.616147,0.719572738111211,0.026442823211123262
743,II-VI,M_A,Li,CdTe,0.077557,1.0480206871309474,0.06287419299804332
744,IV-IV,M_i_neut,Cu,Si,0.9395020000000001,0.8866423926997429,0.03898817767805644
745,II-VI,M_A,Ag,CdTe,0.174728,1.0090603374037288,0.03611758766236593
746,II-VI,M_A,Fe,ZnO,2.0725990000000003,2.0463787520852863,0.05967348633921513
747,II-VI,M_A,Tl,CdSe,1.2986030000000002,1.771211461134157,0.04751675576543582
748,IV-IV,M_A,Sb,SiSn,0.8050069999999999,0.4971498039254817,0.03464595494029318
749,IV-IV,M_i_A,Ni,SiSn,0.502034,0.6297867875821987,0.028533450656722092
750,II-VI,M_B,S,CdTe,1.413447,0.854496758295555,0.04215590328585315
751,II-VI,M_A,Be,CdTe,1.424126,1.1392966307482228,0.05793287137018359
752,II-VI,M_A,Mn,CdTe,1.486931,1.1599348239499192,0.04479277724583829
753,III-V,M_A,Ni,GaP,0.400332,1.1793269868899798,0.050166536153312326
754,II-VI,M_B,Se,CdTe,1.482451,1.1310606855519794,0.04775462260398706
755,II-VI,M_A,Zn,CdTe,1.4786270000000001,1.2602526287254538,0.03308651008390379
756,III-V,M_i_neut,Ni,InAs,0.936898,0.8370630312561179,0.03403708429006419
757,IV-IV,M_i_A,Cu,GeSn,0.45084399999999997,0.5275383037415468,0.024059066571197493
758,IV-IV,M_A,Sb,Sn,0.349439,0.05333896589038754,0.04258146584415609
759,II-VI,M_A,Hg,CdTe,1.524059,1.6179446316835342,0.04737700898870926
760,III-V,M_A,Al,InAs,0.845901,0.5540968380969095,0.06707815876803054
761,II-VI,M_A,Mg,CdTe,1.535854,1.359761560400137,0.04971733866605584
762,IV-IV,M_B,Ge,GeSn,0.154357,0.25047882886391415,0.04897271638704407
763,III-V,M_B,As,InSb,0.5162640000000001,0.3902334713384971,0.05539965937411052
764,II-VI,M_B,Se,CdS,1.91698,1.7163896265570309,0.056864417039291966
765,III-V,M_B,Ge,BSb,0.044601999999999996,0.5371156391820587,0.0572703433520923
766,IV-IV,M_i_neut,Ni,SiGe,0.713055,0.7157631073801569,0.021342696865583755
767,IV-IV,M_A,Cu,GeSn,0.055899000000000004,0.014453866679675315,0.04814032786322505
768,II-VI,M_i_A,Cr,ZnTe,2.036915,1.7731319135251589,0.04289515540609087
769,III-V,M_A,Al,GaSb,0.50279,0.6981253804972603,0.054210479538702255
770,II-VI,M_A,Cd,CdTe,1.551445,1.4244878443519766,0.03309599165833649
771,II-VI,M_B,Te,CdTe,1.55409,1.2968680267454702,0.04331527587452907
772,III-V,M_A,Al,AlSb,1.346501,1.1104014663100608,0.10111466920635022
773,IV-IV,M_A,Ge,Si,0.793689,0.6146849389926464,0.05163648531669845
774,II-VI,M_B,Se,ZnTe,1.812395,1.2810193268883203,0.06388211654839542
775,II-VI,M_A,Cu,CdSe,0.327425,0.9912750991609487,0.04467441568670989
776,III-V,M_A,Fe,AlSb,0.41241700000000003,0.9348321209079842,0.08945681441384341
777,IV-IV,M_A,Mn,Sn,-0.09643099999999999,-0.2942202152068211,0.04137348850434893
778,IV-IV,M_A,V,SiC,1.832427,1.9765446651181278,0.05070697152225221
779,III-V,M_A,Ti,AlAs,1.4695639999999999,1.3495118504663974,0.0795568902363472
780,II-VI,M_A,Cu,ZnTe,0.24495,1.0777047347465865,0.06052117655986313
781,IV-IV,M_i_A,N,Ge,-0.042059,0.24116232423929382,0.05950237935867307
782,IV-IV,M_B,V,GeSn,0.369705,-0.05009526619874839,0.04240619630292873
783,III-V,M_B,N,BAs,1.272289,0.8452630125303674,0.06654714048023744
784,IV-IV,M_A,Cr,GeC,1.7774310000000002,1.4975645841099063,0.08642517859861652
785,IV-IV,M_A,Cr,Sn,-0.122201,-0.26264493647342213,0.03932321201622357
786,IV-IV,M_B,N,GeSn,-0.045221,-0.19090421853396247,0.07484132210119318
787,IV-IV,M_i_A,N,Sn,-0.114803,0.02998505126871141,0.05419994599988703
788,II-VI,M_i_neut,Hf,ZnO,3.05,2.7517826995161476,0.04548588721481729
789,II-VI,M_i_neut,Nb,ZnO,2.78,2.4886032252934993,0.03994096393784895
790,II-VI,M_B,Sr,ZnS,3.2,2.984120632365321,0.0698699359139352
791,II-VI,M_B,Sc,CdO,1.95,1.951813154822157,0.05490815300765522
792,II-VI,M_i_A,Zn,ZnO,2.9,2.6060437433263717,0.03600813458402428
793,II-VI,M_i_B,Zn,ZnO,2.89,2.608205209955927,0.03963488025221706
794,II-VI,M_i_neut,Zn,ZnO,2.73,2.6022395307228354,0.039757972161436006
795,II-VI,M_i_B,O,ZnO,1.44,1.4110980883482496,0.05391736710246236
796,II-VI,M_i_neut,O,ZnO,0.8,1.4020543926639302,0.05405503660246234
797,II-VI,M_A,S,ZnS,1.35,1.8110816162036918,0.07086090542239856
798,II-VI,M_B,Zn,ZnS,2.18,2.3788514968266004,0.08041168177813526
799,II-VI,M_i_B,Zn,ZnS,3.2,2.879014002607695,0.0424633579104518
800,II-VI,M_i_neut,Zn,ZnS,3.21,2.8693183539805687,0.04073214823293191
801,II-VI,M_i_A,S,ZnS,1.27,2.1496559925543064,0.0486767790914442
802,II-VI,M_i_B,S,ZnS,3.19,2.169653648693525,0.050800678743367425
803,II-VI,M_i_neut,S,ZnS,1.72,2.152944919229541,0.05360478067750226
804,II-VI,M_A,Se,ZnSe,1.67,1.2731527574630515,0.04590164548923899
805,II-VI,M_B,Zn,ZnSe,1.65,1.8913667922044959,0.06354904590192749
806,II-VI,M_i_A,Zn,ZnSe,2.44,2.181201206762372,0.036502424212458966
807,II-VI,M_i_B,Zn,ZnSe,2.45,2.184503827310424,0.03599567719402926
808,II-VI,M_i_neut,Zn,ZnSe,2.46,2.1734099768872146,0.03385965949228957
809,II-VI,M_i_A,Se,ZnSe,1.17,1.6411287876134253,0.038131028727614646
810,II-VI,M_i_B,Se,ZnSe,1.26,1.659361471351204,0.040126074782576626
811,II-VI,M_i_neut,Se,ZnSe,1.54,1.6468101820881895,0.04099212388335325
812,II-VI,M_A,Te,ZnTe,1.6,1.1699508395673703,0.062355930585314155
813,II-VI,M_i_A,Zn,ZnTe,1.89,1.787592763147527,0.04235470098600037
814,II-VI,M_i_B,Zn,ZnTe,1.99,1.7912051403485123,0.04482710248951584
815,II-VI,M_i_neut,Zn,ZnTe,1.95,1.769218782014652,0.048540441269750684
816,II-VI,M_i_A,Te,ZnTe,1.07,1.5735115766711405,0.0448723290100789
817,II-VI,M_i_B,Te,ZnTe,1.15,1.5949174525139416,0.041582226215551306
818,II-VI,M_i_neut,Te,ZnTe,1.35,1.5711316673527913,0.04646403181864121
819,II-VI,M_B,Cd,CdO,1.94,1.9040120158779714,0.04973578989665579
820,II-VI,M_i_A,Cd,CdO,1.85,1.9267616107992473,0.030847885012298654
821,II-VI,M_i_B,Cd,CdO,1.8,1.9228624697070373,0.028591671002161853
822,II-VI,M_i_A,O,CdO,0.55,0.6005888666663325,0.051021497894079525
823,II-VI,M_i_B,O,CdO,0.7,0.6026960778040975,0.0472047345991357
824,III-V,M_B,Sr,InN,2.35,2.0660320888626726,0.09642440332196851
825,III-V,M_B,B,BP,0.0,1.1587925945357167,0.05637817683228958
826,III-V,M_A,P,BP,1.65,1.4387439699426046,0.12437776621279688
827,III-V,M_i_A,B,BP,1.75,1.5649157437282015,0.07742705108349254
828,III-V,M_i_B,B,BP,1.78,1.5694726482202925,0.06961582269868125
829,III-V,M_i_neut,B,BP,1.51,1.562276967058462,0.0760861543153609
830,III-V,M_i_A,P,BP,1.81,1.6773311630826904,0.05925555594996057
831,III-V,M_i_B,P,BP,1.65,1.6773277868728134,0.06144671928525215
832,III-V,M_i_neut,P,BP,1.68,1.6754470343107333,0.061970015571613
833,III-V,M_B,B,BAs,-0.2,0.9146495699849702,0.07466893209012868
834,III-V,M_A,As,BAs,1.54,1.2556502176867852,0.0639020885769256
835,III-V,M_i_A,B,BAs,1.5,1.4045073746496202,0.055619387547443326
836,III-V,M_i_B,B,BAs,1.69,1.401502698791462,0.06090388065473389
837,III-V,M_i_neut,B,BAs,1.33,1.4027927153123372,0.05949170721222351
838,III-V,M_i_A,As,BAs,1.62,1.5586665546199026,0.047166454338888025
839,III-V,M_i_B,As,BAs,1.49,1.5727973506744974,0.044900645994620215
840,III-V,M_i_neut,As,BAs,1.53,1.5529150501170244,0.043646354286976725
841,III-V,M_B,B,BSb,-0.28,0.2196780220861644,0.0808478088681455
842,III-V,M_A,Sb,BSb,1.23,0.95604344264483,0.05359038372538617
843,III-V,M_i_A,B,BSb,1.03,0.8904141433117644,0.056530631301688894
844,III-V,M_i_B,B,BSb,1.18,0.9026686207169305,0.05057462340725041
845,III-V,M_i_neut,B,BSb,1.02,0.9028492169518649,0.04658533808809908
846,III-V,M_i_A,Sb,BSb,1.36,1.209835107850458,0.03455023857864317
847,III-V,M_i_B,Sb,BSb,1.22,1.2361763249657487,0.037743968844852975
848,III-V,M_i_neut,Sb,BSb,1.24,1.2002580237119875,0.03573166698455271
849,III-V,M_B,Al,AlP,1.25,1.570273383381584,0.05508778619670994
850,III-V,M_A,P,AlP,1.91,1.4064125987148255,0.09927174404706984
851,III-V,M_i_A,Al,AlP,2.3,2.0365718565582673,0.044119183842765794
852,III-V,M_i_B,Al,AlP,2.21,2.0352902422630352,0.044405211229941566
853,III-V,M_i_neut,Al,AlP,2.1,2.031512713768529,0.044039330406778626
854,III-V,M_i_A,P,AlP,1.67,1.8950159649513982,0.049436205695736875
855,III-V,M_i_B,P,AlP,1.55,1.8884094795628497,0.05038900078606114
856,III-V,M_i_neut,P,AlP,1.86,1.8927310567045974,0.04539667532737556
857,III-V,M_B,Al,AlAs,0.82,1.241888182526481,0.07106735000567037
858,III-V,M_A,As,AlAs,1.77,1.3308301761021792,0.09386822777434324
859,III-V,M_i_A,Al,AlAs,2.06,1.7872101014059159,0.042434328041994644
860,III-V,M_i_B,Al,AlAs,1.98,1.7904929835657648,0.039888830430323215
861,III-V,M_i_neut,Al,AlAs,1.88,1.7830486657779445,0.0418137337787806
862,III-V,M_i_A,As,AlAs,1.44,1.756954857962971,0.05389346128280678
863,III-V,M_i_B,As,AlAs,1.32,1.7616284261488684,0.04777668039872724
864,III-V,M_i_neut,As,AlAs,1.6,1.7548126174683112,0.05114447716558371
865,III-V,M_B,Al,AlSb,0.22,0.833003822873087,0.10540831155153416
866,III-V,M_A,Sb,AlSb,1.37,1.1280466570782253,0.09901485975874717
867,III-V,M_i_A,Al,AlSb,1.44,1.530528915536272,0.06529937260867463
868,III-V,M_i_B,Al,AlSb,1.55,1.5354726834215324,0.06727042668880674
869,III-V,M_i_neut,Al,AlSb,1.31,1.5234528517383132,0.059864583306863915
870,III-V,M_i_A,Sb,AlSb,1.16,1.5656925609942154,0.05563766616879637
871,III-V,M_i_B,Sb,AlSb,1.08,1.5915130981885597,0.05558328502884694
872,III-V,M_i_A,Ga,GaN,3.42,3.466008329573694,0.04799965431655854
873,III-V,M_i_B,Ga,GaN,3.55,3.4642173063170345,0.049123418497612384
874,III-V,M_i_neut,Ga,GaN,3.31,3.44507730690965,0.04843126099966358
875,III-V,M_B,Ga,GaP,0.57,1.4192494632688404,0.0571634703655535
876,III-V,M_A,P,GaP,1.65,1.309841057903808,0.06620801845506886
877,III-V,M_i_A,Ga,GaP,1.93,1.6804788560280648,0.05317298439322181
878,III-V,M_i_B,Ga,GaP,1.99,1.6745998915671045,0.05219433216487905
879,III-V,M_i_neut,Ga,GaP,1.76,1.673440301596609,0.056155063791980646
880,III-V,M_i_A,P,GaP,1.37,1.577001823877998,0.055950294669001775
881,III-V,M_i_B,P,GaP,1.59,1.5874827936050244,0.05464833661916466
882,III-V,M_i_neut,P,GaP,1.71,1.5825718380905966,0.05849435759929663
883,III-V,M_B,Ga,GaAs,0.11,0.8134120191460747,0.04556002015277642
884,III-V,M_A,As,GaAs,1.01,0.9733465677661938,0.04432451113651257
885,III-V,M_i_A,Ga,GaAs,1.37,1.2045495146892886,0.03854748401863891
886,III-V,M_i_B,Ga,GaAs,1.41,1.2115664063112075,0.03878830162021043
887,III-V,M_i_neut,Ga,GaAs,1.2,1.190571222723927,0.0364165497192409
888,III-V,M_i_A,As,GaAs,0.95,1.2121225153960535,0.031107637883949518
889,III-V,M_i_B,As,GaAs,1.14,1.2323385346664637,0.0379923179955841
890,III-V,M_i_neut,As,GaAs,1.19,1.2205163856805268,0.02973449327745155
891,III-V,M_B,Ga,GaSb,-0.11,0.31144401383559756,0.0530591515274925
892,III-V,M_A,Sb,GaSb,0.75,0.7878560086999603,0.0451469435548713
893,III-V,M_i_A,Ga,GaSb,0.93,0.8786248014631542,0.031060368328777593
894,III-V,M_i_B,Ga,GaSb,1.02,0.8851989645179762,0.027629161887307515
895,III-V,M_i_neut,Ga,GaSb,0.83,0.8600181428052551,0.03106320586942719
896,III-V,M_i_A,Sb,GaSb,0.81,0.9969464680184259,0.02125961178103259
897,III-V,M_i_B,Sb,GaSb,0.99,1.0233464030152986,0.02470092020898813
898,III-V,M_i_neut,Sb,GaSb,0.95,0.9902717054755623,0.020230811670822732
899,III-V,M_i_A,In,InN,2.16,2.0068169707375736,0.03562259626775243
900,III-V,M_i_B,In,InN,2.0,1.9962036870831987,0.04318654327086
901,III-V,M_i_A,N,InN,1.02,1.4737126651979588,0.07218226927647159
902,III-V,M_i_B,N,InN,1.09,1.4735055677678879,0.06335200523360918
903,III-V,M_i_neut,N,InN,1.24,1.4849355112514027,0.06248857295534829
904,III-V,M_B,In,InP,0.72,1.3893460163638776,0.07360334770254497
905,III-V,M_A,P,InP,1.39,0.9029195156901567,0.06857643017325966
906,III-V,M_i_A,In,InP,1.7,1.5619809685213386,0.053694442467074346
907,III-V,M_i_B,In,InP,1.71,1.5551150783317667,0.044639992573875645
908,III-V,M_i_neut,In,InP,1.65,1.550871206886852,0.05164790719622633
909,III-V,M_i_A,P,InP,1.14,1.3739476666162023,0.06285309307119942
910,III-V,M_i_B,P,InP,1.39,1.3715808888335617,0.07084723650819498
911,III-V,M_i_neut,P,InP,1.53,1.3739180075715998,0.06379111030970651
912,III-V,M_B,In,InAs,0.45,0.7923395262406302,0.061708790683771095
913,III-V,M_A,As,InAs,0.93,0.639528926588044,0.053738953471860196
914,III-V,M_i_A,In,InAs,1.15,1.139692442921363,0.035016064874612826
915,III-V,M_i_B,In,InAs,1.16,1.1447948863091244,0.04082669211103907
916,III-V,M_i_neut,In,InAs,1.15,1.1248412219458237,0.034309525398299685
917,III-V,M_i_A,As,InAs,0.9,1.0919334517431754,0.03550723402652587
918,III-V,M_i_B,As,InAs,1.1,1.103997962230701,0.03593554586905648
919,III-V,M_i_neut,As,InAs,1.08,1.0929068659015369,0.03268075286404758
920,III-V,M_B,In,InSb,0.12,0.313036500844866,0.05386381879406831
921,III-V,M_A,Sb,InSb,0.66,0.5576930687013503,0.05519215427238662
922,III-V,M_i_A,In,InSb,0.93,0.9238987943299458,0.02421810623127642
923,III-V,M_i_B,In,InSb,0.95,0.9387782671392667,0.03036796674690955
924,III-V,M_i_neut,In,InSb,0.93,0.9074925801191043,0.026400415515312144
925,III-V,M_i_A,Sb,InSb,0.8,0.9948971947032408,0.026827420026909066
926,III-V,M_i_B,Sb,InSb,0.94,1.018397455748935,0.026310657543746157
927,III-V,M_i_neut,Sb,InSb,0.91,0.9874715024304825,0.024774834912659596
928,IV-IV,M_i_A,In,SiC,2.91,2.579831252895923,0.04964143822544666
929,IV-IV,M_i_neut,Br,SiC,2.47,1.7611343954538754,0.08649736213072695
930,IV-IV,M_A,Ba,GeC,1.12,1.9454385668422254,0.08039799904070559
931,IV-IV,M_i_A,Sn,GeC,2.57,2.14765367825173,0.050207294867031294
932,IV-IV,M_i_A,S,GeC,1.63,1.5785390767391267,0.06446710736043103
933,IV-IV,M_i_A,Se,GeC,2.03,1.7219768390093049,0.05482989178003988
934,IV-IV,M_i_neut,Pb,GeC,2.45,2.2204591083866134,0.05299611893784188
935,IV-IV,M_i_A,Se,SnC,1.47,1.368539383989533,0.04371868566114016
936,IV-IV,M_i_A,Si,Si,1.01,0.9634707975437532,0.02904719696201846
937,IV-IV,M_i_neut,Si,Si,0.91,0.962235791932277,0.03448971046307075
938,IV-IV,M_i_A,Ge,Ge,0.73,0.7273399682427364,0.02894790037670446
939,IV-IV,M_i_neut,Ge,Ge,0.4,0.7244489204079506,0.02930988714622256
940,IV-IV,M_i_A,Sn,Sn,0.52,0.5847958344755663,0.03688230636523407
941,IV-IV,M_A,C,SiC,1.94,1.538509123403637,0.06604815977677164
942,IV-IV,M_B,Si,SiC,2.23,2.1439290173900507,0.07148513814021643
943,IV-IV,M_i_A,C,SiC,1.91,1.9786260491571699,0.05326053828358944
944,IV-IV,M_i_B,C,SiC,2.32,1.9793346414617683,0.05127218641111877
945,IV-IV,M_i_neut,C,SiC,2.26,1.9796097294937254,0.052485521295524286
946,IV-IV,M_i_A,Si,SiC,2.68,2.3860591191228364,0.03800313041231884
947,IV-IV,M_i_B,Si,SiC,2.44,2.3802718340655007,0.03966571106603904
948,IV-IV,M_i_neut,Si,SiC,2.54,2.3798316427299904,0.04004334291727562
949,IV-IV,M_A,C,GeC,1.97,1.1165231563384486,0.08208862135387408
950,IV-IV,M_B,Ge,GeC,2.27,2.022121636975761,0.061102404160579736
951,IV-IV,M_i_A,C,GeC,1.42,1.582224717801946,0.06970984381770672
952,IV-IV,M_i_neut,C,GeC,2.21,1.6035503626747427,0.06982814212349366
