,Type,Site,Impurity,AB,∆H (A-rich)_DFT,train_mean,train_std
635,II-VI,M_A,Ni,CdTe,2.282,1.583898561972627,0.08740508137121455
636,II-VI,M_i_neut,Ag,CdTe,2.016,2.263806197443201,0.09289859107188325
637,IV-IV,M_i_A,F,GeSn,1.791552,2.104153120319087,0.16763056152434286
638,II-VI,M_i_A,Hg,CdTe,1.7819999999999998,2.810599819772853,0.0882290396894183
639,II-VI,M_A,V,CdTe,1.3519999999999999,1.3636220318075303,0.060734471424975116
640,III-V,M_i_neut,Li,GaP,1.310999,2.55429688460507,0.20205906838984058
641,II-VI,M_A,Pd,CdTe,2.693,2.0175876183859898,0.10040439202688246
642,IV-IV,M_i_neut,Sc,GeSn,1.60933,2.5444671147176416,0.10127857665973179
643,II-VI,M_A,In,CdS,1.070848,1.3561163099234927,0.08129284432696172
644,II-VI,M_A,Bi,CdTe,2.043,0.9721565559749245,0.11193112358453777
645,II-VI,M_i_B,Ag,CdTe,1.94,2.3148065060289147,0.0936155490245291
646,II-VI,M_i_neut,Pd,CdTe,1.693,2.982547247821704,0.0742036782606787
647,II-VI,M_A,As,CdTe,3.13,3.2087401837562544,0.1135437630040036
648,II-VI,M_A,K,CdTe,1.892,2.037632894587556,0.08567050493650254
649,II-VI,M_i_B,Na,CdTe,1.046,2.5173878347386704,0.08929998562669059
650,II-VI,M_i_neut,Li,CdTe,1.4,1.4963307647805266,0.11744413681785718
651,III-V,M_B,S,GaSb,1.636483,2.821577044400161,0.22896990613733378
652,IV-IV,M_i_A,Au,GeSn,1.809975,2.2475054470466818,0.16124644080632153
653,II-VI,M_i_neut,Ag,CdSe,1.63656,2.4316598119499724,0.06738098084322668
654,II-VI,M_B,P,CdTe,0.956,2.2823416100082494,0.10890149604522198
655,III-V,M_A,Pd,InSb,2.002025,0.8606440823512973,0.179069633172207
656,II-VI,M_i_A,F,CdSe,2.2240279999999997,2.707714839476979,0.12346243467043236
657,II-VI,M_i_A,Li,CdTe,1.338,1.5167786667231191,0.10929073071695546
658,II-VI,M_i_A,Na,CdTe,0.958,2.512708194517063,0.09099704947552958
659,II-VI,M_A,Fe,CdTe,1.122,1.40399234216206,0.07410809886396029
660,IV-IV,M_A,Sc,SiGe,1.588509,1.8974848109531894,0.2174727547842591
661,II-VI,M_B,Cl,CdTe,1.0659999999999998,1.864290845369063,0.15381709404391616
662,II-VI,M_B,As,CdTe,1.0759999999999998,1.8723412877480654,0.07750549609492383
663,II-VI,M_A,Al,ZnSe,1.203058,1.415189474609639,0.13104272168148134
664,III-V,M_A,Ca,InAs,1.4108100000000001,1.953412698648486,0.22404635439314324
665,III-V,M_A,Be,BP,1.31101,2.9099752204132168,0.27977718410562136
666,II-VI,M_A,Cr,CdTe,0.983,1.166217768440443,0.07222339149712743
667,II-VI,M_A,Co,CdTe,0.956,1.6049504913724966,0.07983671822278289
668,II-VI,M_B,O,CdTe,1.172,2.7551428869841397,0.1631310837152231
669,II-VI,M_B,Br,CdTe,0.935,1.5786090110331574,0.11152612517505038
670,II-VI,M_i_B,Li,CdTe,1.145,1.5189181629158723,0.11039559006121236
671,II-VI,M_B,I,CdS,0.729273,2.225184931509035,0.1516375124077747
672,IV-IV,M_B,Pt,SiGe,1.3652309999999999,2.6533809794063004,0.24529277857996512
673,IV-IV,M_A,Ag,SiSn,1.5902530000000001,1.0066623066882905,0.23966026458095396
674,II-VI,M_A,Hg,ZnO,3.304879,2.5879788210675274,0.2146245153946886
675,IV-IV,M_A,Se,Ge,1.338734,0.4187491763120619,0.2715487285200556
676,II-VI,M_B,Br,CdS,0.6042529999999999,2.1215013382988284,0.16257248030909777
677,II-VI,M_A,Ba,CdTe,1.321,0.8687334374096178,0.10504047173851992
678,II-VI,M_B,I,CdTe,0.841,1.4357720413979744,0.13680950451069018
679,IV-IV,M_A,B,SiSn,0.962945,0.5637613779005199,0.28875304404859214
680,II-VI,M_A,Si,CdTe,2.244,2.786553046589778,0.135911653708571
681,IV-IV,M_i_B,Ga,GeSn,1.294693,2.5713675336387993,0.12372620561681293
682,IV-IV,M_i_A,Ca,Sn,1.286154,2.3790761858373948,0.15447195538526642
683,III-V,M_A,Cd,AlP,2.1527369999999997,2.997131219965337,0.2501097684022712
684,II-VI,M_i_A,F,CdTe,1.7180000000000002,2.075623662091855,0.11512777429171686
685,IV-IV,M_B,Hg,SiSn,2.3464400000000003,2.0181593303195653,0.2594323369331098
686,II-VI,M_A,Cd,ZnS,0.8742969999999999,2.870418086112804,0.14071957828137302
687,IV-IV,M_B,Ti,SiGe,1.1046690000000001,1.1240286592473865,0.24324648979794317
688,IV-IV,M_A,Be,Sn,1.105167,2.3327170630169203,0.35161711122448935
689,IV-IV,M_A,Mn,SiSn,0.41485200000000005,0.7233754580132017,0.18803575920069218
690,III-V,M_A,Bi,InP,1.557927,1.358873561917251,0.24779519737228098
691,III-V,M_A,Sn,GaP,1.8525900000000002,2.148980271579127,0.19818734687082767
692,IV-IV,M_A,Ti,Si,1.092018,1.3877984763270892,0.23417766378172708
693,II-VI,M_i_neut,Mn,ZnTe,0.794798,2.3810477207480263,0.15422058159794308
694,II-VI,M_A,Sr,CdTe,1.062,1.094912410163444,0.11331570815202552
695,II-VI,M_A,Al,CdTe,0.838,1.4333165186301595,0.11491779747950703
696,II-VI,M_A,Ga,ZnTe,1.529248,1.5150507400275113,0.1364662530559547
697,IV-IV,M_i_neut,Mn,Si,1.0014,2.1988169015371994,0.21267588570139817
698,II-VI,M_A,Na,CdTe,1.317,1.7052365350353305,0.11555499679273525
699,II-VI,M_A,Sn,CdTe,1.169,1.4599489496417277,0.11107876342018967
700,II-VI,M_A,Ga,CdTe,0.946,1.633291971235029,0.07712264334266089
701,III-V,M_A,Ag,InSb,1.285397,0.004997842623051929,0.17022325521130174
702,IV-IV,M_i_A,Zn,SiSn,1.50604,2.143913581714299,0.1230294437442095
703,II-VI,M_A,In,CdTe,1.591,1.2845311094219023,0.10792541180574299
704,III-V,M_i_A,Cr,AlP,0.051687000000000004,3.651601680628674,0.17483452538753472
705,II-VI,M_A,Cu,CdTe,2.151,1.6515586121260077,0.10143582012953684
706,IV-IV,M_A,Ge,SiC,1.293248,3.4027264240016635,0.25038250145219554
707,III-V,M_i_B,Cu,InP,0.520766,2.4622212418303473,0.1306991330418959
708,II-VI,M_A,Au,CdTe,2.661,2.866712739302435,0.10185439153134088
709,II-VI,M_A,Pb,CdTe,0.848,0.6495251483471509,0.11414583432218224
710,IV-IV,M_A,Bi,SiSn,1.24862,1.391610762465005,0.19354725712673987
711,IV-IV,M_A,In,SiGe,0.73903,2.113756442189362,0.22086930031293356
712,II-VI,M_A,Tl,CdTe,1.2890000000000001,1.0302500575170828,0.11543638286197466
713,III-V,M_i_B,Cu,AlSb,1.203199,2.3231998273107535,0.13307646453900265
714,II-VI,M_A,Ca,CdTe,0.8059999999999999,1.1127037536493856,0.103595860587551
715,III-V,M_A,Si,GaAs,1.262789,1.4772131163964655,0.18155303023661584
716,II-VI,M_A,Ge,CdTe,1.3730000000000002,2.374122256625779,0.10753797215811392
717,IV-IV,M_A,Au,Ge,0.724242,0.8113999002234227,0.20360091678119233
718,II-VI,M_A,Hf,CdTe,1.64,2.442370891781617,0.11492238728965712
719,II-VI,M_i_neut,Ni,CdSe,-0.023997,2.1960202159568474,0.05547400103929141
720,II-VI,M_A,Pb,CdSe,0.762322,0.8160570443871554,0.09744747482208672
721,IV-IV,M_i_B,Ti,GeSn,0.507101,2.4155123090744524,0.10608264007869923
722,II-VI,M_A,Li,CdTe,1.305,0.6653256433849406,0.1803258690721301
723,IV-IV,M_i_neut,Cu,Si,0.5926319999999999,2.671261665910625,0.206704318284832
724,II-VI,M_A,Ag,CdTe,1.788,1.2889613862975948,0.10563620914699028
725,II-VI,M_A,Tl,CdSe,1.2284,0.8656620430489795,0.09881924140186782
726,IV-IV,M_A,Sb,SiSn,1.022709,1.0269633639557285,0.20829331866194895
727,IV-IV,M_i_A,Ni,SiSn,0.110999,2.031605160075005,0.10518586453515084
728,II-VI,M_B,S,CdTe,0.376,2.524577787002934,0.10468590156105705
729,II-VI,M_A,Be,CdTe,0.58,1.2723109088097015,0.10758024808560683
730,II-VI,M_A,Mn,CdTe,0.071,0.9466513199214708,0.11792848245260396
731,III-V,M_A,Ni,GaP,0.864777,1.516387658842652,0.2059191735407811
732,II-VI,M_B,Se,CdTe,0.226,1.9351927333922405,0.11100108385219068
733,II-VI,M_A,Zn,CdTe,0.21899999999999997,1.7398961280804652,0.13491936257247508
734,III-V,M_i_neut,Ni,InAs,-0.198348,2.0895741562862313,0.1305861812023242
735,IV-IV,M_i_A,Cu,GeSn,0.232752,1.746439403333357,0.13440610347962756
736,IV-IV,M_A,Sb,Sn,0.17521099999999998,-2.1508727674179466,0.2216203051331079
737,II-VI,M_A,Hg,CdTe,1.133,1.5493143658630388,0.11603243612482156
738,III-V,M_A,Al,InAs,0.142764,1.2087293683443652,0.20713743927437897
739,II-VI,M_A,Mg,CdTe,0.501,0.7104067740365761,0.11574251096143828
740,IV-IV,M_B,Ge,GeSn,0.166138,1.2259356985661463,0.2161548361977186
741,III-V,M_B,As,InSb,0.092464,0.4881672956359254,0.1871847680618918
742,II-VI,M_B,Se,CdS,0.025546,2.5938740362961923,0.12567593544909242
743,III-V,M_B,Ge,BSb,1.7120830000000002,3.795795668865696,0.20625525627490904
744,IV-IV,M_i_neut,Ni,SiGe,-0.036927,2.7134908106616127,0.12583091318553707
745,IV-IV,M_A,Cu,GeSn,0.043112,0.21422677379955135,0.19612918282953215
746,II-VI,M_i_A,Cr,ZnTe,-0.540097,2.303536153466294,0.09555873003913024
747,III-V,M_A,Al,GaSb,0.028027999999999997,0.9431427440030221,0.22927635227626308
748,II-VI,M_A,Cd,CdTe,0.0,1.4317394660671672,0.1171809509416067
749,II-VI,M_B,Te,CdTe,0.0,1.7696161716300005,0.1264264848911907
750,III-V,M_A,Al,AlSb,0.0,1.1565686896710587,0.15106274042511422
751,IV-IV,M_A,Ge,Si,-0.08226499999999999,0.05206358272815133,0.20597941200940378
752,II-VI,M_B,Se,ZnTe,-0.255728,2.5062625732387698,0.10372615981223629
753,II-VI,M_A,Cu,CdSe,0.668317,1.838096016440105,0.10240814796176415
754,III-V,M_A,Fe,AlSb,1.0097180000000001,1.0246052338053175,0.1639432390984352
755,IV-IV,M_A,Mn,Sn,-0.469947,-0.3237285809192608,0.25034994677165495
756,IV-IV,M_A,V,SiC,-0.458139,4.0271024129574755,0.2426429377489715
757,III-V,M_A,Ti,AlAs,0.107484,1.6566900098530528,0.20928225159519845
758,IV-IV,M_i_A,N,Ge,-0.764837,3.012834603096916,0.24717279515834575
759,IV-IV,M_B,V,GeSn,-0.94458,-0.18021923997395656,0.24307120504055435
760,III-V,M_B,N,BAs,-0.97064,4.8250911202271585,0.2839434926947856
761,IV-IV,M_A,Cr,Sn,-1.351157,-0.43891174334101246,0.2818373275328806
762,II-VI,M_i_A,Zn,ZnO,3.611931,3.8350041195652493,0.1721397122906331
763,II-VI,M_i_B,Zn,ZnO,2.8942349999999997,3.7963432352380564,0.1660626062504333
764,II-VI,M_i_neut,Zn,ZnO,3.4832980000000004,3.8433735818551646,0.17857623944080447
765,II-VI,M_i_B,O,ZnO,6.638389999999999,5.770919992443229,0.1523331556810179
766,II-VI,M_i_neut,O,ZnO,6.64588,5.781299464282687,0.15472635371078777
767,II-VI,M_A,S,ZnS,6.720663,5.9173422963685685,0.13362850603873883
768,II-VI,M_B,Zn,ZnS,2.551129,3.2838849300914505,0.17469129502657446
769,II-VI,M_i_B,Zn,ZnS,3.280124,3.7244576444461885,0.11364691190828467
770,II-VI,M_i_neut,Zn,ZnS,3.5053629999999996,3.7431594714445198,0.11275158346128777
771,II-VI,M_i_A,S,ZnS,6.667407000000001,6.242946443758995,0.14205867376468875
772,II-VI,M_i_B,S,ZnS,4.497228,6.22766732141166,0.11799287761301282
773,II-VI,M_i_neut,S,ZnS,6.3869050000000005,6.260677973410733,0.14066488587105844
774,II-VI,M_B,Zn,ZnSe,2.151912,2.96997584098168,0.11770382867243226
775,II-VI,M_i_A,Zn,ZnSe,2.170771,2.990541482748636,0.08562542850212868
776,II-VI,M_i_B,Zn,ZnSe,2.554237,2.974763150428129,0.08363639876777941
777,II-VI,M_i_neut,Zn,ZnSe,2.773174,2.991372030985432,0.09072705469044975
778,II-VI,M_i_A,Se,ZnSe,5.924353,5.056018812864927,0.09800228057440918
779,II-VI,M_i_B,Se,ZnSe,6.611569,5.056234467609971,0.10841336961193834
780,II-VI,M_i_neut,Se,ZnSe,5.704396,5.078800802177008,0.10457139767559413
781,II-VI,M_A,Te,ZnTe,5.333784,3.537727396277904,0.14367976482078224
782,II-VI,M_i_A,Zn,ZnTe,1.5211059999999998,2.733903050762492,0.0995648108314854
783,II-VI,M_i_B,Zn,ZnTe,2.001825,2.707394655237222,0.098117792024822
784,II-VI,M_i_neut,Zn,ZnTe,1.525204,2.699871007193458,0.09830972794399148
785,II-VI,M_i_A,Te,ZnTe,5.546181,4.593216100344888,0.11346006218355222
786,II-VI,M_i_B,Te,ZnTe,6.171271,4.599206959348854,0.10674672523417171
787,II-VI,M_i_neut,Te,ZnTe,5.204219,4.585602848106375,0.10347675405810362
788,II-VI,M_i_A,Cd,CdO,1.7130849999999997,2.677772229810677,0.14468433362711272
789,II-VI,M_i_B,Cd,CdO,1.360637,2.7203429188006396,0.1281651094291115
790,II-VI,M_i_A,O,CdO,4.507128,4.503781338471948,0.19293480655535175
791,II-VI,M_i_B,O,CdO,4.804518,4.503357387934551,0.20009940692669792
792,III-V,M_B,B,BP,2.483937,4.960673408432777,0.37472101901786886
793,III-V,M_A,P,BP,4.498144,5.117385761771231,0.25113019171621653
794,III-V,M_i_A,B,BP,6.760535000000001,6.935398697189823,0.2285448720043728
795,III-V,M_i_B,B,BP,7.190355,6.889766413050163,0.18684441862096066
796,III-V,M_i_neut,B,BP,6.112153,6.919448939865404,0.2167655172150926
797,III-V,M_i_A,P,BP,11.039377,8.761844178897165,0.30280469284210737
798,III-V,M_i_B,P,BP,11.623805,8.791448225003396,0.2531256256717776
799,III-V,M_i_neut,P,BP,9.462544,8.73120701537682,0.30071960826883215
800,III-V,M_B,B,BAs,2.4014439999999997,4.518083347867086,0.28531024384376513
801,III-V,M_A,As,BAs,3.7537599999999998,4.782137299367399,0.253844605233363
802,III-V,M_i_A,B,BAs,6.281978,6.496183324289291,0.1904911576000428
803,III-V,M_i_B,B,BAs,7.471033,6.481768808273228,0.20480784823630724
804,III-V,M_i_neut,B,BAs,6.0621529999999995,6.456959457282997,0.20851301569051908
805,III-V,M_i_A,As,BAs,10.14195,7.730684155544148,0.28093575000452076
806,III-V,M_i_B,As,BAs,11.131651,7.748192078322769,0.2496383797903904
807,III-V,M_i_neut,As,BAs,8.976306,7.723602437415826,0.2595908324735848
808,III-V,M_B,B,BSb,2.871411,3.403102163484782,0.23282736513484448
809,III-V,M_A,Sb,BSb,2.612898,4.056631988231999,0.2324924429804324
810,III-V,M_i_A,B,BSb,5.2858540000000005,5.8361154805467965,0.162318688771636
811,III-V,M_i_B,B,BSb,6.450586,5.86302819965744,0.16633933746880247
812,III-V,M_i_neut,B,BSb,4.87896,5.832883392710092,0.1482849807016223
813,III-V,M_i_A,Sb,BSb,8.672107,6.952968362072999,0.22364237013751812
814,III-V,M_i_B,Sb,BSb,9.728841000000001,6.987050017382492,0.21281023604449956
815,III-V,M_i_neut,Sb,BSb,7.963989,6.971312185637475,0.233412957637507
816,III-V,M_B,Al,AlP,3.142038,2.0309787518075444,0.20772294046896495
817,III-V,M_i_A,Al,AlP,3.652108,4.2980127084930615,0.13153094706731996
818,III-V,M_i_B,Al,AlP,3.817568,4.28035474121332,0.1211911641816976
819,III-V,M_i_neut,Al,AlP,4.528862999999999,4.304963974432812,0.13709384950173933
820,III-V,M_i_A,P,AlP,5.858988,6.006299573251324,0.13256549730903217
821,III-V,M_i_B,P,AlP,6.212796,6.013469401955535,0.12929426126776103
822,III-V,M_i_neut,P,AlP,5.40764,6.006727381847435,0.11860827785487547
823,III-V,M_B,Al,AlAs,2.723236,1.736053047083854,0.21843527789920625
824,III-V,M_A,As,AlAs,3.197463,3.2108727338079097,0.19166353652339177
825,III-V,M_i_A,Al,AlAs,3.291601,3.75299078951861,0.1358028698730435
826,III-V,M_i_B,Al,AlAs,3.61095,3.7635878417325457,0.14067029738955325
827,III-V,M_i_neut,Al,AlAs,4.2026769999999996,3.7677650044897275,0.13348304266151617
828,III-V,M_i_A,As,AlAs,5.154401999999999,5.049078678629358,0.1520568141586814
829,III-V,M_i_B,As,AlAs,5.695443,5.0502589883987214,0.14374604566979632
830,III-V,M_i_neut,As,AlAs,5.000693,5.026039204638883,0.16957827650504542
831,III-V,M_B,Al,AlSb,2.153127,0.9756035217828349,0.19595591109335384
832,III-V,M_A,Sb,AlSb,2.01378,2.722409041123914,0.25264082986169795
833,III-V,M_i_A,Al,AlSb,2.268973,3.3160532857439735,0.12382738651536852
834,III-V,M_i_B,Al,AlSb,2.767754,3.3341915768003654,0.12176289702359762
835,III-V,M_i_neut,Al,AlSb,3.238825,3.330686253580992,0.12658054287202497
836,III-V,M_i_A,Sb,AlSb,4.150351000000001,4.487978157518418,0.1265048776983919
837,III-V,M_i_B,Sb,AlSb,4.659023,4.489348189492273,0.132323583602598
838,III-V,M_i_neut,Sb,AlSb,4.066406,4.478473346870597,0.13081076894235474
839,III-V,M_B,Ga,GaP,1.8528229999999999,1.6611026802023587,0.2169548736565214
840,III-V,M_A,P,GaP,3.5664910000000005,3.342834101531075,0.20099836795325307
841,III-V,M_i_A,Ga,GaP,3.5479800000000004,3.9829307256953768,0.1436491682956664
842,III-V,M_i_B,Ga,GaP,3.550268,3.9239941784856596,0.14199772612502443
843,III-V,M_i_neut,Ga,GaP,4.493021,4.016706780458312,0.1404210026523633
844,III-V,M_i_A,P,GaP,6.1591260000000005,5.747450692298839,0.14126868389643482
845,III-V,M_i_B,P,GaP,6.009773,5.745459553796559,0.1432403946650296
846,III-V,M_i_neut,P,GaP,5.161534,5.777470362051543,0.13161139900513952
847,III-V,M_B,Ga,GaAs,1.348542,0.990307121819421,0.1907119699500372
848,III-V,M_A,As,GaAs,2.6487279999999997,2.1556892545202677,0.16802704442281094
849,III-V,M_i_A,Ga,GaAs,2.3774029999999997,2.9644531311496296,0.1319425176718134
850,III-V,M_i_B,Ga,GaAs,2.616748,2.9004963297018955,0.13134443492384007
851,III-V,M_i_neut,Ga,GaAs,3.5281480000000003,2.975716800290919,0.12349056947754314
852,III-V,M_i_A,As,GaAs,5.05629,4.301693433381584,0.14243808300799804
853,III-V,M_i_B,As,GaAs,5.3005830000000005,4.236185134461304,0.14189162431870858
854,III-V,M_i_neut,As,GaAs,4.462244999999999,4.2756335637750364,0.13938440355054676
855,III-V,M_B,Ga,GaSb,0.773029,0.42273786509793093,0.20514927879687234
856,III-V,M_A,Sb,GaSb,1.97823,1.236027786655894,0.17176726280807592
857,III-V,M_i_A,Ga,GaSb,1.331142,2.7698753437363184,0.13811509972919606
858,III-V,M_i_B,Ga,GaSb,1.645892,2.7037897394907575,0.122511954090857
859,III-V,M_i_neut,Ga,GaSb,2.4512150000000004,2.7613170369959903,0.13663303967972107
860,III-V,M_i_A,Sb,GaSb,4.073494,4.133678372240829,0.14744361141471796
861,III-V,M_i_B,Sb,GaSb,4.418236,4.047507427225155,0.13121885281140316
862,III-V,M_i_neut,Sb,GaSb,3.745453,4.135537694995206,0.1341232184313697
863,III-V,M_i_A,In,InN,5.771058,5.0848473356399335,0.4026788761512245
864,III-V,M_B,In,InP,2.072651,1.0432655437385907,0.2403328957230387
865,III-V,M_A,P,InP,2.719117,2.306427882125616,0.18653889356241493
866,III-V,M_i_A,In,InP,3.192308,3.582118156029722,0.16696608350934694
867,III-V,M_i_B,In,InP,3.137382,3.585999343505663,0.14992885204576784
868,III-V,M_i_neut,In,InP,4.11584,3.6371360142595988,0.1653838643936502
869,III-V,M_i_A,P,InP,4.788367,4.451401453643785,0.11235729242985278
870,III-V,M_i_B,P,InP,4.52557,4.454852366613908,0.12290283484617703
871,III-V,M_i_neut,P,InP,3.743289,4.482596998007752,0.12057536041927704
872,III-V,M_B,In,InAs,1.576357,0.6992162662715561,0.2216975833896283
873,III-V,M_A,As,InAs,2.060057,1.674503004219618,0.196409563516764
874,III-V,M_i_A,In,InAs,2.164859,2.933004533164826,0.11790099065650822
875,III-V,M_i_B,In,InAs,2.15794,2.9277528859032387,0.1303634596081439
876,III-V,M_i_neut,In,InAs,3.0834200000000003,2.976251750266914,0.13372577050279166
877,III-V,M_i_A,As,InAs,3.868144,3.4623906640544604,0.14794573090825966
878,III-V,M_i_B,As,InAs,3.7823279999999997,3.4518562600649196,0.1534300909713131
879,III-V,M_i_neut,As,InAs,3.230236,3.4116652923614375,0.15389731459611983
880,III-V,M_B,In,InSb,1.1073879999999998,0.1418352370083469,0.16636945820509633
881,III-V,M_A,Sb,InSb,1.571533,0.5392818770047534,0.13952592196488167
882,III-V,M_i_A,In,InSb,1.278281,2.541518777407146,0.10302265944046023
883,III-V,M_i_B,In,InSb,1.4347159999999999,2.5301935331601557,0.0951764790850665
884,III-V,M_i_neut,In,InSb,2.295631,2.58446815558752,0.10108082458416813
885,III-V,M_i_A,Sb,InSb,3.19067,3.102075369950929,0.10395123777397723
886,III-V,M_i_B,Sb,InSb,3.2389810000000003,3.0441683501757772,0.10336449014799899
887,III-V,M_i_neut,Sb,InSb,2.8687419999999997,3.086102579014629,0.10767670691429349
888,IV-IV,M_A,Re,C,13.014329,12.867507887842612,0.48668730695173323
889,IV-IV,M_i_A,Fe,C,13.110570999999998,13.668181980431928,0.4496503964572216
890,IV-IV,M_i_A,Si,Si,3.860785,4.085939789087345,0.20435032136280412
891,IV-IV,M_i_neut,Si,Si,3.809764,4.118339504915727,0.22157026641638125
892,IV-IV,M_i_A,Ge,Ge,3.065024,3.3087706715025957,0.12847272725375358
893,IV-IV,M_i_neut,Ge,Ge,3.4566730000000003,3.258889499436365,0.12395059200732231
894,IV-IV,M_i_A,Sn,Sn,1.773943,2.8898709435729857,0.20047512515750876
895,IV-IV,M_A,C,SiC,3.896775,3.4431823876953453,0.2590689086164374
896,IV-IV,M_B,Si,SiC,3.98998,7.9793422055808065,0.26365843576800047
897,IV-IV,M_i_A,C,SiC,9.912151,8.630465560090013,0.34587878030923225
898,IV-IV,M_i_B,C,SiC,11.339205,8.708059167901386,0.2504788066484143
899,IV-IV,M_i_neut,C,SiC,9.525446,8.661486538806258,0.273583533831856
900,IV-IV,M_i_B,Si,SiC,9.50211,7.97308769488321,0.25590655359260694
901,IV-IV,M_i_neut,Si,SiC,10.410182,7.94960750266865,0.26105315174604043
902,IV-IV,M_A,C,GeC,2.0795619999999997,4.323994872408794,0.30540446687538514
903,IV-IV,M_B,Ge,GeC,3.1750439999999998,7.756632793054581,0.29359319695978914
904,IV-IV,M_i_A,C,GeC,9.059479,9.134038966304736,0.3420337506314412
905,IV-IV,M_i_B,C,GeC,9.800946000000001,9.080954419902719,0.3312383707084912
906,IV-IV,M_i_neut,C,GeC,8.03041,9.092454774967097,0.3074152717547101
907,IV-IV,M_i_B,Ge,GeC,11.512072,7.801008504125898,0.2163649887616526
908,IV-IV,M_i_neut,Ge,GeC,11.668141,7.6990941033475995,0.2451825907623306
909,IV-IV,M_A,C,SnC,2.3898099999999998,3.4300045912597383,0.31850282539503255
910,IV-IV,M_i_A,C,SnC,6.657918,8.312323295980153,0.3104372038841676
911,IV-IV,M_i_neut,C,SnC,5.88668,8.247119462271007,0.244240657408156
912,IV-IV,M_A,Ge,SiGe,-0.29196500000000003,0.18541262881232531,0.18085677853581988
913,IV-IV,M_B,Si,SiGe,0.187437,3.5708744045481096,0.21627855452101397
914,IV-IV,M_i_A,Ge,SiGe,3.516656,3.619636244308906,0.09144032492900203
915,IV-IV,M_i_neut,Ge,SiGe,3.7046580000000002,3.594584630376962,0.10111463732397756
916,IV-IV,M_i_A,Si,SiGe,3.773859,4.025769508673176,0.10906846729719034
917,IV-IV,M_i_B,Si,SiGe,4.233996,4.034230545681583,0.10597464865506527
918,IV-IV,M_A,Sn,SiSn,-0.581377,0.7654054285923027,0.19064573714769198
919,IV-IV,M_B,Si,SiSn,0.523026,2.2523563514493246,0.3196371757292338
920,IV-IV,M_i_A,Sn,SiSn,2.788672,3.631096080728909,0.11088146689448926
921,IV-IV,M_i_B,Sn,SiSn,3.228568,3.656447751099731,0.11290759132054999
922,IV-IV,M_i_neut,Sn,SiSn,3.448253,3.6245419673921226,0.11564442269686724
923,IV-IV,M_i_A,Si,SiSn,2.9004939999999997,3.172047322944485,0.11308178123494128
924,IV-IV,M_i_B,Si,SiSn,3.8049230000000005,3.19556227672608,0.1247960689914189
925,IV-IV,M_i_neut,Si,SiSn,3.0316009999999998,3.184230859382451,0.11150149876311426
926,IV-IV,M_A,Sn,GeSn,0.015096,-0.10903145785360233,0.18171109712380162
927,IV-IV,M_i_A,Sn,GeSn,2.302232,3.169728208479745,0.1418395820846667
928,IV-IV,M_i_B,Sn,GeSn,2.474483,3.245250171988819,0.1437864320887883
929,IV-IV,M_i_neut,Sn,GeSn,3.130977,3.156237795810773,0.13006838634563767
930,IV-IV,M_i_A,Ge,GeSn,2.09286,2.322229483951568,0.1088873978405722
931,IV-IV,M_i_B,Ge,GeSn,2.333748,2.3537521725010233,0.10667223779778612
932,IV-IV,M_i_neut,Ge,GeSn,2.580342,2.2745015648099463,0.11829336981220949
933,II-VI,M_A,Li,CdSe,1.4823274,0.8157176591735149,0.16338310385748278
934,II-VI,M_A,Na,CdSe,3.4647256489999996,1.8049634566729722,0.1280239128905683
935,II-VI,M_A,K,CdSe,1.941615514,2.0294155972602086,0.09694205626461547
936,II-VI,M_A,Rb,CdSe,2.163279204,1.7283047700516847,0.15913021865816124
937,II-VI,M_A,Cs,CdSe,2.507220174,1.9068682009802955,0.15642479481033342
938,II-VI,M_A,Be,CdSe,0.492545148,1.295718149395212,0.11314312464371175
939,II-VI,M_A,Mg,CdSe,0.10829614800000001,0.6769737543623263,0.130077148247624
940,II-VI,M_A,Ca,CdSe,0.7128081079999999,1.1840798554385839,0.10518687576322405
941,II-VI,M_A,Sr,CdSe,0.898974148,0.946566729024525,0.11125696346145472
942,II-VI,M_A,Ba,CdSe,1.072112878,0.6722571506933837,0.08530807573539652
943,II-VI,M_A,B,CdSe,2.9451027780000003,2.8543112400839883,0.14247129421726915
944,II-VI,M_A,Al,CdSe,0.130513996,1.395903888901458,0.10056141091900653
945,II-VI,M_A,Ga,CdSe,0.561948178,1.365378375720013,0.06984855234369201
946,II-VI,M_A,In,CdSe,1.252592445,1.024942920755867,0.08043922155360603
947,II-VI,M_A,Si,CdSe,2.13681125,3.1564498613245764,0.12257473257993257
948,II-VI,M_A,Ge,CdSe,1.3525874530000002,2.524777085189523,0.09595731318238096
949,II-VI,M_A,Sn,CdSe,1.068534294,1.4833148171909838,0.10035677059764808
950,II-VI,M_A,N,CdSe,6.000782411,4.181765094075876,0.19235164870996382
951,II-VI,M_A,P,CdSe,3.6096842839999996,3.612683019156303,0.09078335513207725
952,II-VI,M_A,As,CdSe,3.100374214,3.332251803489431,0.09837997874736035
953,II-VI,M_A,Sb,CdSe,2.498358474,2.2690315006607142,0.0749357915828407
954,II-VI,M_A,Bi,CdSe,1.7623229999999999,1.1633625724799863,0.09332658588009456
955,II-VI,M_A,O,CdSe,6.725942485,4.807439752250748,0.1462688711573091
956,II-VI,M_A,S,CdSe,5.652077415,4.678478163310348,0.10889182573150381
957,II-VI,M_A,Te,CdSe,4.656832655,3.3399342954802527,0.11281819798080092
