,Type,Site,Impurity,AB,∆H (B-rich)_DFT,train_mean,train_std
638,II-VI,M_i_A,Hg,CdTe,1.7590000000000001,2.0303137298606497,0.06705587637510123
639,II-VI,M_A,V,CdTe,1.7480000000000002,1.8318639085939736,0.10302419189340015
640,III-V,M_i_neut,Li,GaP,1.7369990000000002,3.4461122051012922,0.2830929373883687
641,II-VI,M_A,Pd,CdTe,1.736,0.6303081966687881,0.10571485168362547
642,IV-IV,M_i_neut,Sc,GeSn,1.721988,2.6065760702419674,0.1882726627457483
643,II-VI,M_A,In,CdS,1.7214189999999998,1.1817822353398735,0.11671310224898046
644,II-VI,M_A,Bi,CdTe,1.6909999999999998,1.1478156332976233,0.12123393677239261
645,II-VI,M_i_B,Ag,CdTe,1.69,1.878208757623078,0.10367164107279714
646,II-VI,M_i_neut,Pd,CdTe,1.6840000000000002,3.1907283934819284,0.07321863288982255
647,II-VI,M_A,As,CdTe,1.682,2.183888698158706,0.15181714552117695
648,II-VI,M_A,K,CdTe,1.6769999999999998,0.8201663159858315,0.10935167869505494
649,II-VI,M_i_B,Na,CdTe,1.6669999999999998,2.3979941269936917,0.10840158887491319
650,II-VI,M_i_neut,Li,CdTe,1.6440000000000001,2.2571566882372407,0.13529693408995963
651,III-V,M_B,S,GaSb,1.636483,2.6186432575964878,0.22780433234166667
652,IV-IV,M_i_A,Au,GeSn,1.623658,1.9091605226963657,0.1579799570311275
653,II-VI,M_i_neut,Ag,CdSe,1.61506,2.3305872498454505,0.08971113251280928
654,II-VI,M_B,P,CdTe,1.6119999999999999,3.1066785487637985,0.1192011173946241
655,III-V,M_A,Pd,InSb,1.594352,1.2882130997017434,0.15719799395059417
656,II-VI,M_i_A,F,CdSe,1.5857700000000001,2.082654597208762,0.14801024751562977
657,II-VI,M_i_A,Li,CdTe,1.5819999999999999,2.2560033768923704,0.13093272846692047
658,II-VI,M_i_A,Na,CdTe,1.578,2.5794168237187827,0.09820383509087109
659,II-VI,M_A,Fe,CdTe,1.555,1.293170211996348,0.10134473730187891
660,IV-IV,M_A,Sc,SiGe,1.554509,2.9392121685710055,0.2737446719150391
661,II-VI,M_B,Cl,CdTe,1.54,2.0762495437208437,0.1655260272723797
662,II-VI,M_B,As,CdTe,1.524,2.3753523244736803,0.16421375073194935
663,II-VI,M_A,Al,ZnSe,1.498376,3.4904576541438628,0.18496844978670005
664,III-V,M_A,Ca,InAs,1.49281,1.4519495661761501,0.2719565884376236
665,III-V,M_A,Be,BP,1.447453,1.8595073233654227,0.4209888002707652
666,II-VI,M_A,Cr,CdTe,1.44,1.0492617682305625,0.11433736802278913
667,II-VI,M_A,Co,CdTe,1.439,1.0287833440707668,0.08572681154098209
668,II-VI,M_B,O,CdTe,1.426,2.942624052841953,0.1658362090675833
669,II-VI,M_B,Br,CdTe,1.41,0.9630209344880754,0.17341205956268202
670,II-VI,M_i_B,Li,CdTe,1.389,2.206158258101292,0.11292551758701896
671,II-VI,M_B,I,CdS,1.379845,2.072916040883939,0.1705716144735164
672,IV-IV,M_B,Pt,SiGe,1.3652309999999999,1.5289867372185806,0.2515032067877203
673,IV-IV,M_A,Ag,SiSn,1.3548790000000002,-0.2600202941140064,0.2997814159210862
674,II-VI,M_A,Hg,ZnO,1.3469209999999998,3.225967822128921,0.45398569925133714
675,IV-IV,M_A,Se,Ge,1.340697,0.4847138544368542,0.3231352205016799
676,II-VI,M_B,Br,CdS,1.3263969999999998,1.7825914411355623,0.1918922280145646
677,II-VI,M_A,Ba,CdTe,1.3219999999999998,1.1857875706922665,0.1211721552844204
678,II-VI,M_B,I,CdTe,1.315,1.2189067337943336,0.16917810636641986
679,IV-IV,M_A,B,SiSn,1.305965,-0.03401775280627821,0.3864429836174566
680,II-VI,M_A,Si,CdTe,1.296,2.6999711690762247,0.12832271132854398
681,IV-IV,M_i_B,Ga,GeSn,1.294693,1.7363544906300479,0.12135223190918516
682,IV-IV,M_i_A,Ca,Sn,1.286154,-0.3859098391055561,0.3915686150478687
683,III-V,M_A,Cd,AlP,1.277755,1.507199516228091,0.2834190290842829
684,II-VI,M_i_A,F,CdTe,1.244,1.8145236686731958,0.15497031249969348
685,IV-IV,M_B,Hg,SiSn,1.230359,1.5725242082987663,0.3590293297551432
686,II-VI,M_A,Cd,ZnS,1.181457,3.084246596681605,0.2017029550087422
687,IV-IV,M_B,Ti,SiGe,1.1046690000000001,1.6885541700386022,0.3204325555988036
688,IV-IV,M_A,Be,Sn,1.102429,0.5002122486257614,0.46210527610635593
689,IV-IV,M_A,Mn,SiSn,1.1008930000000001,-0.29744213508564166,0.31696618764885987
690,III-V,M_A,Bi,InP,1.100778,1.9803677735345064,0.21178871139342242
691,III-V,M_A,Sn,GaP,1.098203,2.222519201799445,0.20964720823797656
692,IV-IV,M_A,Ti,Si,1.08905,0.6304076033675011,0.3342399495276189
693,II-VI,M_i_neut,Mn,ZnTe,1.083798,2.862229170852324,0.13678814564015396
694,II-VI,M_A,Sr,CdTe,1.063,1.6893890919763457,0.08431920958433052
695,II-VI,M_A,Al,CdTe,1.036,1.8854286470027843,0.13174828575703124
696,II-VI,M_A,Ga,ZnTe,1.034409,2.519985262181241,0.18990638051595218
697,IV-IV,M_i_neut,Mn,Si,1.0014,2.0937018683946635,0.18485126569248217
698,II-VI,M_A,Na,CdTe,0.9890000000000001,0.25499080854414924,0.11396217503335386
699,II-VI,M_A,Sn,CdTe,0.97,1.5664076043962805,0.1370070431402854
700,II-VI,M_A,Ga,CdTe,0.956,1.5081705073140708,0.11356198732018351
701,III-V,M_A,Ag,InSb,0.945225,1.3340914941715094,0.16198402365726575
702,IV-IV,M_i_A,Zn,SiSn,0.9449790000000001,1.8927640281425837,0.17780575025930848
703,II-VI,M_A,In,CdTe,0.934,0.7392756964860085,0.1359924518486322
704,III-V,M_i_A,Cr,AlP,0.924687,3.0454752342151963,0.14886421630849495
705,II-VI,M_A,Cu,CdTe,0.922,0.4014100105229204,0.11571894535375807
706,IV-IV,M_A,Ge,SiC,0.875791,3.667450014106662,0.27065531056461595
707,III-V,M_i_B,Cu,InP,0.859766,2.4406100579641605,0.13212978126060504
708,II-VI,M_A,Au,CdTe,0.856,1.2099678555561133,0.17456699880566412
709,II-VI,M_A,Pb,CdTe,0.8490000000000001,1.2162795720397352,0.10650525235871737
710,IV-IV,M_A,Bi,SiSn,0.8425790000000001,1.5632395612741876,0.21462216290581354
711,IV-IV,M_A,In,SiGe,0.8350639999999999,0.8456129129798811,0.28951626368766764
712,II-VI,M_A,Tl,CdTe,0.815,0.3889827068005906,0.11872726765591969
713,III-V,M_i_B,Cu,AlSb,0.80705,1.0266646231113905,0.1885313726133416
714,II-VI,M_A,Ca,CdTe,0.807,1.8190029824983505,0.11105017948690463
715,III-V,M_A,Si,GaAs,0.8042630000000001,0.8845264724301938,0.20147436350118764
716,II-VI,M_A,Ge,CdTe,0.738,2.4827091073865004,0.14050745287852917
717,IV-IV,M_A,Au,Ge,0.726204,2.318678124219572,0.2806154246231108
718,II-VI,M_A,Hf,CdTe,0.6920000000000001,2.294896254728168,0.13850643487416872
719,II-VI,M_i_neut,Ni,CdSe,0.660003,3.465736377592532,0.07392478944659459
720,II-VI,M_A,Pb,CdSe,0.6218060000000001,1.4097133265937396,0.12335838914744975
721,IV-IV,M_i_B,Ti,GeSn,0.6197600000000001,2.3935182046370853,0.141901372717676
722,II-VI,M_A,Li,CdTe,0.601,-0.014047292617284712,0.16294333419116502
723,IV-IV,M_i_neut,Cu,Si,0.5926319999999999,2.262202712362415,0.20731361067191095
724,II-VI,M_A,Ag,CdTe,0.589,-0.2071412307325425,0.13343147050831833
725,II-VI,M_A,Tl,CdSe,0.503884,0.49798310287145864,0.1362085330303858
726,IV-IV,M_A,Sb,SiSn,0.49266899999999997,0.44211984395048115,0.1885168942618379
727,IV-IV,M_i_A,Ni,SiSn,0.452326,1.800113829204972,0.14148085096701027
728,II-VI,M_B,S,CdTe,0.377,2.0746172973684245,0.13580668809919152
729,II-VI,M_A,Be,CdTe,0.342,1.71584357658613,0.16520420478409487
730,II-VI,M_A,Mn,CdTe,0.26,0.23708907504881038,0.13491892299923688
731,III-V,M_A,Ni,GaP,0.23914000000000002,0.3335935956856141,0.19933341924629228
732,II-VI,M_B,Se,CdTe,0.226,1.406153142202352,0.14971597042022794
733,II-VI,M_A,Zn,CdTe,0.22,1.0095558154959894,0.12197591364439207
734,III-V,M_i_neut,Ni,InAs,0.199152,2.313325653867909,0.14035018394695578
735,IV-IV,M_i_A,Cu,GeSn,0.176422,0.8272158573850245,0.12349745298813207
736,IV-IV,M_A,Sb,Sn,0.17247300000000002,-0.8053499874526073,0.24564123445421615
737,II-VI,M_A,Hg,CdTe,0.162,-0.15504441487076664,0.12665516623756165
738,III-V,M_A,Al,InAs,0.142764,0.7012386188741921,0.19029724252642918
739,II-VI,M_A,Mg,CdTe,0.125,0.7593893482699656,0.15230204622394033
740,IV-IV,M_B,Ge,GeSn,0.10980899999999999,0.5957327414540088,0.2691264551476367
741,III-V,M_B,As,InSb,0.092464,0.6619852079885284,0.23092279235534313
742,II-VI,M_B,Se,CdS,0.07269,1.989110505417876,0.14341798055081809
743,III-V,M_B,Ge,BSb,0.062060000000000004,3.940605999735719,0.3487992806060548
744,IV-IV,M_i_neut,Ni,SiGe,0.059108,2.027516870666328,0.1568437762267731
745,IV-IV,M_A,Cu,GeSn,0.043112,-0.7557878243938033,0.21550522277198697
746,II-VI,M_i_A,Cr,ZnTe,0.032902999999999995,3.356726801796326,0.14534966034518493
747,III-V,M_A,Al,GaSb,0.011237,-0.2730919648224576,0.16973289111654669
748,II-VI,M_A,Cd,CdTe,0.0,0.2985371917148692,0.15036721679182172
749,II-VI,M_B,Te,CdTe,0.0,1.4837270319696096,0.19800550691572916
750,III-V,M_A,Al,AlSb,-0.036446,0.6900794767106466,0.2130177527868564
751,IV-IV,M_A,Ge,Si,-0.085232,0.04927487696579865,0.3033718443398288
752,II-VI,M_B,Se,ZnTe,-0.255728,1.5972281850339372,0.18558421820569343
753,II-VI,M_A,Cu,CdSe,-0.350199,0.5884386096468456,0.11100498700146284
754,III-V,M_A,Fe,AlSb,-0.433174,-0.8820876075270817,0.2638580211178406
755,IV-IV,M_A,Mn,Sn,-0.472685,0.21844139166356272,0.3814503901379318
756,IV-IV,M_A,V,SiC,-0.5277149999999999,3.8393348443092585,0.416547432957085
757,III-V,M_A,Ti,AlAs,-0.560998,1.0342535213784545,0.3507853014176597
758,IV-IV,M_i_A,N,Ge,-0.764837,2.2395695912935603,0.21598253283964683
759,IV-IV,M_B,V,GeSn,-0.888251,0.7834072340637652,0.2630400625622605
760,III-V,M_B,N,BAs,-0.97064,4.510707679071961,0.35533394085834447
761,IV-IV,M_A,Cr,Sn,-1.353895,0.4459718532429692,0.36227084023678335
762,II-VI,M_i_A,Zn,ZnO,6.869889,6.023115335802439,0.1812975805549609
763,II-VI,M_i_B,Zn,ZnO,6.152194000000001,5.9348519911881965,0.18333314585247015
764,II-VI,M_i_neut,Zn,ZnO,6.741257000000001,6.026000973637302,0.17735679695511086
765,II-VI,M_i_B,O,ZnO,3.380432,4.216430633823614,0.19126485564743595
766,II-VI,M_i_neut,O,ZnO,3.387921,4.366752835805135,0.2119546706512696
767,II-VI,M_A,S,ZnS,2.7089830000000004,3.6200973067468203,0.17390986048924398
768,II-VI,M_B,Zn,ZnS,6.562809,4.8787128566484785,0.19712790704359362
769,II-VI,M_i_B,Zn,ZnS,5.285964,5.252998945195144,0.13743380673346955
770,II-VI,M_i_neut,Zn,ZnS,5.511203,5.224358958450974,0.12784138173702805
771,II-VI,M_i_A,S,ZnS,4.661567,4.578549378436169,0.08825086857200062
772,II-VI,M_i_B,S,ZnS,2.491389,4.465530993013021,0.08572656239505567
773,II-VI,M_i_neut,S,ZnS,4.381065,4.628264499008452,0.09096471909360447
774,II-VI,M_B,Zn,ZnSe,5.771276,4.287025703461766,0.15516998417433053
775,II-VI,M_i_A,Zn,ZnSe,3.980453,4.080777405833276,0.11413579305630141
776,II-VI,M_i_B,Zn,ZnSe,4.363919999999999,4.185341723798848,0.12762545823274662
777,II-VI,M_i_neut,Zn,ZnSe,4.582856,4.075266050827886,0.10559112661360097
778,II-VI,M_i_A,Se,ZnSe,4.1146709999999995,3.9440974783510696,0.09213547692692264
779,II-VI,M_i_B,Se,ZnSe,4.801887000000001,4.135536057536606,0.08847626125752316
780,II-VI,M_i_neut,Se,ZnSe,3.894714,3.926704328661669,0.11185979276912374
781,II-VI,M_A,Te,ZnTe,2.678105,2.047553549231478,0.1731707874892383
782,II-VI,M_i_A,Zn,ZnTe,2.8489459999999998,3.350535684052578,0.10554580783243035
783,II-VI,M_i_B,Zn,ZnTe,3.3296650000000003,3.4659630214009822,0.13083581796041632
784,II-VI,M_i_neut,Zn,ZnTe,2.853043,3.2920962194188332,0.1160804065925598
785,II-VI,M_i_A,Te,ZnTe,4.218342,4.091843060113447,0.13262947871225678
786,II-VI,M_i_B,Te,ZnTe,4.843432,4.477353970988282,0.14042390645445807
787,II-VI,M_i_neut,Te,ZnTe,3.87638,3.938530921189013,0.1495126075989327
788,II-VI,M_i_A,Cd,CdO,3.7502980000000004,4.487183410834226,0.15908486084172482
789,II-VI,M_i_B,Cd,CdO,3.39785,3.989588529940182,0.17728574382873138
790,II-VI,M_i_A,O,CdO,2.4699150000000003,4.02008726830952,0.1809748367967081
791,II-VI,M_i_B,O,CdO,2.767305,3.8961600827095935,0.17579323351535234
792,III-V,M_B,B,BP,4.109551000000001,4.61190473718771,0.40715367473335984
793,III-V,M_A,P,BP,2.87253,5.212207317013101,0.2203404661461262
794,III-V,M_i_A,B,BP,7.573342,7.256870130883767,0.21322927560134872
795,III-V,M_i_B,B,BP,8.003162,7.287144642949255,0.2185170234307585
796,III-V,M_i_neut,B,BP,6.9249600000000004,7.2478071196605685,0.23649475660282676
797,III-V,M_i_A,P,BP,10.226569999999999,8.60185300702066,0.38031807910239135
798,III-V,M_i_B,P,BP,10.810998,8.688246414221931,0.3070281204235392
799,III-V,M_i_neut,P,BP,8.649737,8.525096066962382,0.36815405237593835
800,III-V,M_B,B,BAs,2.549706,3.649207441799392,0.392963130990833
801,III-V,M_A,As,BAs,3.6054980000000003,5.046644288785282,0.29362915154561264
802,III-V,M_i_A,B,BAs,6.356109,6.119833693896354,0.2085384964782573
803,III-V,M_i_B,B,BAs,7.545164,6.110829372146997,0.2108227786269584
804,III-V,M_i_neut,B,BAs,6.136284,6.091865150669215,0.22692521876964786
805,III-V,M_i_A,As,BAs,10.067819,7.882679417981575,0.28259565532720904
806,III-V,M_i_B,As,BAs,11.05752,7.966978545891766,0.2801083754100196
807,III-V,M_i_neut,As,BAs,8.902175,7.831440134583255,0.28449203699380143
808,III-V,M_B,B,BSb,1.456399,2.5812122734575205,0.31650110971182127
809,III-V,M_A,Sb,BSb,4.027909999999999,4.507355546970329,0.3081244886544145
810,III-V,M_i_A,B,BSb,4.578348,4.7606900699707,0.17326231163955014
811,III-V,M_i_B,B,BSb,5.74308,4.760662985450395,0.18431849587727256
812,III-V,M_i_neut,B,BSb,4.171454,4.749177258254749,0.15914363816040217
813,III-V,M_i_A,Sb,BSb,9.379613,7.410257769655023,0.29241486472058564
814,III-V,M_i_B,Sb,BSb,10.436347,7.544560262690223,0.29789169127324927
815,III-V,M_i_neut,Sb,BSb,8.671495,7.32421670924825,0.29454543242088255
816,III-V,M_B,Al,AlP,5.648,4.088033210532411,0.21751553736416449
817,III-V,M_i_A,Al,AlP,4.905089,4.7910966835191955,0.10717425058902985
818,III-V,M_i_B,Al,AlP,5.07055,4.815083262996277,0.11416560556579879
819,III-V,M_i_neut,Al,AlP,5.781844,4.791986293953099,0.11209266424339137
820,III-V,M_i_A,P,AlP,4.606007,5.349772210512169,0.12654189480636405
821,III-V,M_i_B,P,AlP,4.959815,5.376473027807893,0.14623654124896476
822,III-V,M_i_neut,P,AlP,4.154658,5.329412679925578,0.14034778812381293
823,III-V,M_B,Al,AlAs,4.7382,3.375072397344127,0.22393742179787487
824,III-V,M_A,As,AlAs,1.182499,2.0915137274310105,0.1873283663924913
825,III-V,M_i_A,Al,AlAs,4.299083,3.9407196013529324,0.13363479174866155
826,III-V,M_i_B,Al,AlAs,4.618432,4.009251543399874,0.13989988391355515
827,III-V,M_i_neut,Al,AlAs,5.210159,3.978403551573831,0.1297591954960097
828,III-V,M_i_A,As,AlAs,4.14692,4.437748496862772,0.13718413544379454
829,III-V,M_i_B,As,AlAs,4.6879610000000005,4.539509676209163,0.1360929699933117
830,III-V,M_i_neut,As,AlAs,3.993211,4.4163033383059425,0.15105286739779497
831,III-V,M_B,Al,AlSb,2.8740189999999997,2.1990919033457557,0.20684337936200423
832,III-V,M_A,Sb,AlSb,1.2928879999999998,1.8450990844913489,0.24210727509082847
833,III-V,M_i_A,Al,AlSb,2.629419,2.879224314680756,0.15310621251863968
834,III-V,M_i_B,Al,AlSb,3.1282,2.968178438889253,0.14404423656756649
835,III-V,M_i_neut,Al,AlSb,3.599272,2.881169037534776,0.1539310872284792
836,III-V,M_i_A,Sb,AlSb,3.789905,4.851510529508732,0.16238995987515314
837,III-V,M_i_B,Sb,AlSb,4.298576000000001,5.042904996892594,0.18488019096120684
838,III-V,M_i_neut,Sb,AlSb,3.7059599999999997,4.808311282528523,0.16646267190290284
839,III-V,M_B,Ga,GaP,3.477096,3.2993892106876714,0.20872775914360422
840,III-V,M_A,P,GaP,1.9422169999999999,2.5629646235627073,0.2172957769152839
841,III-V,M_i_A,Ga,GaP,4.3601160000000005,4.43114819470714,0.11611412133782367
842,III-V,M_i_B,Ga,GaP,4.362404,4.615005546603938,0.13658748126587955
843,III-V,M_i_neut,Ga,GaP,5.3051580000000005,4.499559258022087,0.12567461304472527
844,III-V,M_i_A,P,GaP,5.34699,4.993433558881177,0.14938519789674978
845,III-V,M_i_B,P,GaP,5.197636,4.934994310218779,0.16372535972342206
846,III-V,M_i_neut,P,GaP,4.349397,5.025533935137944,0.13705210486598554
847,III-V,M_B,Ga,GaAs,2.763593,2.240105641975148,0.2026117166784803
848,III-V,M_A,As,GaAs,1.2336770000000001,1.6895617492676347,0.1904874144875075
849,III-V,M_i_A,Ga,GaAs,3.0849279999999997,3.594112770982531,0.11704168872148907
850,III-V,M_i_B,Ga,GaAs,3.324274,3.8056007708005337,0.12795302052824656
851,III-V,M_i_neut,Ga,GaAs,4.2356739999999995,3.625195479100527,0.10664190949446571
852,III-V,M_i_A,As,GaAs,4.348765,3.902094071535597,0.156423922045827
853,III-V,M_i_B,As,GaAs,4.593057,4.134302571447502,0.16042930175503853
854,III-V,M_i_neut,As,GaAs,3.75472,3.8811237200313,0.14367620514006532
855,III-V,M_B,Ga,GaSb,1.454611,0.74345978281644,0.22179299144349782
856,III-V,M_A,Sb,GaSb,1.296648,1.0797640922825424,0.17504274230079875
857,III-V,M_i_A,Ga,GaSb,1.6719330000000001,2.4923387435888373,0.11514162925593292
858,III-V,M_i_B,Ga,GaSb,1.9866830000000002,2.7566980482339374,0.11122065027679591
859,III-V,M_i_neut,Ga,GaSb,2.792006,2.4913790293561973,0.10930763370066289
860,III-V,M_i_A,Sb,GaSb,3.732703,3.860994337660377,0.11410576345245492
861,III-V,M_i_B,Sb,GaSb,4.077445,4.2802552495624795,0.10657299114440334
862,III-V,M_i_neut,Sb,GaSb,3.404662,3.7705412758553605,0.13330961228061197
863,III-V,M_i_A,In,InN,10.805848,7.114201372437401,0.38023429834704575
864,III-V,M_B,In,InP,2.986948,2.3212347171185477,0.33720339391727344
865,III-V,M_A,P,InP,1.80482,1.9217094036277664,0.18334692486639761
866,III-V,M_i_A,In,InP,3.649456,3.7259401283208007,0.17305254006484513
867,III-V,M_i_B,In,InP,3.594531,3.6763178692477725,0.17272961678562315
868,III-V,M_i_neut,In,InP,4.572988,3.858762348861903,0.1852955888766393
869,III-V,M_i_A,P,InP,4.331219,3.6729370108842003,0.14408238694946748
870,III-V,M_i_B,P,InP,4.068422,3.4999742459650305,0.1501546661031173
871,III-V,M_i_neut,P,InP,3.28614,3.679304017075313,0.1470820456537691
872,III-V,M_B,In,InAs,2.596108,1.431575754211091,0.3009002516495327
873,III-V,M_A,As,InAs,1.040306,1.3818994735420997,0.20805579763005738
874,III-V,M_i_A,In,InAs,2.6747349999999996,2.99835593986218,0.12319487069203068
875,III-V,M_i_B,In,InAs,2.667816,3.0578482352859115,0.1291966316575545
876,III-V,M_i_neut,In,InAs,3.593296,3.1147577370725115,0.1441824550223693
877,III-V,M_i_A,As,InAs,3.358268,2.8594197318707186,0.1381813767165675
878,III-V,M_i_B,As,InAs,3.272452,2.77051496243165,0.14188842029025936
879,III-V,M_i_neut,As,InAs,2.720361,2.847670885875723,0.1404351738550735
880,III-V,M_B,In,InSb,1.6677330000000001,0.4573368881638424,0.28364312314446294
881,III-V,M_A,Sb,InSb,1.011188,1.0713658091432514,0.1880159617639774
882,III-V,M_i_A,In,InSb,1.558454,2.3565970245188668,0.15024754501673057
883,III-V,M_i_B,In,InSb,1.7148889999999999,2.5821830427326864,0.1466242233522309
884,III-V,M_i_neut,In,InSb,2.575804,2.449596588371542,0.13485053681512105
885,III-V,M_i_A,Sb,InSb,2.910498,2.9364874001036023,0.1311224459607702
886,III-V,M_i_B,Sb,InSb,2.9588080000000003,3.127887478975898,0.1197705624451325
887,III-V,M_i_neut,Sb,InSb,2.5885689999999997,2.9378593607277153,0.12789322950971121
888,IV-IV,M_A,Re,C,13.018343,12.452595026085964,0.3107723086322125
889,IV-IV,M_i_A,Fe,C,13.110570999999998,14.057958226157144,0.3419589235223708
890,IV-IV,M_i_A,Si,Si,3.863752,4.114017318734615,0.19018883335011713
891,IV-IV,M_i_neut,Si,Si,3.812731,4.118601993817764,0.20359308076205876
892,IV-IV,M_i_A,Ge,Ge,3.063062,3.0635829437153363,0.14296781083130836
893,IV-IV,M_i_neut,Ge,Ge,3.45471,3.088274466907199,0.14684970196334166
894,IV-IV,M_i_A,Sn,Sn,1.7766819999999999,2.5872275305985895,0.21752971004874058
895,IV-IV,M_A,C,SiC,3.06186,4.856110210106779,0.3266257540086402
896,IV-IV,M_B,Si,SiC,4.824895,6.5088889190404675,0.41195906719753345
897,IV-IV,M_i_A,C,SiC,9.494693,8.88527894147207,0.22386603730874086
898,IV-IV,M_i_B,C,SiC,10.921747,8.885553488277687,0.20019946623739668
899,IV-IV,M_i_neut,C,SiC,9.107988,8.88617832401992,0.19629986680591918
900,IV-IV,M_i_B,Si,SiC,9.919568,8.254924092731104,0.2185300768879766
901,IV-IV,M_i_neut,Si,SiC,10.827639999999999,8.292361705507656,0.21395210077739962
902,IV-IV,M_A,C,GeC,3.5698980000000002,5.122780163678416,0.277552127340698
903,IV-IV,M_B,Ge,GeC,1.684708,6.570638318585372,0.32936999661527677
904,IV-IV,M_i_A,C,GeC,9.804647000000001,8.475830654475967,0.19954055860044498
905,IV-IV,M_i_B,C,GeC,10.546114999999999,8.404891861042326,0.2020300088430109
906,IV-IV,M_i_neut,C,GeC,8.775578,8.486033869131582,0.18423036504578513
907,IV-IV,M_i_B,Ge,GeC,10.766903999999998,9.089867741037178,0.17705503953336274
908,IV-IV,M_i_neut,Ge,GeC,10.922972999999999,9.217899281617683,0.21880762767188153
909,IV-IV,M_A,C,SnC,5.405271,6.758475709597036,0.31685929795461143
910,IV-IV,M_i_A,C,SnC,8.165648,8.437323267816135,0.20609945013313022
911,IV-IV,M_i_neut,C,SnC,7.394410000000001,8.409137016924479,0.17290806578098386
912,IV-IV,M_A,Ge,SiGe,-0.099896,0.006586847503068594,0.2514126769105515
913,IV-IV,M_B,Si,SiGe,-0.004632,2.583267556148022,0.30229305758031205
914,IV-IV,M_i_A,Ge,SiGe,3.6126910000000003,3.5696239680945525,0.1234631972955487
915,IV-IV,M_i_neut,Ge,SiGe,3.8006919999999997,3.5501363840217564,0.12110793850405027
916,IV-IV,M_i_A,Si,SiGe,3.6778239999999998,3.698373548721314,0.12590816200493565
917,IV-IV,M_i_B,Si,SiGe,4.137961,3.7415690540328357,0.13128280074119683
918,IV-IV,M_A,Sn,SiSn,0.10466400000000001,0.24754843843856347,0.20029525580029522
919,IV-IV,M_B,Si,SiSn,-0.16301500000000002,2.0839786049222186,0.2657875554541058
920,IV-IV,M_i_A,Sn,SiSn,3.1316919999999997,4.15401553871658,0.11983590275850611
921,IV-IV,M_i_B,Sn,SiSn,3.5715879999999998,4.344392603739596,0.13561091691998595
922,IV-IV,M_i_neut,Sn,SiSn,3.7912730000000003,4.1232892605521885,0.12344198075307129
923,IV-IV,M_i_A,Si,SiSn,2.557474,3.4200808151658544,0.12334454322316378
924,IV-IV,M_i_B,Si,SiSn,3.461903,3.4861531552601064,0.13160939655800977
925,IV-IV,M_i_neut,Si,SiSn,2.688581,3.4160831873629114,0.12157532717415151
926,IV-IV,M_A,Sn,GeSn,0.127755,-1.0030253771599902,0.23646067263669307
927,IV-IV,M_i_A,Sn,GeSn,2.358561,2.9618479149218158,0.12490825568582099
928,IV-IV,M_i_B,Sn,GeSn,2.530812,3.324371250398882,0.1252077788494512
929,IV-IV,M_i_neut,Sn,GeSn,3.187306,2.9418477984780917,0.10877716105075734
930,IV-IV,M_i_A,Ge,GeSn,2.036531,2.224555163555391,0.10807427813154113
931,IV-IV,M_i_B,Ge,GeSn,2.277419,2.416053609559577,0.10431084187144626
932,IV-IV,M_i_neut,Ge,GeSn,2.524013,2.21953622913621,0.11070267980908054
933,II-VI,M_A,Li,CdSe,0.770357209,0.2718893125960767,0.17551203110608446
934,II-VI,M_A,Na,CdSe,2.88176077,0.582981528368684,0.09647181782016308
935,II-VI,M_A,K,CdSe,1.650177471,1.0759673351731454,0.10856094941785947
936,II-VI,M_A,Rb,CdSe,1.963791284,1.2720321856338896,0.1098196031656625
937,II-VI,M_A,Cs,CdSe,2.400380974,1.2438722742573245,0.1746084121601425
938,II-VI,M_A,Be,CdSe,0.544025098,2.030184740849009,0.18994175755154372
939,II-VI,M_A,Mg,CdSe,0.121296148,0.9639951178306052,0.1597670224912952
940,II-VI,M_A,Ca,CdSe,0.725808108,2.0813084355055445,0.11916860963533815
941,II-VI,M_A,Sr,CdSe,0.911974148,1.7891907098872715,0.09942655697668988
942,II-VI,M_A,Ba,CdSe,1.141658705,1.293969963996417,0.11164528738999403
943,II-VI,M_A,B,CdSe,1.6681027780000002,3.3449064200437,0.1231504683519739
944,II-VI,M_A,Al,CdSe,0.7885139959999999,1.9962448418685916,0.11295928956218095
945,II-VI,M_A,Ga,CdSe,0.8477982359999999,1.6120397315411747,0.12031317071803103
946,II-VI,M_A,In,CdSe,0.756512337,0.8199023429092062,0.10858701257783153
947,II-VI,M_A,Si,CdSe,2.19025091,3.0393259440447538,0.1319138022254834
948,II-VI,M_A,Ge,CdSe,0.983686499,2.707051869786963,0.09704624264112005
949,II-VI,M_A,Sn,CdSe,0.971654225,1.681532691656475,0.09924731412072209
950,II-VI,M_A,N,CdSe,4.508782411,2.4503743790617256,0.17956039568480453
951,II-VI,M_A,P,CdSe,2.18661099,2.155920419672971,0.11305104703229513
952,II-VI,M_A,As,CdSe,1.565161634,2.3649979799985155,0.1355739091053323
953,II-VI,M_A,Sb,CdSe,1.562180086,1.497200614087318,0.11476156923461646
954,II-VI,M_A,Bi,CdSe,1.443206871,1.3276882434103876,0.1427941325183563
955,II-VI,M_A,O,CdSe,4.2328610289999995,1.9528765596235473,0.1650121623612959
956,II-VI,M_A,S,CdSe,3.085077415,2.4849983247866434,0.0872342657074228
957,II-VI,M_A,Te,CdSe,2.258642777,1.90066361573501,0.1251051111631973
958,II-VI,M_A,F,CdSe,4.205700277,1.8888788714807347,0.19568780846392858
