,Type,Site,Impurity,AB,(0/-1)_DFT,train_mean,train_std
626,IV-IV,M_A,Ir,GeSn,0.127411,0.04982219638716015,0.05726903703287117
627,II-VI,M_i_B,F,CdTe,0.11909700000000001,0.29859369212336734,0.07108039515879329
628,IV-IV,M_B,Rh,SiSn,0.05775,0.09436079632064373,0.05929812392555669
629,II-VI,M_i_neut,F,CdTe,0.099952,0.2936051973438791,0.07856602852280119
630,II-VI,M_i_neut,Na,CdTe,1.8112150000000002,1.811657548571096,0.04410576664102478
631,II-VI,M_A,Y,CdTe,1.801722,1.6799406023926111,0.040091253394208465
632,II-VI,M_i_A,Pd,CdTe,1.510996,1.4722385891220722,0.017304144418816256
633,II-VI,M_i_B,Pd,CdSe,1.5236459999999998,1.6037848885708872,0.027774471585838102
634,II-VI,M_i_B,Hg,CdTe,1.704484,1.7705220375883155,0.037802392749073474
635,IV-IV,M_i_neut,Ge,Sn,0.232438,0.5118784868646348,0.03180418874689891
636,II-VI,M_i_B,Au,CdTe,1.3559290000000002,1.2982571311025508,0.027203323458066
637,IV-IV,M_i_neut,Zn,Ge,0.617734,0.7774416265626573,0.028191746862156343
638,II-VI,M_i_A,Au,CdTe,1.150216,1.2472302835426379,0.030539995829818437
639,II-VI,M_A,Rb,CdTe,0.38021,1.3388680913160271,0.04803692886097283
640,IV-IV,M_B,Ag,SiGe,0.314297,0.6150981070564419,0.04715605668115347
641,II-VI,M_i_A,Fe,CdSe,1.7463349999999997,1.700284377493667,0.026493115451425808
642,II-VI,M_i_A,Cl,CdTe,0.145508,0.48418264641841163,0.041891531768178024
643,IV-IV,M_i_A,Mg,Ge,0.74842,0.7902075121232327,0.035797079742306205
644,II-VI,M_A,Ti,CdTe,1.549305,1.3312587938375082,0.032593382601682847
645,II-VI,M_i_neut,Au,CdTe,1.562323,1.2280389372993228,0.02538912007784981
646,II-VI,M_i_B,Pd,CdTe,1.553018,1.5020586860004677,0.01981816105752828
647,III-V,M_A,Al,BAs,1.554859,1.2950842502027506,0.06335600589619729
648,III-V,M_i_A,F,GaAs,-0.099874,0.13929850104946292,0.09948714983526902
649,IV-IV,M_i_neut,Pd,SiGe,0.755111,0.763004297647373,0.020067738365533782
650,II-VI,M_i_neut,F,ZnSe,0.17815699999999998,0.7975044713629093,0.0834207372663843
651,II-VI,M_A,Sc,CdTe,1.7248900000000003,1.5214946525110729,0.037825960099078425
652,II-VI,M_B,Br,ZnSe,2.4899009999999997,1.6982351294347269,0.09959143971306163
653,II-VI,M_i_A,Ag,CdTe,1.629559,1.5046356893260486,0.015463153184353394
654,II-VI,M_A,Ni,CdTe,0.583584,0.8959663854710407,0.03506325109547635
655,II-VI,M_i_neut,Ag,CdTe,1.732507,1.489401788012745,0.018767284873134612
656,IV-IV,M_i_A,F,GeSn,0.067591,-0.27304444632733277,0.09793620158333297
657,II-VI,M_i_A,Hg,CdTe,1.686205,1.741346068707817,0.03242639637751628
658,II-VI,M_A,V,CdTe,1.346817,1.1581020373388868,0.031972495033464686
659,III-V,M_i_neut,Li,GaP,1.902543,1.472936225856965,0.06844424908004008
660,II-VI,M_A,Pd,CdTe,0.489799,1.0511966859677773,0.031075141946960465
661,IV-IV,M_i_neut,Sc,GeSn,1.2,0.7896905184132663,0.02650539263789999
662,II-VI,M_A,In,CdS,2.088316,2.057126849444688,0.040840960478157246
663,II-VI,M_A,Bi,CdTe,1.7866,1.5144324199473982,0.04702202868635974
664,II-VI,M_i_B,Ag,CdTe,1.74869,1.5354797529121191,0.024706399318660064
665,II-VI,M_i_neut,Pd,CdTe,1.569359,1.4604353884526442,0.014978292995734764
666,II-VI,M_A,As,CdTe,1.6327479999999999,1.0727191686043234,0.029760518888582964
667,II-VI,M_A,K,CdTe,0.279484,1.2964136934016621,0.05159694415300143
668,II-VI,M_i_B,Na,CdTe,1.787896,1.8188612426709203,0.04438532624184528
669,II-VI,M_i_neut,Li,CdTe,1.7934860000000001,1.7126052959448714,0.04877634688885737
670,III-V,M_B,S,GaSb,0.657301,-0.00864643250061869,0.05583383016075312
671,II-VI,M_A,V,CdS,1.9545080000000001,1.7384274339858965,0.03224198119664242
672,IV-IV,M_i_A,Au,GeSn,0.38645100000000004,0.4079762019599751,0.03822390692036693
673,II-VI,M_i_neut,Ag,CdSe,1.7940029999999998,1.6047406999965084,0.029429424381874982
674,II-VI,M_B,P,CdTe,0.06876499999999999,0.9560746866574874,0.04007396760156735
675,III-V,M_A,Pd,InSb,0.121841,0.18378663067462958,0.04212289063076628
676,II-VI,M_i_A,F,CdSe,0.082884,0.3869661142926689,0.08092534297008903
677,II-VI,M_i_A,Li,CdTe,1.753596,1.7129125875996998,0.05084909389669191
678,II-VI,M_i_A,Na,CdTe,1.787891,1.8035106809684422,0.04315707167409812
679,II-VI,M_A,Fe,CdTe,0.9685819999999999,1.0610941738411912,0.028986774018662027
680,IV-IV,M_A,Sc,SiGe,0.126986,0.5509062195817906,0.03792333710481328
681,II-VI,M_B,Cl,CdTe,1.640673,0.5312801773119523,0.05023197598329357
682,II-VI,M_B,As,CdTe,0.093086,1.0216449822709412,0.02877646964227402
683,II-VI,M_A,Al,ZnSe,2.432193,1.8134006904546212,0.07698899738582153
684,III-V,M_A,Ca,InAs,0.066192,0.7162740738220535,0.048366366118747645
685,III-V,M_A,Be,BP,0.26903499999999997,1.4227462333383596,0.06795905117364127
686,II-VI,M_A,Cr,CdTe,0.85885,1.0059251797082938,0.03655682840405708
687,II-VI,M_A,Co,CdTe,0.9651559999999999,0.9912452278033508,0.030781226560394222
688,II-VI,M_B,O,CdTe,0.974972,0.4064473162525317,0.08711912622798039
689,II-VI,M_B,Br,CdTe,1.6930189999999998,1.0999478956561002,0.08653390909764198
690,II-VI,M_i_B,Li,CdTe,1.757693,1.7092435951618214,0.04836226072422383
691,II-VI,M_B,I,CdS,2.280855,1.9651109083551397,0.06860349516603102
692,IV-IV,M_B,Pt,SiGe,0.28281,0.2884327875799067,0.059535606845248
693,IV-IV,M_A,Ag,SiSn,0.287649,0.2832817571953224,0.04122582317877511
694,II-VI,M_A,Hg,ZnO,1.825611,2.478796371065031,0.06541662628814743
695,IV-IV,M_A,Se,Ge,0.509911,0.14277926390000995,0.04207529598657007
696,II-VI,M_B,Br,CdS,2.234815,1.542105245915593,0.06392029915569551
697,II-VI,M_A,Ba,CdTe,1.739227,1.7552105370549227,0.0501072243179334
698,II-VI,M_B,I,CdTe,1.755441,1.3095372593374008,0.059666377778384294
699,IV-IV,M_A,B,SiSn,-0.065087,-0.1622614022569732,0.04639239155214161
700,II-VI,M_A,Si,CdTe,1.619768,1.0580916661037967,0.03309995453235835
701,IV-IV,M_i_B,Ga,GeSn,0.675589,0.7200540816774484,0.02562404566907971
702,IV-IV,M_i_A,Ca,Sn,0.5145770000000001,0.49452780211632774,0.045257739422779185
703,III-V,M_A,Cd,AlP,0.377373,1.5108749242262904,0.07136496275576305
704,II-VI,M_i_A,F,CdTe,0.05481799999999999,0.3006560573001823,0.09051988973746812
705,IV-IV,M_B,Hg,SiSn,-0.028769,0.14085212540864483,0.059958373832911735
706,IV-IV,M_B,Ti,SiGe,0.513935,0.5317119972455321,0.05005925715465032
707,IV-IV,M_A,Be,Sn,-0.263784,-0.28595375941043055,0.08582209274581958
708,IV-IV,M_A,Mn,SiSn,0.49140900000000004,0.24063975678474864,0.03984162751970021
709,III-V,M_A,Bi,InP,1.4927540000000001,1.4091976923780714,0.06936549653180271
710,III-V,M_A,Sn,GaP,1.885768,1.4648081032606959,0.060084607855317884
711,IV-IV,M_A,Ti,Si,0.694088,0.6872419387343106,0.047848248911320466
712,II-VI,M_i_neut,Mn,ZnTe,1.9609419999999997,1.7903623446158026,0.039406236216167304
713,II-VI,M_A,Sr,CdTe,1.6863700000000001,1.6602079028402428,0.04617934948370584
714,II-VI,M_A,Al,CdTe,1.638151,1.2343374488921397,0.03350256001969661
715,II-VI,M_A,Ga,ZnTe,1.671195,1.43436426293543,0.05600960584818305
716,IV-IV,M_i_neut,Mn,Si,0.7844260000000001,1.0302773578543054,0.03343364469659889
717,II-VI,M_A,Na,CdTe,0.168238,1.2468319003730968,0.04302277978509651
718,II-VI,M_A,Sn,CdTe,1.688809,1.287750225547467,0.032966516036004666
719,II-VI,M_A,Ga,CdTe,1.396946,1.2537301720766292,0.03285384678018657
720,IV-IV,M_A,Cr,SnC,1.206876,1.0002821574943146,0.06435211495909565
721,III-V,M_A,Ag,InSb,-0.000995,0.18284812005448975,0.039632923110452856
722,IV-IV,M_i_A,Zn,SiSn,0.639439,0.8777331741730496,0.031547755792618065
723,II-VI,M_A,In,CdTe,1.615171,1.4753990169094142,0.02941119589444976
724,III-V,M_i_A,Cr,AlP,1.948462,1.7693439845654453,0.04406490668384111
725,II-VI,M_A,Cu,CdTe,0.16797,0.8935218339537497,0.034865381224795565
726,IV-IV,M_A,Ge,SiC,2.0317369999999997,2.081248233710066,0.05268389899645338
727,III-V,M_i_B,Cu,InP,1.530883,1.2862892800332069,0.06326128654318763
728,II-VI,M_A,Au,CdTe,0.262151,0.9361919209077755,0.046947857210613585
729,II-VI,M_A,Pb,CdTe,1.6797220000000002,1.5132370047718324,0.04755884792510835
730,IV-IV,M_A,Bi,SiSn,0.792574,0.6634351542867135,0.05024298010307118
731,IV-IV,M_A,In,SiGe,0.202395,0.3874569881560226,0.0463385446194423
732,II-VI,M_A,Tl,CdTe,1.190799,1.6513052109595183,0.0371477545929779
733,III-V,M_i_B,Cu,AlSb,1.33171,1.288297433113346,0.06734570005690585
734,II-VI,M_A,Ca,CdTe,1.6366559999999999,1.6629415116000685,0.04628981308803227
735,III-V,M_A,Si,GaAs,1.221868,0.8559158340479573,0.042392911794175744
736,IV-IV,M_B,B,GeC,0.29596,1.4447896146665573,0.07355322814924109
737,II-VI,M_A,Ge,CdTe,1.618741,1.1027616971752248,0.030046850734092582
738,IV-IV,M_A,Au,Ge,0.129369,0.2443700157929664,0.06411769076306265
739,II-VI,M_A,Hf,CdTe,1.6817229999999999,1.6375010278529092,0.03712721305090223
740,II-VI,M_i_neut,Ni,CdSe,1.61043,1.4912446521471652,0.028740849480671144
741,II-VI,M_A,Pb,CdSe,1.6405439999999998,1.6222369633204798,0.04819981807672401
742,IV-IV,M_i_B,Ti,GeSn,0.616147,0.7282711578122478,0.02368895507132571
743,II-VI,M_A,Li,CdTe,0.077557,1.0533624882939043,0.05828120711848298
744,IV-IV,M_i_neut,Cu,Si,0.9395020000000001,0.8939074057768062,0.040013639736982305
745,II-VI,M_A,Ag,CdTe,0.174728,1.0068754106381999,0.033994325670343876
746,II-VI,M_A,Fe,ZnO,2.0725990000000003,2.049858279756735,0.05757163222525283
747,II-VI,M_A,Tl,CdSe,1.2986030000000002,1.771439701738285,0.046050768890110956
748,IV-IV,M_A,Sb,SiSn,0.8050069999999999,0.5035957012763905,0.032899032160902154
749,IV-IV,M_i_A,Ni,SiSn,0.502034,0.6392270597492973,0.026187925611611037
750,II-VI,M_B,S,CdTe,1.413447,0.8617461676831025,0.038389253824830404
751,II-VI,M_A,Be,CdTe,1.424126,1.159343208990015,0.052401360440443044
752,II-VI,M_A,Mn,CdTe,1.486931,1.137053760144734,0.0406912911600602
753,III-V,M_A,Ni,GaP,0.400332,1.1886839649462388,0.04699054202148043
754,II-VI,M_B,Se,CdTe,1.482451,1.134067382397538,0.04311682998965
755,II-VI,M_A,Zn,CdTe,1.4786270000000001,1.2469270950418594,0.030743820491892178
756,III-V,M_i_neut,Ni,InAs,0.936898,0.8672179235405617,0.030416334600385276
757,IV-IV,M_i_A,Cu,GeSn,0.45084399999999997,0.5531985291418755,0.021572830677065703
758,IV-IV,M_A,Sb,Sn,0.349439,0.06859778710996936,0.03826173138775302
759,II-VI,M_A,Hg,CdTe,1.524059,1.6091238445585496,0.04491311224791065
760,III-V,M_A,Al,InAs,0.845901,0.5883744013639337,0.06536517982726614
761,II-VI,M_A,Mg,CdTe,1.535854,1.3586696098625761,0.04419954145914833
762,IV-IV,M_B,Ge,GeSn,0.154357,0.27137819058072876,0.04734791009640672
763,III-V,M_B,As,InSb,0.5162640000000001,0.35744984492014076,0.05354401361322143
764,II-VI,M_B,Se,CdS,1.91698,1.713889171446175,0.05437085543786488
765,III-V,M_B,Ge,BSb,0.044601999999999996,0.517985043716996,0.055692185697345846
766,IV-IV,M_i_neut,Ni,SiGe,0.713055,0.720255750386454,0.019471015844704877
767,IV-IV,M_A,Cu,GeSn,0.055899000000000004,0.02014928757583125,0.048280958039862834
768,II-VI,M_i_A,Cr,ZnTe,2.036915,1.7812842854630588,0.040807740568840116
769,III-V,M_A,Al,GaSb,0.50279,0.7141407573195784,0.04284169235929094
770,II-VI,M_A,Cd,CdTe,1.551445,1.4125961823595232,0.032756386766324176
771,II-VI,M_B,Te,CdTe,1.55409,1.3013919595348806,0.04032026494192272
772,III-V,M_A,Al,AlSb,1.346501,1.1542653868568276,0.09932984609137797
773,IV-IV,M_A,Ge,Si,0.793689,0.6178427200335731,0.051684352702628326
774,II-VI,M_B,Se,ZnTe,1.812395,1.2883650836406624,0.06103425337375986
775,II-VI,M_A,Cu,CdSe,0.327425,0.981285070939947,0.0423256179952004
776,III-V,M_A,Fe,AlSb,0.41241700000000003,0.984414820780855,0.09235817117168844
777,IV-IV,M_A,Mn,Sn,-0.09643099999999999,-0.28566494958412464,0.03922464240247237
778,IV-IV,M_A,V,SiC,1.832427,1.9825120106545768,0.05206101229226938
779,III-V,M_A,Ti,AlAs,1.4695639999999999,1.3594125278931515,0.075698575888313
780,II-VI,M_A,Cu,ZnTe,0.24495,1.0961871066022677,0.055538974550910516
781,IV-IV,M_i_A,N,Ge,-0.042059,0.20946491002331227,0.05927560459991267
782,IV-IV,M_B,V,GeSn,0.369705,-0.045677764038601645,0.03845689925805957
783,III-V,M_B,N,BAs,1.272289,0.8272192952068054,0.06821560049699761
784,IV-IV,M_A,Cr,GeC,1.7774310000000002,1.4836651314810836,0.08156784226532005
785,IV-IV,M_A,Cr,Sn,-0.122201,-0.25319633143173004,0.03489466670690488
786,IV-IV,M_B,N,GeSn,-0.045221,-0.17756548610729767,0.07562069358757317
787,IV-IV,M_i_A,N,Sn,-0.114803,0.01907025138090766,0.05168973925647802
788,II-VI,M_i_neut,Hf,ZnO,3.05,2.7714863131341803,0.045333990256875525
789,II-VI,M_i_neut,Nb,ZnO,2.78,2.4983775489322406,0.03566247357986733
790,II-VI,M_B,Sr,ZnS,3.2,2.9906820933559466,0.06815351093990182
791,II-VI,M_B,Sc,CdO,1.95,1.9571750048496406,0.05142910616547081
792,II-VI,M_i_A,Zn,ZnO,2.9,2.6170912483798467,0.0340075695550451
793,II-VI,M_i_B,Zn,ZnO,2.89,2.6184516589487252,0.03718146282726165
794,II-VI,M_i_neut,Zn,ZnO,2.73,2.6088198865081655,0.03698105638029099
795,II-VI,M_i_B,O,ZnO,1.44,1.4157696040715702,0.05089642354124561
796,II-VI,M_i_neut,O,ZnO,0.8,1.4084152922372972,0.052701383392859354
797,II-VI,M_A,S,ZnS,1.35,1.8138526503747365,0.0684412281061428
798,II-VI,M_B,Zn,ZnS,2.18,2.362543694425044,0.08092654013759504
799,II-VI,M_i_B,Zn,ZnS,3.2,2.877923147490277,0.0436145727456848
800,II-VI,M_i_neut,Zn,ZnS,3.21,2.865248824090517,0.0418870153472261
801,II-VI,M_i_A,S,ZnS,1.27,2.151908881995792,0.047871404960087516
802,II-VI,M_i_B,S,ZnS,3.19,2.173617542539123,0.05018145573004293
803,II-VI,M_i_neut,S,ZnS,1.72,2.1553793142278095,0.05305577676705824
804,II-VI,M_A,Se,ZnSe,1.67,1.2703229147560402,0.04506186531130746
805,II-VI,M_B,Zn,ZnSe,1.65,1.8653323290939234,0.06056561669788805
806,II-VI,M_i_A,Zn,ZnSe,2.44,2.1755742353033702,0.036150116635160656
807,II-VI,M_i_B,Zn,ZnSe,2.45,2.184517366722198,0.03627033531372506
808,II-VI,M_i_neut,Zn,ZnSe,2.46,2.164455167767277,0.03424581115210857
809,II-VI,M_i_A,Se,ZnSe,1.17,1.6402104398747324,0.03700592919833835
810,II-VI,M_i_B,Se,ZnSe,1.26,1.665408629023308,0.04033216186873435
811,II-VI,M_i_neut,Se,ZnSe,1.54,1.6448279623516562,0.040048654935518006
812,II-VI,M_A,Te,ZnTe,1.6,1.1792294102917584,0.06075195507954454
813,II-VI,M_i_A,Zn,ZnTe,1.89,1.7921436611584745,0.041870985183298966
814,II-VI,M_i_B,Zn,ZnTe,1.99,1.8018247694571001,0.04329229372720075
815,II-VI,M_i_neut,Zn,ZnTe,1.95,1.770057194137014,0.04698506299443847
816,II-VI,M_i_A,Te,ZnTe,1.07,1.5830034786907419,0.0454896783448656
817,II-VI,M_i_B,Te,ZnTe,1.15,1.6163599006212508,0.04069740414508408
818,II-VI,M_i_neut,Te,ZnTe,1.35,1.5754992110873427,0.04606049055001033
819,II-VI,M_B,Cd,CdO,1.94,1.9106176796218768,0.04686952153281287
820,II-VI,M_i_A,Cd,CdO,1.85,1.9219588063984752,0.030008075124782197
821,II-VI,M_i_B,Cd,CdO,1.8,1.9209299914953668,0.02759538692451794
822,II-VI,M_i_A,O,CdO,0.55,0.586029867069595,0.04953007888872034
823,II-VI,M_i_B,O,CdO,0.7,0.5897266231844096,0.04700791354343455
824,III-V,M_B,Sr,InN,2.35,2.060680884045768,0.09507947442590546
825,III-V,M_B,B,BP,0.0,1.16013146382216,0.05820051372876419
826,III-V,M_A,P,BP,1.65,1.4405880619190323,0.1228369431412763
827,III-V,M_i_A,B,BP,1.75,1.567932326284987,0.0765990104992166
828,III-V,M_i_B,B,BP,1.78,1.5713541420838575,0.07037992024589905
829,III-V,M_i_neut,B,BP,1.51,1.5648321894757478,0.07631327385757192
830,III-V,M_i_A,P,BP,1.81,1.674126928560505,0.058869103047304416
831,III-V,M_i_B,P,BP,1.65,1.6759816294200605,0.06043371204975527
832,III-V,M_i_neut,P,BP,1.68,1.6719585184035701,0.062407668228359636
833,III-V,M_B,B,BAs,-0.2,0.9236752973481963,0.0703561053160147
834,III-V,M_A,As,BAs,1.54,1.2624407264158153,0.0609302424937553
835,III-V,M_i_A,B,BAs,1.5,1.420728716638444,0.05357923226754766
836,III-V,M_i_B,B,BAs,1.69,1.417920661617774,0.058782768448772976
837,III-V,M_i_neut,B,BAs,1.33,1.4182282219500328,0.0590592099849214
838,III-V,M_i_A,As,BAs,1.62,1.5592500393365043,0.04419432958375504
839,III-V,M_i_B,As,BAs,1.49,1.5785244971077077,0.04328679252003313
840,III-V,M_i_neut,As,BAs,1.53,1.5523060238704596,0.04235865273516058
841,III-V,M_B,B,BSb,-0.28,0.21984016548411747,0.07914879580338881
842,III-V,M_A,Sb,BSb,1.23,0.953539919691439,0.051370290282919256
843,III-V,M_i_A,B,BSb,1.03,0.8916163082927951,0.055214858477714526
844,III-V,M_i_B,B,BSb,1.18,0.9046381657603254,0.04894643887437935
845,III-V,M_i_neut,B,BSb,1.02,0.9031764782600092,0.04507402257368427
846,III-V,M_i_A,Sb,BSb,1.36,1.1906056843287038,0.033716800994595605
847,III-V,M_i_B,Sb,BSb,1.22,1.2296490780441032,0.03653114004984323
848,III-V,M_i_neut,Sb,BSb,1.24,1.1769853983593255,0.03504706280116776
849,III-V,M_B,Al,AlP,1.25,1.5513438798949875,0.054163260237436936
850,III-V,M_A,P,AlP,1.91,1.4176136834400634,0.09588971202186096
851,III-V,M_i_A,Al,AlP,2.3,2.0185122214012674,0.04344319471930225
852,III-V,M_i_B,Al,AlP,2.21,2.018279891718109,0.04358915842568921
853,III-V,M_i_neut,Al,AlP,2.1,2.013561720293452,0.04368761683400283
854,III-V,M_i_A,P,AlP,1.67,1.8817471592353356,0.04556994470717202
855,III-V,M_i_B,P,AlP,1.55,1.8762160768935872,0.04544939008488454
856,III-V,M_i_neut,P,AlP,1.86,1.8785417285899548,0.042040057433827584
857,III-V,M_B,Al,AlAs,0.82,1.2316998157713335,0.06626530968336353
858,III-V,M_A,As,AlAs,1.77,1.3528792622794474,0.09185426445951908
859,III-V,M_i_A,Al,AlAs,2.06,1.7822400873972533,0.03951073428965042
860,III-V,M_i_B,Al,AlAs,1.98,1.7877909286709035,0.03782624300305197
861,III-V,M_i_neut,Al,AlAs,1.88,1.7770792322963795,0.03980030940916408
862,III-V,M_i_A,As,AlAs,1.44,1.7458086497284913,0.04978683358506846
863,III-V,M_i_B,As,AlAs,1.32,1.7563012332920394,0.04485871381386184
864,III-V,M_i_neut,As,AlAs,1.6,1.7405590105788413,0.04510074059808264
865,III-V,M_B,Al,AlSb,0.22,0.8486653829601469,0.10850439862819156
866,III-V,M_A,Sb,AlSb,1.37,1.1637200289129737,0.10241151972380517
867,III-V,M_i_A,Al,AlSb,1.44,1.5451724701517218,0.07113089456259884
868,III-V,M_i_B,Al,AlSb,1.55,1.5540485520126992,0.07361596758701663
869,III-V,M_i_neut,Al,AlSb,1.31,1.5380268955434313,0.06654674696113748
870,III-V,M_i_A,Sb,AlSb,1.16,1.5703274152722915,0.060603792568927124
871,III-V,M_i_B,Sb,AlSb,1.08,1.607927701874138,0.059575671345074355
872,III-V,M_i_A,Ga,GaN,3.42,3.4559577301327167,0.045783120390660605
873,III-V,M_i_B,Ga,GaN,3.55,3.4565695533436966,0.04700372047956931
874,III-V,M_i_neut,Ga,GaN,3.31,3.433975401403006,0.04575445718839668
875,III-V,M_B,Ga,GaP,0.57,1.4171377646495809,0.05735284610910147
876,III-V,M_A,P,GaP,1.65,1.2928877607890232,0.06089493262596744
877,III-V,M_i_A,Ga,GaP,1.93,1.6866202856858046,0.05125779687599366
878,III-V,M_i_B,Ga,GaP,1.99,1.6848334108034018,0.05040581969459056
879,III-V,M_i_neut,Ga,GaP,1.76,1.6775887090697637,0.05533938925085021
880,III-V,M_i_A,P,GaP,1.37,1.5769475173518859,0.054656505156875264
881,III-V,M_i_B,P,GaP,1.59,1.586055025269106,0.054069940532322454
882,III-V,M_i_neut,P,GaP,1.71,1.5804812386622928,0.057227645624843775
883,III-V,M_B,Ga,GaAs,0.11,0.7853071512523095,0.046377099527612195
884,III-V,M_A,As,GaAs,1.01,0.9418326131912199,0.03860313186737035
885,III-V,M_i_A,Ga,GaAs,1.37,1.1965605023741666,0.035960801982609925
886,III-V,M_i_B,Ga,GaAs,1.41,1.2074247522352757,0.03731941171277991
887,III-V,M_i_neut,Ga,GaAs,1.2,1.1806835139770389,0.035487079542533405
888,III-V,M_i_A,As,GaAs,0.95,1.1900085278642507,0.028689997232459775
889,III-V,M_i_B,As,GaAs,1.14,1.217101835160248,0.03694629013971639
890,III-V,M_i_neut,As,GaAs,1.19,1.1975133427791846,0.029750466269157727
891,III-V,M_B,Ga,GaSb,-0.11,0.31128225951559135,0.05193381088689455
892,III-V,M_A,Sb,GaSb,0.75,0.7920869006579825,0.03789026029345072
893,III-V,M_i_A,Ga,GaSb,0.93,0.8972331853745921,0.030198438148753087
894,III-V,M_i_B,Ga,GaSb,1.02,0.9097779012272624,0.026544540709439946
895,III-V,M_i_neut,Ga,GaSb,0.83,0.8754682199280026,0.029550678800302665
896,III-V,M_i_A,Sb,GaSb,0.81,1.0047045008090727,0.020531105199344785
897,III-V,M_i_B,Sb,GaSb,0.99,1.042249948735811,0.024474482609718726
898,III-V,M_i_neut,Sb,GaSb,0.95,0.9936034525366413,0.02054639669439725
899,III-V,M_i_A,In,InN,2.16,2.011018855483902,0.03326274588519499
900,III-V,M_i_B,In,InN,2.0,2.00587622135426,0.04242602846606923
901,III-V,M_i_A,N,InN,1.02,1.4460258863185118,0.07035589428388446
902,III-V,M_i_B,N,InN,1.09,1.4469630123415076,0.06215094851125323
903,III-V,M_i_neut,N,InN,1.24,1.4572053369645586,0.062091321156995186
904,III-V,M_B,In,InP,0.72,1.3885089155194947,0.07414016810423414
905,III-V,M_A,P,InP,1.39,0.9034421321754795,0.06830931090173273
906,III-V,M_i_A,In,InP,1.7,1.5681592864935863,0.05433766769370126
907,III-V,M_i_B,In,InP,1.71,1.5665613890173746,0.045008259108962195
908,III-V,M_i_neut,In,InP,1.65,1.5563282270797711,0.05166134717540417
909,III-V,M_i_A,P,InP,1.14,1.3651101808299344,0.06214721602193471
910,III-V,M_i_B,P,InP,1.39,1.36609888654085,0.06979697668300448
911,III-V,M_i_neut,P,InP,1.53,1.366508832172594,0.062456621128917915
912,III-V,M_B,In,InAs,0.45,0.7940465718015237,0.059781679218339524
913,III-V,M_A,As,InAs,0.93,0.6544361424856664,0.05375973900048451
914,III-V,M_i_A,In,InAs,1.15,1.1623718955867812,0.03247488976567515
915,III-V,M_i_B,In,InAs,1.16,1.1743329708469168,0.03751078021378256
916,III-V,M_i_neut,In,InAs,1.15,1.1450139648424855,0.032382922259692054
917,III-V,M_i_A,As,InAs,0.9,1.0977890447346776,0.033995489288868336
918,III-V,M_i_B,As,InAs,1.1,1.1142698659113544,0.033608306889702705
919,III-V,M_i_neut,As,InAs,1.08,1.096307499945909,0.028986236821468944
920,III-V,M_B,In,InSb,0.12,0.2853560418674851,0.04985349676591337
921,III-V,M_A,Sb,InSb,0.66,0.5501268624927983,0.05157066414604625
922,III-V,M_i_A,In,InSb,0.93,0.9143906942246763,0.020810249223472556
923,III-V,M_i_B,In,InSb,0.95,0.9397288408428937,0.027028065187658216
924,III-V,M_i_neut,In,InSb,0.93,0.8934960683363098,0.022938620478386445
925,III-V,M_i_A,Sb,InSb,0.8,0.9754657471759934,0.024519390899143418
926,III-V,M_i_B,Sb,InSb,0.94,1.009880411216526,0.023657192818107662
927,III-V,M_i_neut,Sb,InSb,0.91,0.963047103285723,0.02257716974510375
928,IV-IV,M_i_A,In,SiC,2.91,2.5880872761083737,0.05095009610017506
929,IV-IV,M_i_neut,Br,SiC,2.47,1.7413503668154466,0.08524821592078465
930,IV-IV,M_A,Ba,GeC,1.12,1.9394364920783673,0.0754311393760305
931,IV-IV,M_i_A,Sn,GeC,2.57,2.1592306499699303,0.04546464522884968
932,IV-IV,M_i_A,S,GeC,1.63,1.5840816224881444,0.06359137525704588
933,IV-IV,M_i_A,Se,GeC,2.03,1.7283116776477996,0.05361765976522028
934,IV-IV,M_i_neut,Pb,GeC,2.45,2.2311212452036937,0.04944112594124235
935,IV-IV,M_i_A,Se,SnC,1.47,1.372253116022728,0.04377045670887692
936,IV-IV,M_i_A,Si,Si,1.01,0.9610872283317023,0.032553449507141695
937,IV-IV,M_i_neut,Si,Si,0.91,0.9597499524453095,0.03654798815714035
938,IV-IV,M_i_A,Ge,Ge,0.73,0.7139086176390709,0.029156048335218284
939,IV-IV,M_i_neut,Ge,Ge,0.4,0.7076742223808363,0.028564354382109435
940,IV-IV,M_i_A,Sn,Sn,0.52,0.579684532553349,0.03540827720310105
941,IV-IV,M_A,C,SiC,1.94,1.5169163659773837,0.06618368259840653
942,IV-IV,M_B,Si,SiC,2.23,2.1404640850823937,0.07035314110124993
943,IV-IV,M_i_A,C,SiC,1.91,1.963969949350533,0.05609851795996047
944,IV-IV,M_i_B,C,SiC,2.32,1.9642594485654186,0.0543853794693175
945,IV-IV,M_i_neut,C,SiC,2.26,1.9644283971265548,0.053730057346429556
946,IV-IV,M_i_A,Si,SiC,2.68,2.3838752157428713,0.038619209950433796
947,IV-IV,M_i_B,Si,SiC,2.44,2.3786161609034524,0.04064817807142944
948,IV-IV,M_i_neut,Si,SiC,2.54,2.3765856797629987,0.042069105601762316
949,IV-IV,M_A,C,GeC,1.97,1.0741726543006902,0.07785424799761367
950,IV-IV,M_B,Ge,GeC,2.27,2.022567222550742,0.05509772186186253
951,IV-IV,M_i_A,C,GeC,1.42,1.5697207636169885,0.06710824732341655
952,IV-IV,M_i_neut,C,GeC,2.21,1.5896720895802106,0.06797113418375117
