,Type,Site,Impurity,AB,(+2/+1)_DFT,train_mean,train_std
612,II-VI,M_A,As,ZnSe,-0.474671,-0.10058847296667199,0.03371907976425421
613,III-V,M_B,S,AlSb,-0.451545,0.06579817901036586,0.048039981823719095
614,II-VI,M_A,Te,CdTe,0.378502,-0.10106572982962528,0.0231178963871328
615,II-VI,M_i_A,K,CdTe,-0.325785,-0.11158430110308362,0.046193665784558156
616,II-VI,M_i_A,Tl,CdTe,-0.317764,0.37166608346280683,0.024364081216897326
617,II-VI,M_A,P,CdTe,-0.446798,-0.18212148258536975,0.023358266848377364
618,II-VI,M_A,Pt,CdTe,-0.361175,-0.2799979692204941,0.027260895361641183
619,III-V,M_i_neut,Be,InN,0.40988100000000005,0.7278652977938312,0.054395130336278734
620,II-VI,M_B,F,CdTe,-0.522832,-0.9087158692507525,0.07078554099774541
621,II-VI,M_i_neut,Cu,CdTe,-0.374386,-0.14924242297887302,0.028065748683803942
622,II-VI,M_i_A,Au,CdSe,-0.373456,-0.0006394095323642047,0.03675038894006258
623,III-V,M_i_B,Ag,GaAs,-0.34485,-0.3406262372297661,0.03788146534150626
624,IV-IV,M_A,S,Ge,-0.303577,-0.6200940113669045,0.04674009254507887
625,III-V,M_i_A,Tl,InAs,-0.170801,-0.022235358193744392,0.030398450777886523
626,IV-IV,M_A,Ir,GeSn,-0.353229,-0.7811317466438796,0.04377596183491724
627,II-VI,M_i_B,F,CdTe,-0.486683,-0.4644996269815862,0.07413086172060987
628,IV-IV,M_B,Rh,SiSn,-0.63283,-0.6810095957180244,0.04241272555281381
629,II-VI,M_i_neut,F,CdTe,-0.503402,-0.47526963922697607,0.0720995145191617
630,II-VI,M_i_neut,Na,CdTe,-0.353599,-0.5087619393492222,0.07251840470796113
631,II-VI,M_A,Y,CdTe,-0.41202,0.07192213285231205,0.028749790525844556
632,II-VI,M_i_A,Pd,CdTe,-0.372297,0.20640687442563616,0.01780060686834106
633,II-VI,M_i_B,Pd,CdSe,-0.22072199999999997,0.36709532983331206,0.019064918196013792
634,II-VI,M_i_B,Hg,CdTe,0.324962,0.517835804760964,0.02630444605641369
635,IV-IV,M_i_neut,Ge,Sn,-0.197668,0.04581070521101071,0.02464256184191022
636,II-VI,M_i_B,Au,CdTe,-0.353977,-0.10031563523488476,0.03169863309189447
637,IV-IV,M_i_neut,Zn,Ge,-0.09049700000000001,0.10397692923544692,0.03010233058679738
638,II-VI,M_i_A,Au,CdTe,-0.39357,-0.15176814569472508,0.03797384485983397
639,II-VI,M_A,Rb,CdTe,-0.23230100000000004,-0.3758308271620398,0.05462733078383863
640,IV-IV,M_B,Ag,SiGe,-0.572554,-0.49021203135355884,0.047375675469698356
641,II-VI,M_i_A,Fe,CdSe,0.424605,0.6526976890603102,0.026457358945080167
642,II-VI,M_i_A,Cl,CdTe,-0.44413800000000003,-0.3180866763740223,0.026455335027876777
643,IV-IV,M_i_A,Mg,Ge,-0.05376,0.21321430185856513,0.03538216133347982
644,II-VI,M_A,Ti,CdTe,0.139049,0.08513012011893865,0.027305487119061424
645,II-VI,M_i_neut,Au,CdTe,-0.32669499999999996,-0.1281653916979148,0.03504611836910573
646,II-VI,M_i_B,Pd,CdTe,-0.318839,0.23656101150579573,0.018806475615973352
647,III-V,M_A,Al,BAs,-0.746654,-0.11428822355704912,0.07095679549185076
648,III-V,M_i_A,F,GaAs,-0.676495,-0.569182377769296,0.07013755758847016
649,IV-IV,M_i_neut,Pd,SiGe,-0.498867,-0.14188147726592448,0.03059974636421468
650,II-VI,M_i_neut,F,ZnSe,-0.662732,-0.6151377059250352,0.08212412129041971
651,II-VI,M_A,Sc,CdTe,-0.49996,-0.051824895952722584,0.03649270416247971
652,II-VI,M_B,Br,ZnSe,-0.602633,-0.5805712348273607,0.056792569765435966
653,II-VI,M_i_A,Ag,CdTe,-0.398364,-0.1735769476398989,0.03159152610933114
654,II-VI,M_A,Ni,CdTe,-0.484543,-0.5569005849224233,0.031639417213633635
655,II-VI,M_i_neut,Ag,CdTe,-0.342256,-0.15725107650718104,0.033547516504125616
656,IV-IV,M_i_A,F,GeSn,-0.399922,-0.1608811964006654,0.07586439328230843
657,II-VI,M_i_A,Hg,CdTe,-0.12420999999999999,0.458314222290605,0.02286900793728905
658,II-VI,M_A,V,CdTe,-0.438899,0.01998939881138024,0.02288199834742408
659,III-V,M_i_neut,Li,GaP,-0.46898900000000004,-0.41411198777927627,0.1330002992215017
660,II-VI,M_A,Pd,CdTe,-0.436217,-0.39786996062789914,0.023200524577054633
661,IV-IV,M_i_neut,Sc,GeSn,0.26059499999999997,0.2552375492376684,0.03128226286849999
662,II-VI,M_A,In,CdS,-0.51067,0.2544333380476009,0.03545597629924782
663,II-VI,M_A,Bi,CdTe,-0.398596,-0.09179687329089066,0.025396490556020612
664,II-VI,M_i_B,Ag,CdTe,-0.370327,-0.1467224168170867,0.03152002150229575
665,II-VI,M_i_neut,Pd,CdTe,-0.32261999999999996,0.22135089127297652,0.01890382131848153
666,II-VI,M_A,As,CdTe,-0.47752,-0.24614816991472618,0.021870124696670178
667,II-VI,M_A,K,CdTe,-0.250814,-0.47031212926051175,0.04598710502817699
668,II-VI,M_i_B,Na,CdTe,-0.39656399999999997,-0.5079231484055879,0.07564581385739258
669,II-VI,M_i_neut,Li,CdTe,-0.38358200000000003,-0.279713320324724,0.06937653912540079
670,III-V,M_B,S,GaSb,-0.362014,-0.427983667789924,0.03931240322994
671,II-VI,M_A,V,CdS,-0.027644,0.42613170942718115,0.03605014047050397
672,IV-IV,M_i_A,Au,GeSn,-0.13403800000000002,-0.1761021773375222,0.041795546098634624
673,II-VI,M_i_neut,Ag,CdSe,-0.37793499999999997,-0.017348922490326095,0.03374950211456178
674,II-VI,M_B,P,CdTe,-0.5559390000000001,-0.181814223459202,0.0236125570082577
675,III-V,M_A,Pd,InSb,-0.504184,-0.6257180538083663,0.04185453034402868
676,II-VI,M_i_A,F,CdSe,-0.5390520000000001,-0.3041960122315581,0.06554903189991293
677,II-VI,M_i_A,Li,CdTe,-0.4095,-0.2819667529578925,0.06976695968658768
678,II-VI,M_i_A,Na,CdTe,-0.377083,-0.5163729428325226,0.08281357152425671
679,II-VI,M_A,Fe,CdTe,-0.512202,-0.1505281000172991,0.021817693173643304
680,IV-IV,M_A,Sc,SiGe,-0.523924,-0.44379397296315676,0.03843982574573613
681,II-VI,M_B,Cl,CdTe,-0.46208999999999995,-0.8641832819596766,0.030228848049289582
682,II-VI,M_B,As,CdTe,-0.511425,-0.16799467401053766,0.020755902669513604
683,II-VI,M_A,Al,ZnSe,-0.643995,-0.17081344876608054,0.03419584508193631
684,III-V,M_A,Ca,InAs,-0.424677,0.21791670547040684,0.03933578923371323
685,III-V,M_A,Be,BP,-0.882383,0.3897114393094636,0.05914629637786689
686,II-VI,M_A,Cr,CdTe,-0.335538,-0.1931558881098627,0.023255420933176195
687,II-VI,M_A,Co,CdTe,-0.5831109999999999,-0.4584897092809017,0.026104549250272925
688,II-VI,M_B,O,CdTe,-0.6211949999999999,-0.8900388280081133,0.04154117028089853
689,II-VI,M_B,Br,CdTe,-0.44466999999999995,-0.7766926451569173,0.04073621262336865
690,II-VI,M_i_B,Li,CdTe,-0.414292,-0.28149460289034733,0.0697271865115732
691,II-VI,M_B,I,CdS,-0.38047,-0.2765466262297863,0.04565739825672061
692,IV-IV,M_B,Pt,SiGe,-0.49647700000000006,-0.39499868145156036,0.044406951588968395
693,IV-IV,M_A,Ag,SiSn,-0.48116400000000004,-0.8678080883724941,0.04294579558608705
694,II-VI,M_A,Hg,ZnO,-0.807495,-0.16356824069093806,0.04273962976432989
695,IV-IV,M_A,Se,Ge,-0.24203899999999998,-0.6232138023384685,0.04293506995010278
696,II-VI,M_B,Br,CdS,-0.40771399999999997,-0.28327529507221894,0.04653580561841868
697,II-VI,M_A,Ba,CdTe,-0.306601,0.022965519655659274,0.03644822786509438
698,II-VI,M_B,I,CdTe,-0.42353,-0.586935844089421,0.025368550102157383
699,IV-IV,M_A,B,SiSn,-0.722867,-0.9565292439860922,0.030429143305865682
700,II-VI,M_A,Si,CdTe,0.318067,-0.2691610346517589,0.03340596909787496
701,IV-IV,M_i_B,Ga,GeSn,-0.084904,-0.05245219229133322,0.024215657203174142
702,IV-IV,M_i_A,Ca,Sn,-0.114471,0.1757072237499212,0.028362272570777367
703,III-V,M_A,Cd,AlP,-0.491254,0.08811677295752356,0.04858750703241333
704,II-VI,M_i_A,F,CdTe,-0.537222,-0.4775820185949824,0.07351549563866523
705,IV-IV,M_B,Hg,SiSn,-0.63145,-0.6338428941606569,0.045455587195065594
706,IV-IV,M_B,Ti,SiGe,-0.664554,-0.35478714129895217,0.023679921921739632
707,IV-IV,M_A,Be,Sn,-0.623436,-0.5752150372027944,0.054662964644503015
708,IV-IV,M_A,Mn,SiSn,-1.233989,-0.9358089170504463,0.03154954794578598
709,III-V,M_A,Bi,InP,-0.049039,0.11609263387715578,0.04307919106775191
710,III-V,M_A,Sn,GaP,-0.433487,0.36374751682585893,0.049841774385959256
711,IV-IV,M_A,Ti,Si,-0.605338,-0.8355092522835399,0.03139117344343875
712,II-VI,M_i_neut,Mn,ZnTe,0.48437399999999997,0.732913428862109,0.028298820419703496
713,II-VI,M_A,Sr,CdTe,-0.383723,0.1668287396043412,0.037370769239539074
714,II-VI,M_A,Al,CdTe,-0.517566,-0.3576108031797496,0.030041459616762575
715,II-VI,M_A,Ga,ZnTe,-0.483833,-0.21009211139627032,0.03670011472130025
716,IV-IV,M_i_neut,Mn,Si,-0.131216,-0.23183713408852952,0.03703204420819749
717,II-VI,M_A,Na,CdTe,-0.454164,-0.6944825977292657,0.04764380100299635
718,II-VI,M_A,Sn,CdTe,0.055687,-0.09535202645821209,0.023330511234626625
719,II-VI,M_A,Ga,CdTe,-0.48535,-0.22629524585554156,0.0254531906803492
720,IV-IV,M_A,Cr,SnC,-0.49507299999999993,-0.5819311292564233,0.046271420948921144
721,III-V,M_A,Ag,InSb,-0.5171140000000001,-0.5851010358568896,0.04125628350476539
722,IV-IV,M_i_A,Zn,SiSn,-0.324642,-0.06208233287945673,0.02703766756096887
723,II-VI,M_A,In,CdTe,-0.487208,-0.1250076477216796,0.024039396586982887
724,III-V,M_i_A,Cr,AlP,0.515011,0.7508090965821237,0.028173005973741783
725,II-VI,M_A,Cu,CdTe,-0.510991,-0.770536401430778,0.031743531272757
726,IV-IV,M_A,Ge,SiC,-0.8996120000000001,-0.2419539672435868,0.04083519405109369
727,III-V,M_i_B,Cu,InP,-0.31408200000000003,-0.10342410940114995,0.036357057753292864
728,II-VI,M_A,Au,CdTe,-0.44155900000000003,-0.5698811210637947,0.03179852013094013
729,II-VI,M_A,Pb,CdTe,-0.311704,-0.2628361457906975,0.024499910697973845
730,IV-IV,M_A,Bi,SiSn,-0.29831199999999997,-0.7834594019945211,0.02848745583591594
731,IV-IV,M_A,In,SiGe,-0.496036,-0.6284362985301524,0.0324447747136344
732,II-VI,M_A,Tl,CdTe,-0.4262,-0.22167123366555613,0.028617021311242292
733,III-V,M_i_B,Cu,AlSb,-0.335965,-0.15543227245704455,0.037460064904981556
734,II-VI,M_A,Ca,CdTe,-0.434909,0.013735059929262683,0.03686988480427197
735,III-V,M_A,Si,GaAs,-0.516783,-0.1411200512145177,0.056259645793917554
736,IV-IV,M_B,B,GeC,-0.789783,-0.06487183018098136,0.06556066061299211
737,II-VI,M_A,Ge,CdTe,-0.106681,-0.20704292946422537,0.029342427528042357
738,IV-IV,M_A,Au,Ge,-0.605626,-0.8123670232571479,0.04093164530931251
739,II-VI,M_A,Hf,CdTe,0.796767,0.32636307044167834,0.026551767755476526
740,II-VI,M_i_neut,Ni,CdSe,0.005502,0.26147468361360515,0.021363780781661238
741,II-VI,M_A,Pb,CdSe,-0.194327,-0.13201595962508156,0.026655121714301275
742,IV-IV,M_i_B,Ti,GeSn,0.032681,0.01426973779474186,0.026010979359635134
743,II-VI,M_A,Li,CdTe,-0.531794,-1.007439690984397,0.06141483444231746
744,IV-IV,M_i_neut,Cu,Si,-0.32921,-0.3060554661674383,0.042431217141754254
745,II-VI,M_A,Ag,CdTe,-0.499572,-0.7762025050213126,0.031154934175993233
746,II-VI,M_A,Fe,ZnO,-0.44000900000000004,0.001588982617379291,0.04155321404160614
747,II-VI,M_A,Tl,CdSe,-0.44008800000000003,-0.11038188059413763,0.028296372215630458
748,IV-IV,M_A,Sb,SiSn,-0.33303,-0.7620688267339693,0.028506746182667818
749,IV-IV,M_i_A,Ni,SiSn,-0.5091220000000001,-0.24113500996983608,0.022823523680998818
750,II-VI,M_B,S,CdTe,-0.571714,-0.5336114820046969,0.029423490545938635
751,II-VI,M_A,Be,CdTe,-0.619502,0.045878625902159395,0.0322564043572236
752,II-VI,M_A,Mn,CdTe,-0.531175,0.03430096231453696,0.023671064991245962
753,III-V,M_A,Ni,GaP,-0.5686640000000001,-1.165319017094615,0.07200412405179221
754,II-VI,M_B,Se,CdTe,-0.5223800000000001,-0.44633587169208494,0.027043580540917274
755,II-VI,M_A,Zn,CdTe,-0.54867,-0.20585002592223905,0.022433648621173752
756,III-V,M_i_neut,Ni,InAs,-0.195912,-0.07606244600030435,0.0320732939720897
757,IV-IV,M_i_A,Cu,GeSn,-0.152166,-0.3463007745860408,0.03239365261141674
758,IV-IV,M_A,Sb,Sn,-0.300113,-0.79253566031526,0.034712244442786554
759,II-VI,M_A,Hg,CdTe,-0.48872,-0.10094022215936378,0.025236890396694942
760,III-V,M_A,Al,InAs,-0.511957,-0.3679145523685724,0.040558580335396534
761,II-VI,M_A,Mg,CdTe,-0.503356,0.18635741848287696,0.03307461519294099
762,IV-IV,M_B,Ge,GeSn,-0.39329200000000003,-0.6852537575801012,0.03933727519592682
763,III-V,M_B,As,InSb,-0.450491,-0.39431551871053505,0.040449163590093894
764,II-VI,M_B,Se,CdS,-0.45315,-0.12532753064234528,0.05135262413960802
765,III-V,M_B,Ge,BSb,-0.900553,-0.3369907319587943,0.038326056869032434
766,IV-IV,M_i_neut,Ni,SiGe,-0.44364,-0.11692894681797306,0.024724441555139618
767,IV-IV,M_A,Cu,GeSn,-0.43805299999999997,-0.8741778161966863,0.045714304733855765
768,II-VI,M_i_A,Cr,ZnTe,-0.06334400000000001,0.6072840021282658,0.022270981913438015
769,III-V,M_A,Al,GaSb,-0.478335,-0.14857251253283116,0.04056408947531399
770,II-VI,M_A,Cd,CdTe,-0.49801999999999996,-0.10344540464988541,0.02261367695112201
771,II-VI,M_B,Te,CdTe,-0.490838,-0.2424786547643162,0.023847882410809464
772,III-V,M_A,Al,AlSb,-0.520772,-0.32183495576413634,0.04956725896917348
773,IV-IV,M_A,Ge,Si,-0.666704,-0.8794170816795084,0.030841442096797633
774,II-VI,M_B,Se,ZnTe,-0.5983069999999999,-0.5309918953424766,0.029090229575780134
775,II-VI,M_A,Cu,CdSe,-0.539239,-0.6145899801807894,0.03295313090435941
776,III-V,M_A,Fe,AlSb,-0.8654200000000001,-0.5895049699164582,0.049369968601794045
777,IV-IV,M_A,Mn,Sn,-0.545624,-0.9500581834543652,0.04668143286542671
778,IV-IV,M_A,V,SiC,-0.901697,-0.28739347537788684,0.0459144761802987
779,III-V,M_A,Ti,AlAs,-0.535745,-0.26428789666698904,0.05266800240643523
780,II-VI,M_A,Cu,ZnTe,-0.536331,-0.8501910042902008,0.03686078868595587
781,IV-IV,M_i_A,N,Ge,-0.469733,-0.35132238764847346,0.0437293684730171
782,IV-IV,M_B,V,GeSn,-0.739866,-0.6161057595438446,0.036614890213295156
783,III-V,M_B,N,BAs,-1.1419350000000001,-0.516134205807737,0.05244643951684246
784,IV-IV,M_A,Cr,GeC,-0.784745,-0.29838714232031166,0.05015546894661565
785,IV-IV,M_A,Cr,Sn,-1.500122,-1.0481697798320742,0.045938027782833346
786,IV-IV,M_B,N,GeSn,-0.460739,-0.9651759157358641,0.05698575407046178
787,IV-IV,M_i_A,N,Sn,-0.44782700000000003,-0.5934679015319635,0.051472155698251955
788,II-VI,M_i_neut,Hf,ZnO,1.75,1.0330341906629368,0.03629030493691587
789,II-VI,M_i_neut,Nb,ZnO,2.01,0.71996979941035,0.044345315765017976
790,II-VI,M_B,Sr,ZnS,2.07,1.6870364779909857,0.07030122051145683
791,II-VI,M_B,Sc,CdO,1.04,0.6242002554308084,0.07418902421019063
792,II-VI,M_i_A,Zn,ZnO,0.77,0.6867844665776136,0.037779288586123255
793,II-VI,M_i_B,Zn,ZnO,0.73,0.691055011490148,0.034941163184824535
794,II-VI,M_i_neut,Zn,ZnO,0.64,0.6901884457046121,0.0369796307167928
795,II-VI,M_i_B,O,ZnO,-0.78,-0.45208375359048647,0.06025228531594011
796,II-VI,M_i_neut,O,ZnO,-0.81,-0.47032994158271624,0.057057419390654535
797,II-VI,M_A,S,ZnS,-0.38,-0.01284102916732607,0.04599980398183213
798,II-VI,M_B,Zn,ZnS,1.33,0.6428981006527795,0.04430247435001134
799,II-VI,M_i_B,Zn,ZnS,1.73,1.0817469886458564,0.03493759984997294
800,II-VI,M_i_neut,Zn,ZnS,1.47,1.0799298910831145,0.032846533917867134
801,II-VI,M_i_A,S,ZnS,-0.37,0.3073543859388799,0.03888569421770071
802,II-VI,M_i_B,S,ZnS,-0.51,0.3081078331221979,0.0370600145984328
803,II-VI,M_i_neut,S,ZnS,0.56,0.3188752943968708,0.039815085698931135
804,II-VI,M_A,Se,ZnSe,0.29,-0.3312659604881318,0.03615926650245422
805,II-VI,M_B,Zn,ZnSe,1.0,0.7418985454677756,0.05024798782556559
806,II-VI,M_i_A,Zn,ZnSe,0.72,0.8043640808971094,0.025078765062540417
807,II-VI,M_i_B,Zn,ZnSe,1.26,0.8218242982339723,0.02634639506525027
808,II-VI,M_i_neut,Zn,ZnSe,1.03,0.8145126306512667,0.025990511066975787
809,II-VI,M_i_A,Se,ZnSe,-0.08,0.14955534661751718,0.022716264621853485
810,II-VI,M_i_B,Se,ZnSe,0.08,0.1682123653037705,0.023854710464178305
811,II-VI,M_i_neut,Se,ZnSe,0.57,0.16041823489201204,0.02071086675542484
812,II-VI,M_A,Te,ZnTe,0.38,-0.26547603649995716,0.029852224815267045
813,II-VI,M_i_A,Zn,ZnTe,0.18,0.658731678710265,0.024591097920352713
814,II-VI,M_i_B,Zn,ZnTe,0.69,0.6878394543460725,0.02675521483595155
815,II-VI,M_i_neut,Zn,ZnTe,0.22,0.6689935987231749,0.02538221272129147
816,II-VI,M_i_A,Te,ZnTe,0.15,0.2167757321708173,0.021583999051341198
817,II-VI,M_i_B,Te,ZnTe,0.3,0.2579677265440748,0.022073475569138204
818,II-VI,M_i_neut,Te,ZnTe,0.56,0.23883768390792176,0.020243212818473435
819,II-VI,M_B,Cd,CdO,0.61,0.348552976073676,0.0616502334754812
820,II-VI,M_i_A,Cd,CdO,0.36,0.6308578802085746,0.032775972821295345
821,II-VI,M_i_B,Cd,CdO,0.3,0.6250479025202169,0.027767917046063937
822,II-VI,M_i_A,O,CdO,-0.45,-0.3485698927372386,0.04550766784295961
823,II-VI,M_i_B,O,CdO,-0.56,-0.35347397952224613,0.0405346757087877
824,III-V,M_B,Sr,InN,1.59,1.295617821119004,0.0710807215641108
825,III-V,M_B,B,BP,-1.01,-0.6139139442056685,0.04605199301964988
826,III-V,M_A,P,BP,0.53,0.5464797618484177,0.0980780508297685
827,III-V,M_i_A,B,BP,-0.27,-0.3926989430418139,0.03989040801771586
828,III-V,M_i_B,B,BP,-0.41,-0.38358478834566573,0.04222624500281598
829,III-V,M_i_neut,B,BP,-0.31,-0.3895395005954912,0.03752834983499996
830,III-V,M_i_A,P,BP,0.68,0.2668778799779311,0.04513316787385938
831,III-V,M_i_B,P,BP,0.75,0.27409362771541523,0.041662672365633154
832,III-V,M_i_neut,P,BP,-0.14,0.2607994925267493,0.04093023092525513
833,III-V,M_B,B,BAs,-1.12,-0.686299063346772,0.04908813630240335
834,III-V,M_A,As,BAs,0.43,0.09193694034527308,0.07064626909168463
835,III-V,M_i_A,B,BAs,-0.62,-0.5923484188600524,0.035494567067940686
836,III-V,M_i_B,B,BAs,-0.55,-0.5846545975824011,0.035655429675310726
837,III-V,M_i_neut,B,BAs,-0.46,-0.5834071217268196,0.03258939961168682
838,III-V,M_i_A,As,BAs,0.62,-0.006481434630443442,0.032460726025331774
839,III-V,M_i_B,As,BAs,0.6,0.015185269422639747,0.03068467862721957
840,III-V,M_i_neut,As,BAs,-0.05,-0.007661003691143023,0.03846965948613899
841,III-V,M_B,B,BSb,-1.03,-0.6933102567735945,0.04735026586666397
842,III-V,M_A,Sb,BSb,0.47,-0.03974293888326624,0.046031602637695214
843,III-V,M_i_A,B,BSb,-0.54,-0.601572900375449,0.0350526053137487
844,III-V,M_i_B,B,BSb,-0.41,-0.5975587989149689,0.03750343163704181
845,III-V,M_i_neut,B,BSb,-0.39,-0.5985763642097688,0.037591114798957916
846,III-V,M_i_A,Sb,BSb,0.56,0.06243720189125758,0.03673717083207491
847,III-V,M_i_B,Sb,BSb,0.64,0.12089213967795032,0.030813607053765544
848,III-V,M_i_neut,Sb,BSb,0.45,0.08151485427676283,0.03433124873848241
849,III-V,M_B,Al,AlP,0.06,0.17899650318303695,0.05138990104545366
850,III-V,M_A,P,AlP,0.55,-0.08539270590071249,0.05107367358652995
851,III-V,M_i_A,Al,AlP,0.63,0.5981970052141797,0.04188068196329291
852,III-V,M_i_B,Al,AlP,1.13,0.6055125427806982,0.03874747833138863
853,III-V,M_i_neut,Al,AlP,1.08,0.6091115176462927,0.035790564168997605
854,III-V,M_i_A,P,AlP,0.65,0.7206191360921945,0.03293502567218578
855,III-V,M_i_B,P,AlP,0.82,0.7246566533874832,0.03411489866066114
856,III-V,M_i_neut,P,AlP,-0.05,0.7186387070565773,0.030947068325433463
857,III-V,M_B,Al,AlAs,-0.13,0.023651616585524633,0.04818869425648923
858,III-V,M_A,As,AlAs,0.09,-0.42341469956449185,0.059518618329111546
859,III-V,M_i_A,Al,AlAs,0.3,0.3413773327067623,0.033556444672773564
860,III-V,M_i_B,Al,AlAs,0.83,0.35121578072852006,0.03079603616542538
861,III-V,M_i_neut,Al,AlAs,0.83,0.3465147002657005,0.029597374832004798
862,III-V,M_i_A,As,AlAs,0.63,0.4577854821255357,0.027932874032978387
863,III-V,M_i_B,As,AlAs,0.68,0.4770471536079558,0.024751657198252876
864,III-V,M_i_neut,As,AlAs,-0.06,0.4609894532895401,0.02817969753780646
865,III-V,M_B,Al,AlSb,-0.41,-0.19825660585940696,0.04577373915760907
866,III-V,M_A,Sb,AlSb,0.12,-0.4428558373042989,0.053181135982210574
867,III-V,M_i_A,Al,AlSb,-0.28,0.16969153158502165,0.028621584300351267
868,III-V,M_i_B,Al,AlSb,0.1,0.18930389721926236,0.037275266346059564
869,III-V,M_i_neut,Al,AlSb,0.24,0.1836968846457001,0.03312931848814207
870,III-V,M_i_A,Sb,AlSb,0.54,0.5135279929691885,0.029483476077998692
871,III-V,M_i_B,Sb,AlSb,0.57,0.5532125313044146,0.031616851618416694
872,III-V,M_i_A,Ga,GaN,1.43,0.9469316472414283,0.0648127209652463
873,III-V,M_i_B,Ga,GaN,1.91,0.9558028807963803,0.0546081532383299
874,III-V,M_i_neut,Ga,GaN,2.36,0.9618004030319213,0.05205994734018602
875,III-V,M_B,Ga,GaP,-0.19,0.04392759132632764,0.03943774134621813
876,III-V,M_A,P,GaP,0.42,0.2794073910647564,0.042074075982696135
877,III-V,M_i_A,Ga,GaP,-0.21,0.43311456802971804,0.041618900562543686
878,III-V,M_i_B,Ga,GaP,0.26,0.44608617047770105,0.0400213867576311
879,III-V,M_i_neut,Ga,GaP,0.41,0.44653442744562033,0.03976287858983319
880,III-V,M_i_A,P,GaP,0.54,0.3874625493244963,0.030278701923539455
881,III-V,M_i_B,P,GaP,0.68,0.3860367283039401,0.03292821469934312
882,III-V,M_i_neut,P,GaP,-0.36,0.3775141712938893,0.03291617809409215
883,III-V,M_B,Ga,GaAs,-0.42,-0.29561874962823875,0.035865770657175874
884,III-V,M_A,As,GaAs,-0.15,0.07125782053206968,0.049959266977963344
885,III-V,M_i_A,Ga,GaAs,-0.42,0.08626918086102559,0.023680733502569343
886,III-V,M_i_B,Ga,GaAs,-0.11,0.09967903031535011,0.02264234516049165
887,III-V,M_i_neut,Ga,GaAs,0.06,0.09490154696628497,0.02230352937106022
888,III-V,M_i_A,As,GaAs,0.4,0.12540064993477112,0.028050258529693402
889,III-V,M_i_B,As,GaAs,0.44,0.14209593334741225,0.02559110911258191
890,III-V,M_i_neut,As,GaAs,-0.37,0.12521161767026798,0.025666500095846537
891,III-V,M_B,Ga,GaSb,-0.56,-0.32796418892109513,0.029129085060344066
892,III-V,M_A,Sb,GaSb,0.03,0.0054785185806241555,0.051457195036835136
893,III-V,M_i_A,Ga,GaSb,-0.26,0.031254413447638664,0.02728007466788267
894,III-V,M_i_B,Ga,GaSb,-0.19,0.05411207987296177,0.02479581217662357
895,III-V,M_i_neut,Ga,GaSb,-0.16,0.041760431395099384,0.0277021605984153
896,III-V,M_i_A,Sb,GaSb,0.42,0.17673959062311456,0.03028134192597437
897,III-V,M_i_B,Sb,GaSb,0.4,0.20850104323273558,0.029794246235424746
898,III-V,M_i_neut,Sb,GaSb,-0.22,0.18606078250375732,0.030531591276956163
899,III-V,M_i_A,In,InN,0.9,0.939615464181542,0.042708399377267156
900,III-V,M_i_B,In,InN,0.75,0.9341015151246911,0.05296104705214001
901,III-V,M_i_A,N,InN,-0.45,-0.1072963990911859,0.046813141416828664
902,III-V,M_i_B,N,InN,-0.25,-0.10423268300795732,0.048507019992033454
903,III-V,M_i_neut,N,InN,-0.49,-0.1051993229577608,0.04711602028086692
904,III-V,M_B,In,InP,0.16,-0.012323419439493997,0.03387297981391892
905,III-V,M_A,P,InP,0.28,-0.1669361191587337,0.04378403207443811
906,III-V,M_i_A,In,InP,0.23,0.440892553922758,0.024319289790712597
907,III-V,M_i_B,In,InP,0.54,0.44403852590559545,0.023072930899859814
908,III-V,M_i_neut,In,InP,0.58,0.4495464149814598,0.025236972306310806
909,III-V,M_i_A,P,InP,0.46,0.2518957608415288,0.02623649839568383
910,III-V,M_i_B,P,InP,0.64,0.2519654694067076,0.02820179445590982
911,III-V,M_i_neut,P,InP,-0.11,0.2552939686010981,0.028037573716697052
912,III-V,M_B,In,InAs,-0.02,-0.26916782372065506,0.03688674502924244
913,III-V,M_A,As,InAs,-0.17,-0.4111636495644868,0.045120624894574225
914,III-V,M_i_A,In,InAs,-0.06,0.1415742219095925,0.022963048785119303
915,III-V,M_i_B,In,InAs,0.22,0.16643637470356204,0.022061426374130434
916,III-V,M_i_neut,In,InAs,0.34,0.15693646160382024,0.022500822743866486
917,III-V,M_i_A,As,InAs,0.39,0.07348755254602893,0.028045853940540714
918,III-V,M_i_B,As,InAs,0.41,0.08761208285940153,0.026529211692110834
919,III-V,M_i_neut,As,InAs,-0.13,0.0810045067552982,0.027064943694092614
920,III-V,M_B,In,InSb,-0.3,-0.3127501101792268,0.026408724863933045
921,III-V,M_A,Sb,InSb,-0.13,-0.35223811215409684,0.04693768218281693
922,III-V,M_i_A,In,InSb,-0.21,0.0774319021257052,0.019082476855734613
923,III-V,M_i_B,In,InSb,-0.15,0.11153378688995011,0.0197199223410542
924,III-V,M_i_neut,In,InSb,0.0,0.09575590877790871,0.01958574802514628
925,III-V,M_i_A,Sb,InSb,0.37,0.15070229037413183,0.022009193107705653
926,III-V,M_i_B,Sb,InSb,0.36,0.1791026527275144,0.02148786941075777
927,III-V,M_i_neut,Sb,InSb,-0.15,0.1616334717145998,0.02054997779575285
928,IV-IV,M_i_A,In,SiC,1.69,0.7020677518134575,0.03695312989501337
