,Type,Site,Impurity,AB,∆H (A-rich)_DFT,train_mean,train_std
635,II-VI,M_A,Ni,CdTe,2.282,1.4035095590213889,0.09323911980092026
636,II-VI,M_i_neut,Ag,CdTe,2.016,2.180567383413883,0.09647067440422502
637,IV-IV,M_i_A,F,GeSn,1.791552,1.8616803235130228,0.18383342313244813
638,II-VI,M_i_A,Hg,CdTe,1.7819999999999998,2.6756748770079337,0.08700492864019237
639,II-VI,M_A,V,CdTe,1.3519999999999999,1.10396046891975,0.05652367677441077
640,III-V,M_i_neut,Li,GaP,1.310999,2.3511521059228153,0.20747292355603122
641,II-VI,M_A,Pd,CdTe,2.693,2.0468040242867884,0.0941373011938752
642,IV-IV,M_i_neut,Sc,GeSn,1.60933,2.7024578013950586,0.11257220718073065
643,II-VI,M_A,In,CdS,1.070848,1.2845379846753446,0.07356059365788116
644,II-VI,M_A,Bi,CdTe,2.043,1.004813654767208,0.10501317288986362
645,II-VI,M_i_B,Ag,CdTe,1.94,2.285647086349064,0.09601750939363397
646,II-VI,M_i_neut,Pd,CdTe,1.693,2.9161752029493235,0.0833365821405285
647,II-VI,M_A,As,CdTe,3.13,3.341892331028953,0.1253012559457631
648,II-VI,M_A,K,CdTe,1.892,1.910086676692054,0.09413095679157239
649,II-VI,M_i_B,Na,CdTe,1.046,2.3845711169716557,0.10257834225503781
650,II-VI,M_i_neut,Li,CdTe,1.4,1.2271307598788845,0.11534830178188603
651,III-V,M_B,S,GaSb,1.636483,2.8788354805929712,0.22473695452586745
652,IV-IV,M_i_A,Au,GeSn,1.809975,2.201279777748944,0.16385145398903997
653,II-VI,M_i_neut,Ag,CdSe,1.63656,2.420983401298485,0.06560972233905023
654,II-VI,M_B,P,CdTe,0.956,2.122681257531192,0.11263253417491112
655,III-V,M_A,Pd,InSb,2.002025,0.8712607137564294,0.17838868179715667
656,II-VI,M_i_A,F,CdSe,2.2240279999999997,2.714330766374832,0.12288931768752112
657,II-VI,M_i_A,Li,CdTe,1.338,1.250561887878719,0.10650949867714585
658,II-VI,M_i_A,Na,CdTe,0.958,2.369813715983787,0.10719556626038428
659,II-VI,M_A,Fe,CdTe,1.122,1.341367633671333,0.06788672308559048
660,IV-IV,M_A,Sc,SiGe,1.588509,1.6644316718539833,0.20858202194742106
661,II-VI,M_B,Cl,CdTe,1.0659999999999998,1.8578034548171225,0.1521241399804877
662,II-VI,M_B,As,CdTe,1.0759999999999998,1.8902421057974066,0.08146319265596667
663,II-VI,M_A,Al,ZnSe,1.203058,1.1773402399822968,0.13884990414575038
664,III-V,M_A,Ca,InAs,1.4108100000000001,1.839590981770964,0.22466854768280264
665,III-V,M_A,Be,BP,1.31101,2.4993338619127896,0.2981304477879023
666,II-VI,M_A,Cr,CdTe,0.983,0.9896749038964726,0.07056903608894816
667,II-VI,M_A,Co,CdTe,0.956,1.444303290903543,0.09199456651884551
668,II-VI,M_B,O,CdTe,1.172,3.043396463397053,0.15781546736554034
669,II-VI,M_B,Br,CdTe,0.935,1.516948192294461,0.15574484548100637
670,II-VI,M_i_B,Li,CdTe,1.145,1.2511462372298374,0.10893340870180333
671,II-VI,M_B,I,CdS,0.729273,2.334804164371652,0.14458627093610282
672,IV-IV,M_B,Pt,SiGe,1.3652309999999999,2.488317956613429,0.22624059707265923
673,IV-IV,M_A,Ag,SiSn,1.5902530000000001,1.4822237673403558,0.23414789499828934
674,II-VI,M_A,Hg,ZnO,3.304879,2.5420435888724775,0.20430710578196815
675,IV-IV,M_A,Se,Ge,1.338734,0.26025697939518155,0.2893494664307407
676,II-VI,M_B,Br,CdS,0.6042529999999999,1.8096959200105804,0.17562114138926696
677,II-VI,M_A,Ba,CdTe,1.321,0.611095347545694,0.10136286544148516
678,II-VI,M_B,I,CdTe,0.841,1.675000360465566,0.14802951345599072
679,IV-IV,M_A,B,SiSn,0.962945,0.86968729579332,0.2993631065111042
680,II-VI,M_A,Si,CdTe,2.244,2.7282103769214077,0.14921582715933024
681,IV-IV,M_i_B,Ga,GeSn,1.294693,2.6732837919216914,0.11270091804719011
682,IV-IV,M_i_A,Ca,Sn,1.286154,2.6695282460512026,0.16164244500607122
683,III-V,M_A,Cd,AlP,2.1527369999999997,3.007251680494662,0.24883142995054258
684,II-VI,M_i_A,F,CdTe,1.7180000000000002,2.002795362342789,0.11867849828073736
685,IV-IV,M_B,Hg,SiSn,2.3464400000000003,2.295398933599209,0.25939472416452236
686,II-VI,M_A,Cd,ZnS,0.8742969999999999,2.6857614623742982,0.1425632071295893
687,IV-IV,M_B,Ti,SiGe,1.1046690000000001,0.7961627444721264,0.234955714598751
688,IV-IV,M_A,Be,Sn,1.105167,3.1214304241504776,0.4227518602676702
689,IV-IV,M_A,Mn,SiSn,0.41485200000000005,0.6212038188112096,0.19973615291279548
690,III-V,M_A,Bi,InP,1.557927,1.4932444234582696,0.23195435194289662
691,III-V,M_A,Sn,GaP,1.8525900000000002,2.426390870259465,0.20115805995388084
692,IV-IV,M_A,Ti,Si,1.092018,1.1315946468286067,0.2429905678908005
693,II-VI,M_i_neut,Mn,ZnTe,0.794798,2.2627312317421464,0.15608761771847052
694,II-VI,M_A,Sr,CdTe,1.062,0.898516740476474,0.12187204075984376
695,II-VI,M_A,Al,CdTe,0.838,1.4591907540167992,0.1292696819815066
696,II-VI,M_A,Ga,ZnTe,1.529248,1.1459787638655061,0.11713717157977624
697,IV-IV,M_i_neut,Mn,Si,1.0014,2.0589177708590922,0.22345773494528373
698,II-VI,M_A,Na,CdTe,1.317,1.6531859120131016,0.11657131250694547
699,II-VI,M_A,Sn,CdTe,1.169,1.4355287204889362,0.10779150305563483
700,II-VI,M_A,Ga,CdTe,0.946,1.601642150785679,0.0829653454595446
701,III-V,M_A,Ag,InSb,1.285397,0.09991669780758,0.1647152462235806
702,IV-IV,M_i_A,Zn,SiSn,1.50604,2.0713152198083358,0.12068680302875907
703,II-VI,M_A,In,CdTe,1.591,1.337066823711701,0.10706903527374748
704,III-V,M_i_A,Cr,AlP,0.051687000000000004,3.5958895057138123,0.18856772821167042
705,II-VI,M_A,Cu,CdTe,2.151,1.5729341553681415,0.10173809779343915
706,IV-IV,M_A,Ge,SiC,1.293248,3.275456961412803,0.2625254673539367
707,III-V,M_i_B,Cu,InP,0.520766,2.4288382410736897,0.14041659142834642
708,II-VI,M_A,Au,CdTe,2.661,3.209052428251714,0.11354297587903459
709,II-VI,M_A,Pb,CdTe,0.848,0.5071028441847198,0.12266012542380421
710,IV-IV,M_A,Bi,SiSn,1.24862,1.7782288112846352,0.21782309799403876
711,IV-IV,M_A,In,SiGe,0.73903,2.172187423702937,0.19351598985951787
712,II-VI,M_A,Tl,CdTe,1.2890000000000001,0.9907931513355865,0.1136904377582612
713,III-V,M_i_B,Cu,AlSb,1.203199,2.1547430559666765,0.13753527959646863
714,II-VI,M_A,Ca,CdTe,0.8059999999999999,0.9500893135040182,0.12568242798302912
715,III-V,M_A,Si,GaAs,1.262789,1.3306033314557564,0.19738457805576812
716,II-VI,M_A,Ge,CdTe,1.3730000000000002,2.306998714638907,0.11036701942253542
717,IV-IV,M_A,Au,Ge,0.724242,0.922730377692206,0.23191276912483508
718,II-VI,M_A,Hf,CdTe,1.64,2.3074920819513367,0.11931936500752598
719,II-VI,M_i_neut,Ni,CdSe,-0.023997,2.1240000382064217,0.054163723520237475
720,II-VI,M_A,Pb,CdSe,0.762322,0.7033134404837762,0.09799415707564013
721,IV-IV,M_i_B,Ti,GeSn,0.507101,2.4362934406518946,0.10362670110642595
722,II-VI,M_A,Li,CdTe,1.305,0.5410183506169386,0.16347226372980195
723,IV-IV,M_i_neut,Cu,Si,0.5926319999999999,2.4746102951784774,0.20891998771070203
724,II-VI,M_A,Ag,CdTe,1.788,1.2107829359342273,0.10698385239134535
725,II-VI,M_A,Tl,CdSe,1.2284,0.8419624974255221,0.09960890311805468
726,IV-IV,M_A,Sb,SiSn,1.022709,1.2100902021252675,0.21658307348686623
727,IV-IV,M_i_A,Ni,SiSn,0.110999,2.0385286698041476,0.1072483698628035
728,II-VI,M_B,S,CdTe,0.376,2.389595554173003,0.1241767561299391
729,II-VI,M_A,Be,CdTe,0.58,1.2232008644198809,0.12247815064703808
730,II-VI,M_A,Mn,CdTe,0.071,0.91566310729151,0.11555829253510597
731,III-V,M_A,Ni,GaP,0.864777,1.5150234549474362,0.22554708362271036
732,II-VI,M_B,Se,CdTe,0.226,1.8968952537131565,0.12969010441894202
733,II-VI,M_A,Zn,CdTe,0.21899999999999997,1.738308972270606,0.11625108578069704
734,III-V,M_i_neut,Ni,InAs,-0.198348,1.8166969596965103,0.13971334179406336
735,IV-IV,M_i_A,Cu,GeSn,0.232752,1.8688287243762542,0.12834331006738028
736,IV-IV,M_A,Sb,Sn,0.17521099999999998,-2.243599672403543,0.21738673837342412
737,II-VI,M_A,Hg,CdTe,1.133,1.6667462690195727,0.11235954063599862
738,III-V,M_A,Al,InAs,0.142764,1.0310589243583181,0.21195029895664322
739,II-VI,M_A,Mg,CdTe,0.501,0.6106450034651173,0.10245681695565237
740,IV-IV,M_B,Ge,GeSn,0.166138,0.8583872765641161,0.21139449373039196
741,III-V,M_B,As,InSb,0.092464,0.38144279016513805,0.19999264225976562
742,II-VI,M_B,Se,CdS,0.025546,2.6396750202449986,0.11796672590177533
743,III-V,M_B,Ge,BSb,1.7120830000000002,4.195713122927184,0.2157320361465456
744,IV-IV,M_i_neut,Ni,SiGe,-0.036927,2.658353329205684,0.12859293717934078
745,IV-IV,M_A,Cu,GeSn,0.043112,0.5380492929362598,0.2152536136615484
746,II-VI,M_i_A,Cr,ZnTe,-0.540097,1.9843257882922658,0.0849673390936683
747,III-V,M_A,Al,GaSb,0.028027999999999997,0.9335268839865888,0.23743363543096582
748,II-VI,M_A,Cd,CdTe,0.0,1.4443898337726973,0.11115317597995333
749,II-VI,M_B,Te,CdTe,0.0,1.8619111456345554,0.13425831202664654
750,III-V,M_A,Al,AlSb,0.0,0.7709320842489977,0.145690162467028
751,IV-IV,M_A,Ge,Si,-0.08226499999999999,-0.009735214766877142,0.20166899223457374
752,II-VI,M_B,Se,ZnTe,-0.255728,2.4692982046664596,0.12166430628960341
753,II-VI,M_A,Cu,CdSe,0.668317,1.8062604963903959,0.10078437567065736
754,III-V,M_A,Fe,AlSb,1.0097180000000001,0.5661373904497371,0.19965266422666178
755,IV-IV,M_A,Mn,Sn,-0.469947,-0.4122835375908842,0.2848702123091248
756,IV-IV,M_A,V,SiC,-0.458139,3.799845817107767,0.25459533266750267
757,III-V,M_A,Ti,AlAs,0.107484,1.2514104845200247,0.23691830014622806
758,IV-IV,M_i_A,N,Ge,-0.764837,2.7996651604835843,0.23800639656389616
759,IV-IV,M_B,V,GeSn,-0.94458,-0.6989297148675578,0.2506412673091666
760,III-V,M_B,N,BAs,-0.97064,4.8472596972905375,0.2835110688232481
761,IV-IV,M_A,Cr,Sn,-1.351157,-0.4224138650002544,0.3309315155565295
762,II-VI,M_i_A,Zn,ZnO,3.611931,3.9877657546557885,0.1734175836610621
763,II-VI,M_i_B,Zn,ZnO,2.8942349999999997,3.9481013811405345,0.16390494329533034
764,II-VI,M_i_neut,Zn,ZnO,3.4832980000000004,4.001035845172433,0.18210164009127996
765,II-VI,M_i_B,O,ZnO,6.638389999999999,6.061925604176636,0.1620745892170826
766,II-VI,M_i_neut,O,ZnO,6.64588,6.068570099671499,0.15677785469599265
767,II-VI,M_A,S,ZnS,6.720663,5.806432943545386,0.13315939285940903
768,II-VI,M_B,Zn,ZnS,2.551129,3.5941232576020448,0.16311971323497013
769,II-VI,M_i_B,Zn,ZnS,3.280124,3.791370366834458,0.10483240360352282
770,II-VI,M_i_neut,Zn,ZnS,3.5053629999999996,3.8162860222495354,0.10127033336764334
771,II-VI,M_i_A,S,ZnS,6.667407000000001,6.316735002933261,0.12698311447501143
772,II-VI,M_i_B,S,ZnS,4.497228,6.301104356341337,0.10373557469087057
773,II-VI,M_i_neut,S,ZnS,6.3869050000000005,6.341434472251228,0.12675354994512564
774,II-VI,M_B,Zn,ZnSe,2.151912,3.077620458019066,0.1213342362656247
775,II-VI,M_i_A,Zn,ZnSe,2.170771,2.964742682027842,0.08360376373065434
776,II-VI,M_i_B,Zn,ZnSe,2.554237,2.960888122631662,0.08533843577156063
777,II-VI,M_i_neut,Zn,ZnSe,2.773174,2.9740996864064497,0.08670730320883745
778,II-VI,M_i_A,Se,ZnSe,5.924353,5.1123706850297745,0.08246809546524896
779,II-VI,M_i_B,Se,ZnSe,6.611569,5.12043059694871,0.09729177631823138
780,II-VI,M_i_neut,Se,ZnSe,5.704396,5.144028741430273,0.09018400834600346
781,II-VI,M_A,Te,ZnTe,5.333784,3.47913357127092,0.14952812421378398
782,II-VI,M_i_A,Zn,ZnTe,1.5211059999999998,2.652985760616825,0.09879045134032327
783,II-VI,M_i_B,Zn,ZnTe,2.001825,2.6337596307135884,0.10479022155990558
784,II-VI,M_i_neut,Zn,ZnTe,1.525204,2.626358826918048,0.10091262695991439
785,II-VI,M_i_A,Te,ZnTe,5.546181,4.698031244420759,0.10612133367973033
786,II-VI,M_i_B,Te,ZnTe,6.171271,4.7298445697489555,0.1042976079213545
787,II-VI,M_i_neut,Te,ZnTe,5.204219,4.703481592945233,0.1034376214554479
788,II-VI,M_i_A,Cd,CdO,1.7130849999999997,2.424345296898532,0.14115111716775217
789,II-VI,M_i_B,Cd,CdO,1.360637,2.521537666728065,0.12610390084044723
790,II-VI,M_i_A,O,CdO,4.507128,4.48245649061447,0.16110538093312884
791,II-VI,M_i_B,O,CdO,4.804518,4.479960347845303,0.16577569020906008
792,III-V,M_B,B,BP,2.483937,4.704171330524753,0.39596209471683613
793,III-V,M_A,P,BP,4.498144,4.5215823382213305,0.2806420196771336
794,III-V,M_i_A,B,BP,6.760535000000001,6.786511272587161,0.26145595851329395
795,III-V,M_i_B,B,BP,7.190355,6.7354829189678584,0.21468661709648407
796,III-V,M_i_neut,B,BP,6.112153,6.761045061120889,0.24777589444676393
797,III-V,M_i_A,P,BP,11.039377,8.697146643084848,0.35211975896588055
798,III-V,M_i_B,P,BP,11.623805,8.7385826252784,0.28983827763118897
799,III-V,M_i_neut,P,BP,9.462544,8.66859103705515,0.35204219397245096
800,III-V,M_B,B,BAs,2.4014439999999997,4.610531576685281,0.2967845222911956
801,III-V,M_A,As,BAs,3.7537599999999998,4.877636123408069,0.2700913129741451
802,III-V,M_i_A,B,BAs,6.281978,6.425332413020044,0.19069167927195851
803,III-V,M_i_B,B,BAs,7.471033,6.410040644593293,0.20751491313547113
804,III-V,M_i_neut,B,BAs,6.0621529999999995,6.389546580457898,0.2139785988424037
805,III-V,M_i_A,As,BAs,10.14195,8.207364860304972,0.2939106020563361
806,III-V,M_i_B,As,BAs,11.131651,8.236159911710283,0.25504468376875306
807,III-V,M_i_neut,As,BAs,8.976306,8.212176043045156,0.26398071179371774
808,III-V,M_B,B,BSb,2.871411,3.5719010117461294,0.21399214833984687
809,III-V,M_A,Sb,BSb,2.612898,4.2797663837054305,0.25397697256495877
810,III-V,M_i_A,B,BSb,5.2858540000000005,5.839972556827334,0.18852177296579264
811,III-V,M_i_B,B,BSb,6.450586,5.876674139443006,0.19940358026503813
812,III-V,M_i_neut,B,BSb,4.87896,5.837428611648758,0.18873376683162182
813,III-V,M_i_A,Sb,BSb,8.672107,7.2012205869642685,0.24629431760280385
814,III-V,M_i_B,Sb,BSb,9.728841000000001,7.265389624334159,0.212949669873897
815,III-V,M_i_neut,Sb,BSb,7.963989,7.22242528666807,0.25408247347087176
816,III-V,M_B,Al,AlP,3.142038,1.7978137981768427,0.2028616112630598
817,III-V,M_i_A,Al,AlP,3.652108,4.273331683060031,0.1282502228240283
818,III-V,M_i_B,Al,AlP,3.817568,4.2541999013063485,0.12264701344131106
819,III-V,M_i_neut,Al,AlP,4.528862999999999,4.282088797831834,0.1353168094274038
820,III-V,M_i_A,P,AlP,5.858988,5.981481709623777,0.11383203491543463
821,III-V,M_i_B,P,AlP,6.212796,5.992125898062921,0.10859598501593624
822,III-V,M_i_neut,P,AlP,5.40764,5.989274040274753,0.09583648038223547
823,III-V,M_B,Al,AlAs,2.723236,1.7246611899015434,0.23204156963526662
824,III-V,M_A,As,AlAs,3.197463,3.254704882229615,0.18842848924422997
825,III-V,M_i_A,Al,AlAs,3.291601,3.5646239586033177,0.12588293788256405
826,III-V,M_i_B,Al,AlAs,3.61095,3.5811312571197407,0.13082252752685475
827,III-V,M_i_neut,Al,AlAs,4.2026769999999996,3.5807473434556427,0.1251938335758205
828,III-V,M_i_A,As,AlAs,5.154401999999999,5.3533099010199425,0.11129815466902224
829,III-V,M_i_B,As,AlAs,5.695443,5.361441851245266,0.11617643594401506
830,III-V,M_i_neut,As,AlAs,5.000693,5.334766301739408,0.12856668942170685
831,III-V,M_B,Al,AlSb,2.153127,0.9972943984568658,0.20287532061856714
832,III-V,M_A,Sb,AlSb,2.01378,2.970750007711161,0.23766869928887974
833,III-V,M_i_A,Al,AlSb,2.268973,3.2097400135903866,0.12497817035111906
834,III-V,M_i_B,Al,AlSb,2.767754,3.228973366458675,0.12263485608999093
835,III-V,M_i_neut,Al,AlSb,3.238825,3.239342768239942,0.1265296988965037
836,III-V,M_i_A,Sb,AlSb,4.150351000000001,4.664860249154577,0.11106373858914162
837,III-V,M_i_B,Sb,AlSb,4.659023,4.680524476707502,0.11584661438738339
838,III-V,M_i_neut,Sb,AlSb,4.066406,4.666603197293972,0.1108445271726173
839,III-V,M_B,Ga,GaP,1.8528229999999999,1.4758817826797117,0.20273118397781942
840,III-V,M_A,P,GaP,3.5664910000000005,3.4925121632720932,0.218429671644382
841,III-V,M_i_A,Ga,GaP,3.5479800000000004,3.9281058192582763,0.13039778150259207
842,III-V,M_i_B,Ga,GaP,3.550268,3.8702878901637474,0.12930515883417248
843,III-V,M_i_neut,Ga,GaP,4.493021,3.9728480139677074,0.12947710118117153
844,III-V,M_i_A,P,GaP,6.1591260000000005,5.8207338174022185,0.14040263186577479
845,III-V,M_i_B,P,GaP,6.009773,5.813228966382042,0.14094593652640652
846,III-V,M_i_neut,P,GaP,5.161534,5.853721733038931,0.13008521748052507
847,III-V,M_B,Ga,GaAs,1.348542,0.9679936504856631,0.22969293890949394
848,III-V,M_A,As,GaAs,2.6487279999999997,2.352669690593307,0.1782948032470299
849,III-V,M_i_A,Ga,GaAs,2.3774029999999997,2.8136010586755646,0.13028954945945456
850,III-V,M_i_B,Ga,GaAs,2.616748,2.7475754555738545,0.1313882292098252
851,III-V,M_i_neut,Ga,GaAs,3.5281480000000003,2.8433290712131636,0.11871326414826869
852,III-V,M_i_A,As,GaAs,5.05629,4.335786138519282,0.1341903331653813
853,III-V,M_i_B,As,GaAs,5.3005830000000005,4.266464207850111,0.13190292267280662
854,III-V,M_i_neut,As,GaAs,4.462244999999999,4.309801084794415,0.13473177327307276
855,III-V,M_B,Ga,GaSb,0.773029,0.4935505092400966,0.21460673536915587
856,III-V,M_A,Sb,GaSb,1.97823,1.6570279160654533,0.16341688423001857
857,III-V,M_i_A,Ga,GaSb,1.331142,2.725031273686098,0.15099461162941719
858,III-V,M_i_B,Ga,GaSb,1.645892,2.6660679700635748,0.144971683421016
859,III-V,M_i_neut,Ga,GaSb,2.4512150000000004,2.7330021001390543,0.1413905924174064
860,III-V,M_i_A,Sb,GaSb,4.073494,4.138142733278632,0.1387776200212495
861,III-V,M_i_B,Sb,GaSb,4.418236,4.056472895545252,0.13497740818844317
862,III-V,M_i_neut,Sb,GaSb,3.745453,4.163577190754939,0.1267186452953129
863,III-V,M_i_A,In,InN,5.771058,5.310621889962026,0.39500132596400506
864,III-V,M_B,In,InP,2.072651,1.0674137052877817,0.22143299686929502
865,III-V,M_A,P,InP,2.719117,2.2797522356669537,0.17879258089141187
866,III-V,M_i_A,In,InP,3.192308,3.6513029651150175,0.15384068302544243
867,III-V,M_i_B,In,InP,3.137382,3.6799768710565504,0.1400523472776321
868,III-V,M_i_neut,In,InP,4.11584,3.7201602680840713,0.14796850558591426
869,III-V,M_i_A,P,InP,4.788367,4.483997805942262,0.11326009388318285
870,III-V,M_i_B,P,InP,4.52557,4.487287593283898,0.12269031370110987
871,III-V,M_i_neut,P,InP,3.743289,4.517889799815068,0.11698241815279478
872,III-V,M_B,In,InAs,1.576357,0.7583168235610966,0.2407406091349594
873,III-V,M_A,As,InAs,2.060057,1.6422366353563007,0.18658621455958113
874,III-V,M_i_A,In,InAs,2.164859,2.8208976587236294,0.10657690100181914
875,III-V,M_i_B,In,InAs,2.15794,2.8512422914291036,0.1175585419164072
876,III-V,M_i_neut,In,InAs,3.0834200000000003,2.8778634850637426,0.11687657543583606
877,III-V,M_i_A,As,InAs,3.868144,3.423601388927255,0.14888326561290338
878,III-V,M_i_B,As,InAs,3.7823279999999997,3.4193257572217477,0.14876742929196396
879,III-V,M_i_neut,As,InAs,3.230236,3.378914863823314,0.1563333194104576
880,III-V,M_B,In,InSb,1.1073879999999998,0.35866608705851155,0.17670424597440854
881,III-V,M_A,Sb,InSb,1.571533,0.6251062563804368,0.16440825001139356
882,III-V,M_i_A,In,InSb,1.278281,2.5235497331276036,0.09835706622276444
883,III-V,M_i_B,In,InSb,1.4347159999999999,2.560434370802983,0.0953973957313242
884,III-V,M_i_neut,In,InSb,2.295631,2.5865935314432718,0.09403599922690864
885,III-V,M_i_A,Sb,InSb,3.19067,3.0386651235229527,0.10824155813900647
886,III-V,M_i_B,Sb,InSb,3.2389810000000003,2.99432376784459,0.10374095751045269
887,III-V,M_i_neut,Sb,InSb,2.8687419999999997,3.0027269314078397,0.11193325512701162
888,IV-IV,M_A,Re,C,13.014329,13.187454400170276,0.4075343272877988
889,IV-IV,M_i_A,Fe,C,13.110570999999998,13.48727002714578,0.3209327526151741
890,IV-IV,M_i_A,Si,Si,3.860785,4.465321215854859,0.2000994429208199
891,IV-IV,M_i_neut,Si,Si,3.809764,4.494781954437784,0.21209151104533366
892,IV-IV,M_i_A,Ge,Ge,3.065024,3.448981486332646,0.13203099528965445
893,IV-IV,M_i_neut,Ge,Ge,3.4566730000000003,3.4021526600674767,0.12595253195538925
894,IV-IV,M_i_A,Sn,Sn,1.773943,2.9609096311162038,0.19998002663059192
895,IV-IV,M_A,C,SiC,3.896775,3.0136437719495324,0.2518761089782282
896,IV-IV,M_B,Si,SiC,3.98998,8.132944416313816,0.27071302686596294
897,IV-IV,M_i_A,C,SiC,9.912151,8.715626269293171,0.3541887884672624
898,IV-IV,M_i_B,C,SiC,11.339205,8.796392528844432,0.2574304967167573
899,IV-IV,M_i_neut,C,SiC,9.525446,8.735564658954052,0.2829212041402439
900,IV-IV,M_i_B,Si,SiC,9.50211,8.523999167843282,0.2650950305344242
901,IV-IV,M_i_neut,Si,SiC,10.410182,8.509268987136059,0.2567016050525075
902,IV-IV,M_A,C,GeC,2.0795619999999997,4.10252560588806,0.335187334576205
903,IV-IV,M_B,Ge,GeC,3.1750439999999998,7.716127168715507,0.3037282619611812
904,IV-IV,M_i_A,C,GeC,9.059479,9.15530005193296,0.33118484733497194
905,IV-IV,M_i_B,C,GeC,9.800946000000001,9.113204575908314,0.3346442110701207
906,IV-IV,M_i_neut,C,GeC,8.03041,9.111153101293006,0.3102148562035348
907,IV-IV,M_i_B,Ge,GeC,11.512072,8.038818756264744,0.22541584280932472
908,IV-IV,M_i_neut,Ge,GeC,11.668141,7.919784743391726,0.2520671264436937
909,IV-IV,M_A,C,SnC,2.3898099999999998,3.2639181899193526,0.35454046615222556
910,IV-IV,M_i_A,C,SnC,6.657918,8.270672554504479,0.32406805948339007
911,IV-IV,M_i_neut,C,SnC,5.88668,8.207819290150928,0.2525274555249395
912,IV-IV,M_A,Ge,SiGe,-0.29196500000000003,0.06539666986453348,0.19149871168042648
913,IV-IV,M_B,Si,SiGe,0.187437,3.593286733053122,0.2062128020732023
914,IV-IV,M_i_A,Ge,SiGe,3.516656,3.6911717554424692,0.08507275483558079
915,IV-IV,M_i_neut,Ge,SiGe,3.7046580000000002,3.672167692443144,0.09469260742504519
916,IV-IV,M_i_A,Si,SiGe,3.773859,4.270946827385527,0.09591875000684676
917,IV-IV,M_i_B,Si,SiGe,4.233996,4.297075039884927,0.10361792362926162
918,IV-IV,M_A,Sn,SiSn,-0.581377,0.7166640170710421,0.19885491558064203
919,IV-IV,M_B,Si,SiSn,0.523026,2.023243013453999,0.28702052184586263
920,IV-IV,M_i_A,Sn,SiSn,2.788672,3.5441443970241098,0.10515570814886188
921,IV-IV,M_i_B,Sn,SiSn,3.228568,3.5953204669806027,0.09677903572561837
922,IV-IV,M_i_neut,Sn,SiSn,3.448253,3.546873511296205,0.10616974649892377
923,IV-IV,M_i_A,Si,SiSn,2.9004939999999997,3.08627252693661,0.10872765395996273
924,IV-IV,M_i_B,Si,SiSn,3.8049230000000005,3.1140218872065426,0.12499542560380372
925,IV-IV,M_i_neut,Si,SiSn,3.0316009999999998,3.098265458477774,0.11202486988034502
926,IV-IV,M_A,Sn,GeSn,0.015096,-0.2039302584674126,0.18252208080843116
927,IV-IV,M_i_A,Sn,GeSn,2.302232,3.152519575588643,0.12526752619144987
928,IV-IV,M_i_B,Sn,GeSn,2.474483,3.2567259711837067,0.11805057579131858
929,IV-IV,M_i_neut,Sn,GeSn,3.130977,3.1400475016966936,0.1188253450810157
930,IV-IV,M_i_A,Ge,GeSn,2.09286,2.076775050896226,0.09561485295903854
931,IV-IV,M_i_B,Ge,GeSn,2.333748,2.1372431289951224,0.09036381764958906
932,IV-IV,M_i_neut,Ge,GeSn,2.580342,2.030271943958771,0.10162178778526461
933,II-VI,M_A,Li,CdSe,1.4823274,0.8136114524467196,0.1599803910306922
934,II-VI,M_A,Na,CdSe,3.4647256489999996,1.8661775878614697,0.12985615674109846
935,II-VI,M_A,K,CdSe,1.941615514,1.9902622718488836,0.10298158587802564
936,II-VI,M_A,Rb,CdSe,2.163279204,1.751060723031517,0.14252372305368555
937,II-VI,M_A,Cs,CdSe,2.507220174,1.9192738776817806,0.1433326244843755
938,II-VI,M_A,Be,CdSe,0.492545148,1.2454400178605425,0.12757943299344712
939,II-VI,M_A,Mg,CdSe,0.10829614800000001,0.6053445775841974,0.14089787039409093
940,II-VI,M_A,Ca,CdSe,0.7128081079999999,1.132451378716557,0.10803554552761403
941,II-VI,M_A,Sr,CdSe,0.898974148,0.794989459954591,0.11183284367767271
942,II-VI,M_A,Ba,CdSe,1.072112878,0.47424232099557406,0.08447797662775094
943,II-VI,M_A,B,CdSe,2.9451027780000003,2.898183606381095,0.13513502195444674
944,II-VI,M_A,Al,CdSe,0.130513996,1.4571660044864987,0.12187685708137598
945,II-VI,M_A,Ga,CdSe,0.561948178,1.2818536144004633,0.06286642374367325
946,II-VI,M_A,In,CdSe,1.252592445,1.024702130302632,0.07790754719392855
947,II-VI,M_A,Si,CdSe,2.13681125,3.047701600844417,0.1362102464698385
948,II-VI,M_A,Ge,CdSe,1.3525874530000002,2.3896784258135484,0.08707936063866109
949,II-VI,M_A,Sn,CdSe,1.068534294,1.405047188003612,0.08928456156270445
950,II-VI,M_A,N,CdSe,6.000782411,4.518352760238862,0.18748071998228535
951,II-VI,M_A,P,CdSe,3.6096842839999996,3.566714363430388,0.09537499046737001
952,II-VI,M_A,As,CdSe,3.100374214,3.2764397622047796,0.0936115171187775
953,II-VI,M_A,Sb,CdSe,2.498358474,2.2795152322178525,0.083384099007705
954,II-VI,M_A,Bi,CdSe,1.7623229999999999,1.175770997357433,0.09474447197650543
955,II-VI,M_A,O,CdSe,6.725942485,5.1825586215337305,0.16319835636167207
956,II-VI,M_A,S,CdSe,5.652077415,4.590056182780685,0.10879156466456787
957,II-VI,M_A,Te,CdSe,4.656832655,3.397939547240957,0.11762408629604497
