,Type,Site,Impurity,AB,∆H (A-rich)_DFT,train_mean,train_std
635,II-VI,M_A,Ni,CdTe,2.282,1.3879308630302591,0.09403586483547012
636,II-VI,M_i_neut,Ag,CdTe,2.016,2.1690855220060046,0.09783871247059156
637,IV-IV,M_i_A,F,GeSn,1.791552,1.7815286697721764,0.1945751652937466
638,II-VI,M_i_A,Hg,CdTe,1.7819999999999998,2.6521403843352993,0.09042207925913504
639,II-VI,M_A,V,CdTe,1.3519999999999999,1.0555527776729448,0.059454632344891845
640,III-V,M_i_neut,Li,GaP,1.310999,2.3098960882859925,0.2136583879669839
641,II-VI,M_A,Pd,CdTe,2.693,2.069348160200062,0.09786473058246799
642,IV-IV,M_i_neut,Sc,GeSn,1.60933,2.7389442382830254,0.12196751253386108
643,II-VI,M_A,In,CdS,1.070848,1.2842045338896897,0.07773417680578286
644,II-VI,M_A,Bi,CdTe,2.043,0.9878934734058262,0.10897312959394732
645,II-VI,M_i_B,Ag,CdTe,1.94,2.2810685006067617,0.09840541888118153
646,II-VI,M_i_neut,Pd,CdTe,1.693,2.92619783017662,0.08495749304811465
647,II-VI,M_A,As,CdTe,3.13,3.359080808027838,0.13413494524507671
648,II-VI,M_A,K,CdTe,1.892,1.90790566730966,0.0982861253610167
649,II-VI,M_i_B,Na,CdTe,1.046,2.3699216133463574,0.10753872851507298
650,II-VI,M_i_neut,Li,CdTe,1.4,1.1716438761338874,0.11766669133792794
651,III-V,M_B,S,GaSb,1.636483,2.890698846563957,0.2326283396630419
652,IV-IV,M_i_A,Au,GeSn,1.809975,2.218529261219976,0.16647700716297906
653,II-VI,M_i_neut,Ag,CdSe,1.63656,2.414091420540599,0.06726814553434837
654,II-VI,M_B,P,CdTe,0.956,2.064897707435013,0.11603415190986899
655,III-V,M_A,Pd,InSb,2.002025,0.9137012688683409,0.18325313714901328
656,II-VI,M_i_A,F,CdSe,2.2240279999999997,2.7161732646849917,0.12328383064262623
657,II-VI,M_i_A,Li,CdTe,1.338,1.196044992259932,0.10734671117533773
658,II-VI,M_i_A,Na,CdTe,0.958,2.354295961497395,0.11152976368769728
659,II-VI,M_A,Fe,CdTe,1.122,1.3321846542185356,0.06841654141836813
660,IV-IV,M_A,Sc,SiGe,1.588509,1.6239123892660356,0.21584968622797124
661,II-VI,M_B,Cl,CdTe,1.0659999999999998,1.8629703908548116,0.15784432840490045
662,II-VI,M_B,As,CdTe,1.0759999999999998,1.8735236336637526,0.08232070359845654
663,II-VI,M_A,Al,ZnSe,1.203058,1.1652898562673437,0.14689021067447752
664,III-V,M_A,Ca,InAs,1.4108100000000001,1.8096408815366947,0.23402278149664443
665,III-V,M_A,Be,BP,1.31101,2.489850392499568,0.30273330838260726
666,II-VI,M_A,Cr,CdTe,0.983,0.9622103482328683,0.07341469696833836
667,II-VI,M_A,Co,CdTe,0.956,1.4312164613282512,0.09331533608025701
668,II-VI,M_B,O,CdTe,1.172,3.092568857715904,0.15969735459306533
669,II-VI,M_B,Br,CdTe,0.935,1.4706898179594998,0.163777721438498
670,II-VI,M_i_B,Li,CdTe,1.145,1.1958630922654536,0.1103785593089211
671,II-VI,M_B,I,CdS,0.729273,2.3356513192891177,0.1457556456891706
672,IV-IV,M_B,Pt,SiGe,1.3652309999999999,2.465978283330879,0.22272380144866866
673,IV-IV,M_A,Ag,SiSn,1.5902530000000001,1.5849114215952214,0.24040521753330432
674,II-VI,M_A,Hg,ZnO,3.304879,2.5235278005009016,0.21138002357152716
675,IV-IV,M_A,Se,Ge,1.338734,0.20543814214275877,0.2991464971479594
676,II-VI,M_B,Br,CdS,0.6042529999999999,1.6942655840407916,0.1769459284299718
677,II-VI,M_A,Ba,CdTe,1.321,0.5751829989492362,0.10359513444132351
678,II-VI,M_B,I,CdTe,0.841,1.7231034288780442,0.15764234573743602
679,IV-IV,M_A,B,SiSn,0.962945,0.8967591354470267,0.3060113206524917
680,II-VI,M_A,Si,CdTe,2.244,2.7124700319209305,0.15472270056927095
681,IV-IV,M_i_B,Ga,GeSn,1.294693,2.6758660076586493,0.11403499763240231
682,IV-IV,M_i_A,Ca,Sn,1.286154,2.7099036915524644,0.1784293835593195
683,III-V,M_A,Cd,AlP,2.1527369999999997,3.0221369024731626,0.25466722121379093
684,II-VI,M_i_A,F,CdTe,1.7180000000000002,1.9879279772116252,0.12014252648917596
685,IV-IV,M_B,Hg,SiSn,2.3464400000000003,2.3731611646174327,0.26895702615841566
686,II-VI,M_A,Cd,ZnS,0.8742969999999999,2.666413634841761,0.14692263666226069
687,IV-IV,M_B,Ti,SiGe,1.1046690000000001,0.7277227510481421,0.24072633737397367
688,IV-IV,M_A,Be,Sn,1.105167,3.260331443677738,0.44884626454696686
689,IV-IV,M_A,Mn,SiSn,0.41485200000000005,0.6194442291138463,0.208673823719771
690,III-V,M_A,Bi,InP,1.557927,1.4751601348620649,0.23920635359764444
691,III-V,M_A,Sn,GaP,1.8525900000000002,2.4748121709124704,0.20899686603433681
692,IV-IV,M_A,Ti,Si,1.092018,1.0807749900749708,0.25442508893802274
693,II-VI,M_i_neut,Mn,ZnTe,0.794798,2.223099281491142,0.15732106779432864
694,II-VI,M_A,Sr,CdTe,1.062,0.8706648734213751,0.12540194836746896
695,II-VI,M_A,Al,CdTe,0.838,1.481375509234256,0.1376361138007113
696,II-VI,M_A,Ga,ZnTe,1.529248,1.0913392617766888,0.1206090183291957
697,IV-IV,M_i_neut,Mn,Si,1.0014,2.0366970398388826,0.23216964761752762
698,II-VI,M_A,Na,CdTe,1.317,1.6776254549298357,0.11986023732665275
699,II-VI,M_A,Sn,CdTe,1.169,1.4467553636128963,0.11050872063396702
700,II-VI,M_A,Ga,CdTe,0.946,1.5930473762226334,0.0876763585856752
701,III-V,M_A,Ag,InSb,1.285397,0.14525714742870519,0.17055882114130141
702,IV-IV,M_i_A,Zn,SiSn,1.50604,2.0480037146655663,0.12738911232633135
703,II-VI,M_A,In,CdTe,1.591,1.355579828986071,0.11170215900952349
704,III-V,M_i_A,Cr,AlP,0.051687000000000004,3.583447005232255,0.19923727715684003
705,II-VI,M_A,Cu,CdTe,2.151,1.562335450316949,0.10499146372283348
706,IV-IV,M_A,Ge,SiC,1.293248,3.2470769749882322,0.26891886464875
707,III-V,M_i_B,Cu,InP,0.520766,2.4461172033903416,0.14651916806777826
708,II-VI,M_A,Au,CdTe,2.661,3.273075153608892,0.12451259883519467
709,II-VI,M_A,Pb,CdTe,0.848,0.4799479221843031,0.12598349859612462
710,IV-IV,M_A,Bi,SiSn,1.24862,1.837080825091291,0.23308974295015242
711,IV-IV,M_A,In,SiGe,0.73903,2.1703380720055625,0.20346733244690507
712,II-VI,M_A,Tl,CdTe,1.2890000000000001,0.9683919819679201,0.11411238092578622
713,III-V,M_i_B,Cu,AlSb,1.203199,2.1155330956618372,0.13708737292153567
714,II-VI,M_A,Ca,CdTe,0.8059999999999999,0.9367332173111567,0.1294048681721618
715,III-V,M_A,Si,GaAs,1.262789,1.2879635490573107,0.20398220750171506
716,II-VI,M_A,Ge,CdTe,1.3730000000000002,2.2818705126411905,0.11237644438564798
717,IV-IV,M_A,Au,Ge,0.724242,0.967128905670567,0.24391828052401773
718,II-VI,M_A,Hf,CdTe,1.64,2.2728582814067826,0.1205474267236296
719,II-VI,M_i_neut,Ni,CdSe,-0.023997,2.113151853091135,0.05388445909356371
720,II-VI,M_A,Pb,CdSe,0.762322,0.6789485942586486,0.10083731450856522
721,IV-IV,M_i_B,Ti,GeSn,0.507101,2.4387994729584888,0.10918629016622323
722,II-VI,M_A,Li,CdTe,1.305,0.5374740539968634,0.16302722557406582
723,IV-IV,M_i_neut,Cu,Si,0.5926319999999999,2.460203251086952,0.22063881829877238
724,II-VI,M_A,Ag,CdTe,1.788,1.2082050324011984,0.11134460834686215
725,II-VI,M_A,Tl,CdSe,1.2284,0.8180778576769321,0.10460359743338489
726,IV-IV,M_A,Sb,SiSn,1.022709,1.257715540922613,0.21621802701522377
727,IV-IV,M_i_A,Ni,SiSn,0.110999,2.0333724119534926,0.11089911957345139
728,II-VI,M_B,S,CdTe,0.376,2.3424549423563703,0.12663518143886002
729,II-VI,M_A,Be,CdTe,0.58,1.214231378275354,0.13005682530179252
730,II-VI,M_A,Mn,CdTe,0.071,0.9130951347257064,0.11723095752774919
731,III-V,M_A,Ni,GaP,0.864777,1.5276788152287968,0.2366224472304958
732,II-VI,M_B,Se,CdTe,0.226,1.8733681889835807,0.1324891110355691
733,II-VI,M_A,Zn,CdTe,0.21899999999999997,1.7313012339055498,0.11760114826331594
734,III-V,M_i_neut,Ni,InAs,-0.198348,1.7986567060721033,0.14688973127221683
735,IV-IV,M_i_A,Cu,GeSn,0.232752,1.883592713731467,0.13163983112294808
736,IV-IV,M_A,Sb,Sn,0.17521099999999998,-2.3053812591339016,0.22381236450007702
737,II-VI,M_A,Hg,CdTe,1.133,1.6592495037572554,0.11429669189731664
738,III-V,M_A,Al,InAs,0.142764,0.9979204071326846,0.21631616429900738
739,II-VI,M_A,Mg,CdTe,0.501,0.6640382630318192,0.10140790227708428
740,IV-IV,M_B,Ge,GeSn,0.166138,0.803338066291964,0.22471777939469836
741,III-V,M_B,As,InSb,0.092464,0.388434900336023,0.2015158309928352
742,II-VI,M_B,Se,CdS,0.025546,2.6577260105513068,0.12056587582930238
743,III-V,M_B,Ge,BSb,1.7120830000000002,4.268491473961488,0.2224921459411411
744,IV-IV,M_i_neut,Ni,SiGe,-0.036927,2.6511426088510057,0.13392070655811092
745,IV-IV,M_A,Cu,GeSn,0.043112,0.5886521179635389,0.22143567414115192
746,II-VI,M_i_A,Cr,ZnTe,-0.540097,1.9087417383230885,0.08599446864560323
747,III-V,M_A,Al,GaSb,0.028027999999999997,0.9442679190939576,0.24355500858732634
748,II-VI,M_A,Cd,CdTe,0.0,1.4407891233645276,0.11380388389803764
749,II-VI,M_B,Te,CdTe,0.0,1.8551863770280548,0.13459636930144064
750,III-V,M_A,Al,AlSb,0.0,0.7365599884634428,0.16097170143228837
751,IV-IV,M_A,Ge,Si,-0.08226499999999999,-0.01710519064720295,0.20284592637928978
752,II-VI,M_B,Se,ZnTe,-0.255728,2.4418747196328203,0.12680495895208047
753,II-VI,M_A,Cu,CdSe,0.668317,1.805098836363057,0.1030502239709293
754,III-V,M_A,Fe,AlSb,1.0097180000000001,0.5271421386822179,0.2070735809339836
755,IV-IV,M_A,Mn,Sn,-0.469947,-0.4263301850140646,0.3006043170932978
756,IV-IV,M_A,V,SiC,-0.458139,3.7130109257120467,0.26544581302939696
757,III-V,M_A,Ti,AlAs,0.107484,1.18358697524352,0.2499187792520553
758,IV-IV,M_i_A,N,Ge,-0.764837,2.7329791650260695,0.2430370550605457
759,IV-IV,M_B,V,GeSn,-0.94458,-0.7809061496661099,0.2615651417801956
760,III-V,M_B,N,BAs,-0.97064,4.8147654912907925,0.2878680088592006
761,IV-IV,M_A,Cr,Sn,-1.351157,-0.4397902999514319,0.35220451938498387
762,II-VI,M_i_A,Zn,ZnO,3.611931,4.013609370423578,0.18270970937868178
763,II-VI,M_i_B,Zn,ZnO,2.8942349999999997,3.9746371165860084,0.17760020875603602
764,II-VI,M_i_neut,Zn,ZnO,3.4832980000000004,4.029153886892042,0.19681699494510158
765,II-VI,M_i_B,O,ZnO,6.638389999999999,6.136397719228363,0.17420958930229358
766,II-VI,M_i_neut,O,ZnO,6.64588,6.14103488158868,0.1666732543356182
767,II-VI,M_A,S,ZnS,6.720663,5.81200456679049,0.14129976978012057
768,II-VI,M_B,Zn,ZnS,2.551129,3.67306635872841,0.1667267991506992
769,II-VI,M_i_B,Zn,ZnS,3.280124,3.8094322523870536,0.10970101992541555
770,II-VI,M_i_neut,Zn,ZnS,3.5053629999999996,3.8362175314276863,0.10679836712052386
771,II-VI,M_i_A,S,ZnS,6.667407000000001,6.359940000805642,0.13181172192655105
772,II-VI,M_i_B,S,ZnS,4.497228,6.342445148024958,0.106710466613918
773,II-VI,M_i_neut,S,ZnS,6.3869050000000005,6.384513128549476,0.13247747754035388
774,II-VI,M_B,Zn,ZnSe,2.151912,3.1156205702833666,0.12748328122179237
775,II-VI,M_i_A,Zn,ZnSe,2.170771,2.9569515572509095,0.08544822338734197
776,II-VI,M_i_B,Zn,ZnSe,2.554237,2.951765314749153,0.08861498138631707
777,II-VI,M_i_neut,Zn,ZnSe,2.773174,2.96597128453066,0.08777868863697501
778,II-VI,M_i_A,Se,ZnSe,5.924353,5.138094416959488,0.0823103631204289
779,II-VI,M_i_B,Se,ZnSe,6.611569,5.144911420027124,0.0982342352052342
780,II-VI,M_i_neut,Se,ZnSe,5.704396,5.170420457052733,0.08927022791040459
781,II-VI,M_A,Te,ZnTe,5.333784,3.464495211224058,0.1564476492827012
782,II-VI,M_i_A,Zn,ZnTe,1.5211059999999998,2.628442812561019,0.09918887362457256
783,II-VI,M_i_B,Zn,ZnTe,2.001825,2.6049809072781445,0.10785610218239262
784,II-VI,M_i_neut,Zn,ZnTe,1.525204,2.6010652659511466,0.10389403112180526
785,II-VI,M_i_A,Te,ZnTe,5.546181,4.707459804314441,0.1079702841707401
786,II-VI,M_i_B,Te,ZnTe,6.171271,4.73127749944716,0.1096105946868128
787,II-VI,M_i_neut,Te,ZnTe,5.204219,4.706599512139133,0.10662049248173425
788,II-VI,M_i_A,Cd,CdO,1.7130849999999997,2.3489760006136984,0.1494688563451869
789,II-VI,M_i_B,Cd,CdO,1.360637,2.4595499718959566,0.13545607166960563
790,II-VI,M_i_A,O,CdO,4.507128,4.478550298493988,0.16170229127549166
791,II-VI,M_i_B,O,CdO,4.804518,4.473643215601042,0.16721030906558343
792,III-V,M_B,B,BP,2.483937,4.612035893883755,0.41081904663111324
793,III-V,M_A,P,BP,4.498144,4.385259652778143,0.2888298910045775
794,III-V,M_i_A,B,BP,6.760535000000001,6.759036211810155,0.27422063668980107
795,III-V,M_i_B,B,BP,7.190355,6.7041014100706775,0.22520992843099755
796,III-V,M_i_neut,B,BP,6.112153,6.729714090863934,0.257894196233457
797,III-V,M_i_A,P,BP,11.039377,8.671716599081147,0.369178157066055
798,III-V,M_i_B,P,BP,11.623805,8.718228431301302,0.2982773111694148
799,III-V,M_i_neut,P,BP,9.462544,8.646728052876842,0.3629363890934005
800,III-V,M_B,B,BAs,2.4014439999999997,4.640316485275011,0.3051394377770619
801,III-V,M_A,As,BAs,3.7537599999999998,4.869878543384307,0.2835449394204875
802,III-V,M_i_A,B,BAs,6.281978,6.415580684785176,0.1964562671246745
803,III-V,M_i_B,B,BAs,7.471033,6.399328063982584,0.2120758932738225
804,III-V,M_i_neut,B,BAs,6.0621529999999995,6.379040142340647,0.2207067834995947
805,III-V,M_i_A,As,BAs,10.14195,8.295663868626125,0.2991619478831162
806,III-V,M_i_B,As,BAs,11.131651,8.32191696954721,0.25725554043890936
807,III-V,M_i_neut,As,BAs,8.976306,8.300557569992028,0.2682087728101649
808,III-V,M_B,B,BSb,2.871411,3.6351681441714816,0.2177074880383657
809,III-V,M_A,Sb,BSb,2.612898,4.336720121235283,0.2633421054419289
810,III-V,M_i_A,B,BSb,5.2858540000000005,5.862136021159415,0.19854008621413285
811,III-V,M_i_B,B,BSb,6.450586,5.8972983481314785,0.21354598928769858
812,III-V,M_i_neut,B,BSb,4.87896,5.8574411529639905,0.2000044688023453
813,III-V,M_i_A,Sb,BSb,8.672107,7.267828292982628,0.2554100341162869
814,III-V,M_i_B,Sb,BSb,9.728841000000001,7.323591194567831,0.2194724930800447
815,III-V,M_i_neut,Sb,BSb,7.963989,7.2827165020232005,0.2662904093907791
816,III-V,M_B,Al,AlP,3.142038,1.7328058008279967,0.20943147525567612
817,III-V,M_i_A,Al,AlP,3.652108,4.2837672707229855,0.13299350477862648
818,III-V,M_i_B,Al,AlP,3.817568,4.262176705519103,0.12596271142863408
819,III-V,M_i_neut,Al,AlP,4.528862999999999,4.292187365612935,0.13922284220427913
820,III-V,M_i_A,P,AlP,5.858988,5.9693931407873535,0.115892224635933
821,III-V,M_i_B,P,AlP,6.212796,5.979134432755143,0.10990263657280006
822,III-V,M_i_neut,P,AlP,5.40764,5.97756686912494,0.095588606568771
823,III-V,M_B,Al,AlAs,2.723236,1.7160744036068523,0.23303238883593733
824,III-V,M_A,As,AlAs,3.197463,3.2884333231817506,0.19419794946145935
825,III-V,M_i_A,Al,AlAs,3.291601,3.520744627748381,0.1277754904261011
826,III-V,M_i_B,Al,AlAs,3.61095,3.537570076335851,0.1338598448013304
827,III-V,M_i_neut,Al,AlAs,4.2026769999999996,3.5361011429324365,0.12875418218612764
828,III-V,M_i_A,As,AlAs,5.154401999999999,5.402455561908339,0.11334204935337958
829,III-V,M_i_B,As,AlAs,5.695443,5.408573576856903,0.11862895691166425
830,III-V,M_i_neut,As,AlAs,5.000693,5.382742173888781,0.1305488432078977
831,III-V,M_B,Al,AlSb,2.153127,0.9772231971748286,0.20850166587476257
832,III-V,M_A,Sb,AlSb,2.01378,3.0652431172436208,0.23847994584909132
833,III-V,M_i_A,Al,AlSb,2.268973,3.181092249558013,0.13102770479865236
834,III-V,M_i_B,Al,AlSb,2.767754,3.196371805327489,0.12787915510964049
835,III-V,M_i_neut,Al,AlSb,3.238825,3.211009358897172,0.13021594153135857
836,III-V,M_i_A,Sb,AlSb,4.150351000000001,4.695401119767672,0.11196457058502574
837,III-V,M_i_B,Sb,AlSb,4.659023,4.702227018706947,0.11823362563297468
838,III-V,M_i_neut,Sb,AlSb,4.066406,4.692422295192911,0.10946326722611001
839,III-V,M_B,Ga,GaP,1.8528229999999999,1.4029733096966317,0.20450362236106598
840,III-V,M_A,P,GaP,3.5664910000000005,3.5422619199922045,0.2267506114363125
841,III-V,M_i_A,Ga,GaP,3.5479800000000004,3.913470150171682,0.13424030330274525
842,III-V,M_i_B,Ga,GaP,3.550268,3.85892789544165,0.1336463798162904
843,III-V,M_i_neut,Ga,GaP,4.493021,3.9592301681012088,0.132486980052843
844,III-V,M_i_A,P,GaP,6.1591260000000005,5.832926434300128,0.14209812281116382
845,III-V,M_i_B,P,GaP,6.009773,5.823973523884776,0.14592482407604795
846,III-V,M_i_neut,P,GaP,5.161534,5.865515512620256,0.13198764684884204
847,III-V,M_B,Ga,GaAs,1.348542,0.9468614278629583,0.24045991463024644
848,III-V,M_A,As,GaAs,2.6487279999999997,2.3937549973684638,0.1827261689322207
849,III-V,M_i_A,Ga,GaAs,2.3774029999999997,2.7697401929647114,0.13271812587846285
850,III-V,M_i_B,Ga,GaAs,2.616748,2.701231131987652,0.13564781468273024
851,III-V,M_i_neut,Ga,GaAs,3.5281480000000003,2.8006769856828777,0.12147227083858968
852,III-V,M_i_A,As,GaAs,5.05629,4.332831931664289,0.1360781159027438
853,III-V,M_i_B,As,GaAs,5.3005830000000005,4.260388453313159,0.13340908527120787
854,III-V,M_i_neut,As,GaAs,4.462244999999999,4.303600705121945,0.13805894588149595
855,III-V,M_B,Ga,GaSb,0.773029,0.48911285268755567,0.21986247277010137
856,III-V,M_A,Sb,GaSb,1.97823,1.7590342655402982,0.16846309081729954
857,III-V,M_i_A,Ga,GaSb,1.331142,2.716354264927808,0.15683757399768236
858,III-V,M_i_B,Ga,GaSb,1.645892,2.653677621106225,0.1520764404308056
859,III-V,M_i_neut,Ga,GaSb,2.4512150000000004,2.7253291774754826,0.14669961163567877
860,III-V,M_i_A,Sb,GaSb,4.073494,4.1429903118641525,0.14420334842144442
861,III-V,M_i_B,Sb,GaSb,4.418236,4.050868802605137,0.14148396759677218
862,III-V,M_i_neut,Sb,GaSb,3.745453,4.164625908722242,0.1322667031184285
863,III-V,M_i_A,In,InN,5.771058,5.339888716963076,0.40202199403952077
864,III-V,M_B,In,InP,2.072651,1.0523457150636975,0.2279972529729068
865,III-V,M_A,P,InP,2.719117,2.2843339947397494,0.18118928729498995
866,III-V,M_i_A,In,InP,3.192308,3.676339552332764,0.1564959519742681
867,III-V,M_i_B,In,InP,3.137382,3.711100334615403,0.14144972671092684
868,III-V,M_i_neut,In,InP,4.11584,3.744029700755502,0.1496472687401816
869,III-V,M_i_A,P,InP,4.788367,4.50604855667347,0.11643949075583383
870,III-V,M_i_B,P,InP,4.52557,4.509913647472328,0.1252784261282447
871,III-V,M_i_neut,P,InP,3.743289,4.540000467262612,0.12121688754823988
872,III-V,M_B,In,InAs,1.576357,0.7697170695883606,0.2508087394253201
873,III-V,M_A,As,InAs,2.060057,1.6258629741231758,0.19112548097197218
874,III-V,M_i_A,In,InAs,2.164859,2.8032381136557674,0.1111416135118042
875,III-V,M_i_B,In,InAs,2.15794,2.836302513625262,0.12313435253582111
876,III-V,M_i_neut,In,InAs,3.0834200000000003,2.856060238077815,0.12095209188649947
877,III-V,M_i_A,As,InAs,3.868144,3.429822401106096,0.1543384471208705
878,III-V,M_i_B,As,InAs,3.7823279999999997,3.425950355361036,0.15434953113508942
879,III-V,M_i_neut,As,InAs,3.230236,3.3852642136207356,0.16320332627134376
880,III-V,M_B,In,InSb,1.1073879999999998,0.39905817720474024,0.18174700776656577
881,III-V,M_A,Sb,InSb,1.571533,0.6313134282113351,0.17431404395282096
882,III-V,M_i_A,In,InSb,1.278281,2.53878304534413,0.10233099607642634
883,III-V,M_i_B,In,InSb,1.4347159999999999,2.5760478423770237,0.10008555686584257
884,III-V,M_i_neut,In,InSb,2.295631,2.599081238355596,0.0991003101131558
885,III-V,M_i_A,Sb,InSb,3.19067,3.0571372102051066,0.11359885559027381
886,III-V,M_i_B,Sb,InSb,3.2389810000000003,3.003944888266085,0.10553356025696356
887,III-V,M_i_neut,Sb,InSb,2.8687419999999997,3.010281225250107,0.11509808388421128
888,IV-IV,M_A,Re,C,13.014329,13.257677491528785,0.38209860983161376
889,IV-IV,M_i_A,Fe,C,13.110570999999998,13.395873595532084,0.2994655779318023
890,IV-IV,M_i_A,Si,Si,3.860785,4.538011267613279,0.2012786971232429
891,IV-IV,M_i_neut,Si,Si,3.809764,4.569250298931611,0.21430740203262785
892,IV-IV,M_i_A,Ge,Ge,3.065024,3.4717885927916767,0.13452117381040357
893,IV-IV,M_i_neut,Ge,Ge,3.4566730000000003,3.4226450949000067,0.1279184029822948
894,IV-IV,M_i_A,Sn,Sn,1.773943,2.9665809277654605,0.2102125904571904
895,IV-IV,M_A,C,SiC,3.896775,2.924708911489419,0.2581249898811646
896,IV-IV,M_B,Si,SiC,3.98998,8.139684759045332,0.2822780616587856
897,IV-IV,M_i_A,C,SiC,9.912151,8.725223022815829,0.3594995500624056
898,IV-IV,M_i_B,C,SiC,11.339205,8.804192251206878,0.26848303437442195
899,IV-IV,M_i_neut,C,SiC,9.525446,8.741677179096436,0.2912263427760299
900,IV-IV,M_i_B,Si,SiC,9.50211,8.626428261121735,0.27649959525242485
901,IV-IV,M_i_neut,Si,SiC,10.410182,8.613318297029497,0.264769240313514
902,IV-IV,M_A,C,GeC,2.0795619999999997,4.0673867824944745,0.3488795438650766
903,IV-IV,M_B,Ge,GeC,3.1750439999999998,7.701683415615707,0.31058358101738115
904,IV-IV,M_i_A,C,GeC,9.059479,9.152044855082504,0.3366792992613837
905,IV-IV,M_i_B,C,GeC,9.800946000000001,9.111608867308131,0.3410624146625198
906,IV-IV,M_i_neut,C,GeC,8.03041,9.106721518444612,0.31861330190815496
907,IV-IV,M_i_B,Ge,GeC,11.512072,8.08702204676805,0.23424385706212197
908,IV-IV,M_i_neut,Ge,GeC,11.668141,7.963485869413058,0.2593394208309627
909,IV-IV,M_A,C,SnC,2.3898099999999998,3.2586872099613515,0.37145910987023606
910,IV-IV,M_i_A,C,SnC,6.657918,8.251788819024373,0.330484636303113
911,IV-IV,M_i_neut,C,SnC,5.88668,8.188496686051163,0.2581424232018457
912,IV-IV,M_A,Ge,SiGe,-0.29196500000000003,0.02661174953149078,0.19625802068339082
913,IV-IV,M_B,Si,SiGe,0.187437,3.5736145770436893,0.2060400798102519
914,IV-IV,M_i_A,Ge,SiGe,3.516656,3.7012907174810734,0.08671571510017008
915,IV-IV,M_i_neut,Ge,SiGe,3.7046580000000002,3.6826802836614547,0.09487671806242268
916,IV-IV,M_i_A,Si,SiGe,3.773859,4.303587921344511,0.10030142092332585
917,IV-IV,M_i_B,Si,SiGe,4.233996,4.329118984905731,0.10714820041655863
918,IV-IV,M_A,Sn,SiSn,-0.581377,0.7151456117620406,0.203315834365719
919,IV-IV,M_B,Si,SiSn,0.523026,1.9783667583946716,0.2932486429815046
920,IV-IV,M_i_A,Sn,SiSn,2.788672,3.5321782668338786,0.11201316217813724
921,IV-IV,M_i_B,Sn,SiSn,3.228568,3.5739171737965743,0.10045983060761549
922,IV-IV,M_i_neut,Sn,SiSn,3.448253,3.5313819273609752,0.11063306272751931
923,IV-IV,M_i_A,Si,SiSn,2.9004939999999997,3.059150961637873,0.11286505169389219
924,IV-IV,M_i_B,Si,SiSn,3.8049230000000005,3.0873461194709457,0.1304685970535099
925,IV-IV,M_i_neut,Si,SiSn,3.0316009999999998,3.070298042135086,0.114144781576747
926,IV-IV,M_A,Sn,GeSn,0.015096,-0.22081348523987215,0.1867261998217343
927,IV-IV,M_i_A,Sn,GeSn,2.302232,3.154767356126342,0.12696888927822447
928,IV-IV,M_i_B,Sn,GeSn,2.474483,3.2487249006526495,0.11873667469675503
929,IV-IV,M_i_neut,Sn,GeSn,3.130977,3.1365534447470065,0.12125226825836605
930,IV-IV,M_i_A,Ge,GeSn,2.09286,2.0313846682664662,0.09961305851550459
931,IV-IV,M_i_B,Ge,GeSn,2.333748,2.0918182368970912,0.09448696836255494
932,IV-IV,M_i_neut,Ge,GeSn,2.580342,1.9850219545474388,0.10555239266978644
933,II-VI,M_A,Li,CdSe,1.4823274,0.8131424733620343,0.16032778250648305
934,II-VI,M_A,Na,CdSe,3.4647256489999996,1.8932544418447599,0.1339207751505457
935,II-VI,M_A,K,CdSe,1.941615514,1.9869730297451995,0.10877025933698366
936,II-VI,M_A,Rb,CdSe,2.163279204,1.7533656598396004,0.14649758639879715
937,II-VI,M_A,Cs,CdSe,2.507220174,1.9394838349465195,0.14413830993346277
938,II-VI,M_A,Be,CdSe,0.492545148,1.212153694545013,0.13142999209102776
939,II-VI,M_A,Mg,CdSe,0.10829614800000001,0.6339111108214842,0.14412275467455585
940,II-VI,M_A,Ca,CdSe,0.7128081079999999,1.1252880301428996,0.11101151374573182
941,II-VI,M_A,Sr,CdSe,0.898974148,0.7632720673612738,0.11340625941668948
942,II-VI,M_A,Ba,CdSe,1.072112878,0.4383307812539538,0.0890225120675884
943,II-VI,M_A,B,CdSe,2.9451027780000003,2.9103574949490754,0.1421638541618117
944,II-VI,M_A,Al,CdSe,0.130513996,1.4812026518206385,0.12885529235111223
945,II-VI,M_A,Ga,CdSe,0.561948178,1.2587897467182039,0.06482805255459917
946,II-VI,M_A,In,CdSe,1.252592445,1.0316839292542306,0.0831230689287784
947,II-VI,M_A,Si,CdSe,2.13681125,3.0182429456178728,0.14129445412110458
948,II-VI,M_A,Ge,CdSe,1.3525874530000002,2.3514999768286655,0.09072531272578212
949,II-VI,M_A,Sn,CdSe,1.068534294,1.4034105210313945,0.09202143216032842
950,II-VI,M_A,N,CdSe,6.000782411,4.585176966859683,0.19269200928528238
951,II-VI,M_A,P,CdSe,3.6096842839999996,3.565244563272229,0.10152491646391441
952,II-VI,M_A,As,CdSe,3.100374214,3.254549190653337,0.1027076420914858
953,II-VI,M_A,Sb,CdSe,2.498358474,2.274672814837376,0.09086310797044825
954,II-VI,M_A,Bi,CdSe,1.7623229999999999,1.1561331230036827,0.10052337310788749
955,II-VI,M_A,O,CdSe,6.725942485,5.264555156915883,0.1677033088861323
956,II-VI,M_A,S,CdSe,5.652077415,4.57176593933574,0.11435241336887857
