,Type,Site,Impurity,AB,∆H (B-rich)_DFT,train_mean,train_std
638,II-VI,M_i_A,Hg,CdTe,1.7590000000000001,2.0190797005588537,0.06784616057234948
639,II-VI,M_A,V,CdTe,1.7480000000000002,1.8167730312742065,0.10488725918697185
640,III-V,M_i_neut,Li,GaP,1.7369990000000002,3.4679377210469893,0.2882950544674685
641,II-VI,M_A,Pd,CdTe,1.736,0.6264627656563747,0.10795100908250928
642,IV-IV,M_i_neut,Sc,GeSn,1.721988,2.592747585110846,0.194378605423479
643,II-VI,M_A,In,CdS,1.7214189999999998,1.170329990959112,0.11906545299017227
644,II-VI,M_A,Bi,CdTe,1.6909999999999998,1.1669014078806206,0.12399783983614884
645,II-VI,M_i_B,Ag,CdTe,1.69,1.8718387913321102,0.10417531157725117
646,II-VI,M_i_neut,Pd,CdTe,1.6840000000000002,3.1838362483644898,0.0744550219416862
647,II-VI,M_A,As,CdTe,1.682,2.185909911627176,0.1549778450379312
648,II-VI,M_A,K,CdTe,1.6769999999999998,0.8104688203008074,0.11056718227117117
649,II-VI,M_i_B,Na,CdTe,1.6669999999999998,2.3751842844246625,0.11059243009912492
650,II-VI,M_i_neut,Li,CdTe,1.6440000000000001,2.247616264233142,0.13571944545640416
651,III-V,M_B,S,GaSb,1.636483,2.6162717291440205,0.2335325252669753
652,IV-IV,M_i_A,Au,GeSn,1.623658,1.9319559042113803,0.16106457884519965
653,II-VI,M_i_neut,Ag,CdSe,1.61506,2.3172040750938963,0.09031308335146851
654,II-VI,M_B,P,CdTe,1.6119999999999999,3.1140860720579644,0.12076028094170721
655,III-V,M_A,Pd,InSb,1.594352,1.2874365462086732,0.16062700914867983
656,II-VI,M_i_A,F,CdSe,1.5857700000000001,2.0810565773472147,0.14868799864601825
657,II-VI,M_i_A,Li,CdTe,1.5819999999999999,2.2461364524809495,0.1311166829134719
658,II-VI,M_i_A,Na,CdTe,1.578,2.553660511080065,0.10010906787540139
659,II-VI,M_A,Fe,CdTe,1.555,1.2851203691464494,0.10355232142638138
660,IV-IV,M_A,Sc,SiGe,1.554509,2.937780761687234,0.2767837826562991
661,II-VI,M_B,Cl,CdTe,1.54,2.080816311835438,0.1668345151002071
662,II-VI,M_B,As,CdTe,1.524,2.3653141335616237,0.16659467427164273
663,II-VI,M_A,Al,ZnSe,1.498376,3.509826263498721,0.18817920268442598
664,III-V,M_A,Ca,InAs,1.49281,1.43658466846578,0.27748643286755525
665,III-V,M_A,Be,BP,1.447453,1.8019303572521685,0.427446051497841
666,II-VI,M_A,Cr,CdTe,1.44,1.031004275278406,0.1164100394464888
667,II-VI,M_A,Co,CdTe,1.439,1.01982242625922,0.08728593945180947
668,II-VI,M_B,O,CdTe,1.426,2.9641801960274767,0.1688874224909039
669,II-VI,M_B,Br,CdTe,1.41,0.9456445665981473,0.17609110948542608
670,II-VI,M_i_B,Li,CdTe,1.389,2.1966171878453755,0.11375414790561801
671,II-VI,M_B,I,CdS,1.379845,2.0268094823989187,0.1731571060443206
672,IV-IV,M_B,Pt,SiGe,1.3652309999999999,1.5247351112083813,0.2575585721697704
673,IV-IV,M_A,Ag,SiSn,1.3548790000000002,-0.2650699533925901,0.3062439598005408
674,II-VI,M_A,Hg,ZnO,1.3469209999999998,3.2251180947531877,0.45997525187176624
675,IV-IV,M_A,Se,Ge,1.340697,0.4981072460941597,0.32736874782043346
676,II-VI,M_B,Br,CdS,1.3263969999999998,1.7378324430842784,0.1948621920827442
677,II-VI,M_A,Ba,CdTe,1.3219999999999998,1.1605435236996684,0.12503670617926227
678,II-VI,M_B,I,CdTe,1.315,1.201256395367969,0.17196750368668123
679,IV-IV,M_A,B,SiSn,1.305965,-0.04884835732499253,0.39457878783631833
680,II-VI,M_A,Si,CdTe,1.296,2.7121019304957477,0.1313980115411838
681,IV-IV,M_i_B,Ga,GeSn,1.294693,1.699881841502793,0.12490763252183351
682,IV-IV,M_i_A,Ca,Sn,1.286154,-0.40180484659226245,0.39966947884276205
683,III-V,M_A,Cd,AlP,1.277755,1.4876894132208895,0.2913959208743223
684,II-VI,M_i_A,F,CdTe,1.244,1.8238018641205116,0.15543121658667763
685,IV-IV,M_B,Hg,SiSn,1.230359,1.5638484670119845,0.3659371228039633
686,II-VI,M_A,Cd,ZnS,1.181457,3.0880465293657493,0.20742578005644116
687,IV-IV,M_B,Ti,SiGe,1.1046690000000001,1.709892850921077,0.3251378295031388
688,IV-IV,M_A,Be,Sn,1.102429,0.462757136004312,0.4721065393665185
689,IV-IV,M_A,Mn,SiSn,1.1008930000000001,-0.3354933260464047,0.3211994820003608
690,III-V,M_A,Bi,InP,1.100778,1.9821807657160568,0.2147826166002447
691,III-V,M_A,Sn,GaP,1.098203,2.1891598680636366,0.2123806492922342
692,IV-IV,M_A,Ti,Si,1.08905,0.5921750255943934,0.338908348884241
693,II-VI,M_i_neut,Mn,ZnTe,1.083798,2.8492907225462405,0.13984896043675846
694,II-VI,M_A,Sr,CdTe,1.063,1.6682405052126072,0.08524854333567765
695,II-VI,M_A,Al,CdTe,1.036,1.89795468508892,0.1352359595068125
696,II-VI,M_A,Ga,ZnTe,1.034409,2.5319111863801864,0.19364498420568618
697,IV-IV,M_i_neut,Mn,Si,1.0014,2.0859233876786596,0.1875882967351128
698,II-VI,M_A,Na,CdTe,0.9890000000000001,0.2316169561509085,0.11543792342185022
699,II-VI,M_A,Sn,CdTe,0.97,1.5831641282566884,0.14073699049114655
700,II-VI,M_A,Ga,CdTe,0.956,1.5108446933961421,0.1154033511656782
701,III-V,M_A,Ag,InSb,0.945225,1.3558940835744078,0.1628632464240927
702,IV-IV,M_i_A,Zn,SiSn,0.9449790000000001,1.889965288522705,0.1788932698744554
703,II-VI,M_A,In,CdTe,0.934,0.7432818127761727,0.13971245779712996
704,III-V,M_i_A,Cr,AlP,0.924687,3.0132850922708165,0.15367366605691438
705,II-VI,M_A,Cu,CdTe,0.922,0.38469678825413095,0.1180815575476802
706,IV-IV,M_A,Ge,SiC,0.875791,3.6521830453955344,0.27162303653179315
707,III-V,M_i_B,Cu,InP,0.859766,2.431175256971261,0.13370740063002956
708,II-VI,M_A,Au,CdTe,0.856,1.2445342728745257,0.17857834683418955
709,II-VI,M_A,Pb,CdTe,0.8490000000000001,1.248350451556927,0.10797378262318924
710,IV-IV,M_A,Bi,SiSn,0.8425790000000001,1.6070544918546532,0.21778010387802318
711,IV-IV,M_A,In,SiGe,0.8350639999999999,0.8225277096379155,0.295898365988385
712,II-VI,M_A,Tl,CdTe,0.815,0.4066901479732648,0.12163942002600994
713,III-V,M_i_B,Cu,AlSb,0.80705,1.003966378139967,0.19132862971209175
714,II-VI,M_A,Ca,CdTe,0.807,1.804877101784847,0.11260870298583994
715,III-V,M_A,Si,GaAs,0.8042630000000001,0.8551455393023266,0.2064775987143396
716,II-VI,M_A,Ge,CdTe,0.738,2.4917614845943215,0.1436543024084952
717,IV-IV,M_A,Au,Ge,0.726204,2.3507648377119867,0.2865578364347815
718,II-VI,M_A,Hf,CdTe,0.6920000000000001,2.280963356901874,0.138976233746233
719,II-VI,M_i_neut,Ni,CdSe,0.660003,3.46206756847108,0.0747381353451481
720,II-VI,M_A,Pb,CdSe,0.6218060000000001,1.4322364857540797,0.12472445651639383
721,IV-IV,M_i_B,Ti,GeSn,0.6197600000000001,2.3751639354253022,0.14617847128169234
722,II-VI,M_A,Li,CdTe,0.601,-0.027429956384917475,0.1633365777446575
723,IV-IV,M_i_neut,Cu,Si,0.5926319999999999,2.2682661307343137,0.20986200397386165
724,II-VI,M_A,Ag,CdTe,0.589,-0.21729214471358294,0.13679310468998776
725,II-VI,M_A,Tl,CdSe,0.503884,0.5062244863563368,0.13829774054164348
726,IV-IV,M_A,Sb,SiSn,0.49266899999999997,0.4710081215276215,0.19081962839846622
727,IV-IV,M_i_A,Ni,SiSn,0.452326,1.793000537506267,0.14479436257182313
728,II-VI,M_B,S,CdTe,0.377,2.075921986979515,0.13807542462309572
729,II-VI,M_A,Be,CdTe,0.342,1.7076614918229958,0.16964569302718893
730,II-VI,M_A,Mn,CdTe,0.26,0.21194097941685267,0.13849702953962417
731,III-V,M_A,Ni,GaP,0.23914000000000002,0.28092677418774004,0.2019302696092046
732,II-VI,M_B,Se,CdTe,0.226,1.3936117324783974,0.15162781821043725
733,II-VI,M_A,Zn,CdTe,0.22,0.9933389627644764,0.12444968457164597
734,III-V,M_i_neut,Ni,InAs,0.199152,2.3037596466447323,0.14372245096350889
735,IV-IV,M_i_A,Cu,GeSn,0.176422,0.8163593859857053,0.12621622426428972
736,IV-IV,M_A,Sb,Sn,0.17247300000000002,-0.7657160929829574,0.2507051579529783
737,II-VI,M_A,Hg,CdTe,0.162,-0.15762162308027858,0.12810947188399516
738,III-V,M_A,Al,InAs,0.142764,0.6684706479534022,0.1917505542731318
739,II-VI,M_A,Mg,CdTe,0.125,0.7638403503683432,0.15612163429025966
740,IV-IV,M_B,Ge,GeSn,0.10980899999999999,0.5636993405053206,0.2749108730999763
741,III-V,M_B,As,InSb,0.092464,0.6529554831269285,0.23806986338652134
742,II-VI,M_B,Se,CdS,0.07269,1.9457553063359057,0.14495787246976924
743,III-V,M_B,Ge,BSb,0.062060000000000004,3.905196940809045,0.3537886080211168
744,IV-IV,M_i_neut,Ni,SiGe,0.059108,2.0104087926456065,0.16062641348415096
745,IV-IV,M_A,Cu,GeSn,0.043112,-0.7612769570237842,0.2212102213062335
746,II-VI,M_i_A,Cr,ZnTe,0.032902999999999995,3.335426002015069,0.1474656112198573
747,III-V,M_A,Al,GaSb,0.011237,-0.3155054382625343,0.173647767002252
748,II-VI,M_A,Cd,CdTe,0.0,0.28755900822141944,0.15352742751640666
749,II-VI,M_B,Te,CdTe,0.0,1.4697124173413414,0.20184872076374008
750,III-V,M_A,Al,AlSb,-0.036446,0.6538957630843975,0.21631537270356488
751,IV-IV,M_A,Ge,Si,-0.085232,0.05063428304437213,0.3088400118550468
752,II-VI,M_B,Se,ZnTe,-0.255728,1.5634060730041193,0.18945289186517505
753,II-VI,M_A,Cu,CdSe,-0.350199,0.5645853920074646,0.11393012131294
754,III-V,M_A,Fe,AlSb,-0.433174,-0.9178431918696784,0.27047912221424514
755,IV-IV,M_A,Mn,Sn,-0.472685,0.22378951840808084,0.38811736642995814
756,IV-IV,M_A,V,SiC,-0.5277149999999999,3.794110893180265,0.4252536842861297
757,III-V,M_A,Ti,AlAs,-0.560998,1.0151974957252818,0.3590282795997867
758,IV-IV,M_i_A,N,Ge,-0.764837,2.1933702758457576,0.21842517803405415
759,IV-IV,M_B,V,GeSn,-0.888251,0.802883332411446,0.2661985122224524
760,III-V,M_B,N,BAs,-0.97064,4.501250165456946,0.35678395181712363
761,IV-IV,M_A,Cr,Sn,-1.353895,0.43795293059523777,0.3697836182580217
762,II-VI,M_i_A,Zn,ZnO,6.869889,6.0286677003496205,0.18300086253157644
763,II-VI,M_i_B,Zn,ZnO,6.152194000000001,5.9382630258802465,0.18446144471082618
764,II-VI,M_i_neut,Zn,ZnO,6.741257000000001,6.031773010074967,0.17870021965321542
765,II-VI,M_i_B,O,ZnO,3.380432,4.221385439697876,0.19387158486250514
766,II-VI,M_i_neut,O,ZnO,3.387921,4.371970429977544,0.21637869788981903
767,II-VI,M_A,S,ZnS,2.7089830000000004,3.622426281326723,0.17621518580956355
768,II-VI,M_B,Zn,ZnS,6.562809,4.891399193118107,0.1993980337241471
769,II-VI,M_i_B,Zn,ZnS,5.285964,5.272430252586054,0.1395623351185066
770,II-VI,M_i_neut,Zn,ZnS,5.511203,5.2479944063218245,0.12948004461391502
771,II-VI,M_i_A,S,ZnS,4.661567,4.582860084379705,0.08930165766344744
772,II-VI,M_i_B,S,ZnS,2.491389,4.471200294022365,0.08743184687356287
773,II-VI,M_i_neut,S,ZnS,4.381065,4.633138090823667,0.09204699978623747
774,II-VI,M_B,Zn,ZnSe,5.771276,4.293952190626919,0.15826226794685724
775,II-VI,M_i_A,Zn,ZnSe,3.980453,4.093194366638713,0.11521913113397411
776,II-VI,M_i_B,Zn,ZnSe,4.363919999999999,4.194206344659772,0.12946365187627057
777,II-VI,M_i_neut,Zn,ZnSe,4.582856,4.087092941154897,0.10718195888351832
778,II-VI,M_i_A,Se,ZnSe,4.1146709999999995,3.9521898509820375,0.09343590903961885
779,II-VI,M_i_B,Se,ZnSe,4.801887000000001,4.137356851742043,0.08889417466379791
780,II-VI,M_i_neut,Se,ZnSe,3.894714,3.9344158866711516,0.11386404533779555
781,II-VI,M_A,Te,ZnTe,2.678105,2.024854886730338,0.17666364679762858
782,II-VI,M_i_A,Zn,ZnTe,2.8489459999999998,3.349891930521413,0.10790321199835576
783,II-VI,M_i_B,Zn,ZnTe,3.3296650000000003,3.4609975568033335,0.13310675820416776
784,II-VI,M_i_neut,Zn,ZnTe,2.853043,3.2914141330678697,0.11826708071311515
785,II-VI,M_i_A,Te,ZnTe,4.218342,4.079477503233457,0.13389440481239093
786,II-VI,M_i_B,Te,ZnTe,4.843432,4.458344679302149,0.1418631213424429
787,II-VI,M_i_neut,Te,ZnTe,3.87638,3.924762417729533,0.1513298455719827
788,II-VI,M_i_A,Cd,CdO,3.7502980000000004,4.447333852605558,0.16119242378519358
789,II-VI,M_i_B,Cd,CdO,3.39785,3.957600453301258,0.1805053982147281
790,II-VI,M_i_A,O,CdO,2.4699150000000003,3.996381733508322,0.182033490976954
791,II-VI,M_i_B,O,CdO,2.767305,3.8741993175761165,0.17697219124987912
792,III-V,M_B,B,BP,4.109551000000001,4.567462384801769,0.40842144084049076
793,III-V,M_A,P,BP,2.87253,5.221404197004891,0.22532190887273928
794,III-V,M_i_A,B,BP,7.573342,7.270457391110159,0.21673208699784655
795,III-V,M_i_B,B,BP,8.003162,7.301586023867804,0.22179876137395343
796,III-V,M_i_neut,B,BP,6.9249600000000004,7.262165207214089,0.24042810973095033
797,III-V,M_i_A,P,BP,10.226569999999999,8.626487631762348,0.38546799305053037
798,III-V,M_i_B,P,BP,10.810998,8.71231830205446,0.31244213511153646
799,III-V,M_i_neut,P,BP,8.649737,8.547049378803052,0.3734060048531782
800,III-V,M_B,B,BAs,2.549706,3.633822125790142,0.3978863185054589
801,III-V,M_A,As,BAs,3.6054980000000003,5.060349029349294,0.2991408382366982
802,III-V,M_i_A,B,BAs,6.356109,6.134628380374199,0.2106594671507166
803,III-V,M_i_B,B,BAs,7.545164,6.126754896019623,0.21280813584261618
804,III-V,M_i_neut,B,BAs,6.136284,6.106808853757445,0.22890266585048955
805,III-V,M_i_A,As,BAs,10.067819,7.899426966885872,0.2859905344969309
806,III-V,M_i_B,As,BAs,11.05752,7.985772851885642,0.2844535586901503
807,III-V,M_i_neut,As,BAs,8.902175,7.850078459199951,0.28803304352969744
808,III-V,M_B,B,BSb,1.456399,2.5584889343502235,0.3212673865759749
809,III-V,M_A,Sb,BSb,4.027909999999999,4.497217540546954,0.3144414234006394
810,III-V,M_i_A,B,BSb,4.578348,4.752262470757998,0.17568026634702893
811,III-V,M_i_B,B,BSb,5.74308,4.752743599043808,0.1869584409479912
812,III-V,M_i_neut,B,BSb,4.171454,4.741009521813385,0.1615146099612898
813,III-V,M_i_A,Sb,BSb,9.379613,7.392515342914761,0.2958585611927646
814,III-V,M_i_B,Sb,BSb,10.436347,7.5318047743709995,0.30257850487157417
815,III-V,M_i_neut,Sb,BSb,8.671495,7.3078280189633364,0.2998919845364443
816,III-V,M_B,Al,AlP,5.648,4.084245041626356,0.22154793265035594
817,III-V,M_i_A,Al,AlP,4.905089,4.806363464254408,0.10862880198923901
818,III-V,M_i_B,Al,AlP,5.07055,4.829665181769968,0.11636827672635756
819,III-V,M_i_neut,Al,AlP,5.781844,4.808590683578375,0.1145300943160914
820,III-V,M_i_A,P,AlP,4.606007,5.3725577688597355,0.12909999118897866
821,III-V,M_i_B,P,AlP,4.959815,5.399031373521384,0.14907815616647696
822,III-V,M_i_neut,P,AlP,4.154658,5.352703961813022,0.14298057456561208
823,III-V,M_B,Al,AlAs,4.7382,3.368751846223573,0.22934851049552787
824,III-V,M_A,As,AlAs,1.182499,2.0752299622031125,0.19167555854828075
825,III-V,M_i_A,Al,AlAs,4.299083,3.9480813365462923,0.13500570588930524
826,III-V,M_i_B,Al,AlAs,4.618432,4.01606347888205,0.14173636530403141
827,III-V,M_i_neut,Al,AlAs,5.210159,3.9871379374723146,0.13048953725132037
828,III-V,M_i_A,As,AlAs,4.14692,4.426835264000505,0.14034651293215175
829,III-V,M_i_B,As,AlAs,4.6879610000000005,4.52870126628717,0.13900394975307429
830,III-V,M_i_neut,As,AlAs,3.993211,4.40821761288021,0.15555923546770006
831,III-V,M_B,Al,AlSb,2.8740189999999997,2.1886021301842637,0.21047384331804173
832,III-V,M_A,Sb,AlSb,1.2928879999999998,1.8418169153748294,0.24893062605978333
833,III-V,M_i_A,Al,AlSb,2.629419,2.8745195008912097,0.15585994668778202
834,III-V,M_i_B,Al,AlSb,3.1282,2.964392963795138,0.14574273179040648
835,III-V,M_i_neut,Al,AlSb,3.599272,2.8769089727279558,0.1556267103405396
836,III-V,M_i_A,Sb,AlSb,3.789905,4.84036717807029,0.16475154519552254
837,III-V,M_i_B,Sb,AlSb,4.298576000000001,5.0335131024677215,0.18806232329670952
838,III-V,M_i_neut,Sb,AlSb,3.7059599999999997,4.7994469513671305,0.1688434272769073
839,III-V,M_B,Ga,GaP,3.477096,3.313924337213586,0.21230383153256388
840,III-V,M_A,P,GaP,1.9422169999999999,2.560576577970378,0.22122211768541644
841,III-V,M_i_A,Ga,GaP,4.3601160000000005,4.45140323432512,0.11823992322833873
842,III-V,M_i_B,Ga,GaP,4.362404,4.632425625634217,0.13906533102712912
843,III-V,M_i_neut,Ga,GaP,5.3051580000000005,4.521569210326496,0.12801343815841656
844,III-V,M_i_A,P,GaP,5.34699,5.011759490578743,0.15306605569059895
845,III-V,M_i_B,P,GaP,5.197636,4.954511959681284,0.1673584011020917
846,III-V,M_i_neut,P,GaP,4.349397,5.043315332817235,0.1389908041348748
847,III-V,M_B,Ga,GaAs,2.763593,2.2409690950812737,0.20644472930036872
848,III-V,M_A,As,GaAs,1.2336770000000001,1.669761535175543,0.1941772865109463
849,III-V,M_i_A,Ga,GaAs,3.0849279999999997,3.600517554402896,0.1193530914051428
850,III-V,M_i_B,Ga,GaAs,3.324274,3.8093830316376747,0.13063016979119904
851,III-V,M_i_neut,Ga,GaAs,4.2356739999999995,3.6338487686595853,0.1084410113946746
852,III-V,M_i_A,As,GaAs,4.348765,3.909542841177726,0.15771733732269697
853,III-V,M_i_B,As,GaAs,4.593057,4.1386952480080925,0.16181582744820736
854,III-V,M_i_neut,As,GaAs,3.75472,3.8900961455538394,0.1442980896943922
855,III-V,M_B,Ga,GaSb,1.454611,0.73252896976305,0.22695117139181845
856,III-V,M_A,Sb,GaSb,1.296648,1.0609066297001501,0.17755319990915494
857,III-V,M_i_A,Ga,GaSb,1.6719330000000001,2.498351129000289,0.11717402613589313
858,III-V,M_i_B,Ga,GaSb,1.9866830000000002,2.760677849678044,0.11214183535183839
859,III-V,M_i_neut,Ga,GaSb,2.792006,2.499783760182253,0.11161511408059735
860,III-V,M_i_A,Sb,GaSb,3.732703,3.8685939955562247,0.11793019830757176
861,III-V,M_i_B,Sb,GaSb,4.077445,4.283342672252166,0.11002983145884054
862,III-V,M_i_neut,Sb,GaSb,3.404662,3.780989833696048,0.1377866806769226
863,III-V,M_i_A,In,InN,10.805848,7.140083500637263,0.3926806664577774
864,III-V,M_B,In,InP,2.986948,2.3075612066425872,0.34252290013197245
865,III-V,M_A,P,InP,1.80482,1.9131600806609754,0.18407018383912996
866,III-V,M_i_A,In,InP,3.649456,3.708749354279017,0.1758794279646844
867,III-V,M_i_B,In,InP,3.594531,3.664582484334119,0.1755732362068449
868,III-V,M_i_neut,In,InP,4.572988,3.84244246222107,0.1880397026223916
869,III-V,M_i_A,P,InP,4.331219,3.6544858670051226,0.14771118313418485
870,III-V,M_i_B,P,InP,4.068422,3.484253008559624,0.15378646189600226
871,III-V,M_i_neut,P,InP,3.28614,3.660009053728443,0.1515949652167181
872,III-V,M_B,In,InAs,2.596108,1.4123765110417905,0.3067941109110572
873,III-V,M_A,As,InAs,1.040306,1.3687922696953083,0.21069560907924903
874,III-V,M_i_A,In,InAs,2.6747349999999996,2.9806833071700467,0.12460479469332472
875,III-V,M_i_B,In,InAs,2.667816,3.045695219280719,0.12952696542522685
876,III-V,M_i_neut,In,InAs,3.593296,3.0981854778309468,0.14474601602767845
877,III-V,M_i_A,As,InAs,3.358268,2.8354115226704195,0.1417620491882955
878,III-V,M_i_B,As,InAs,3.272452,2.7497243950061,0.1458474245480087
879,III-V,M_i_neut,As,InAs,2.720361,2.8252485502503335,0.14494368064589258
880,III-V,M_B,In,InSb,1.6677330000000001,0.42486006950589583,0.28872473717957214
881,III-V,M_A,Sb,InSb,1.011188,1.074507782774436,0.19027499709298107
882,III-V,M_i_A,In,InSb,1.558454,2.340985074003578,0.15150964412002874
883,III-V,M_i_B,In,InSb,1.7148889999999999,2.571466359982361,0.1467661174859778
884,III-V,M_i_neut,In,InSb,2.575804,2.4351297877007774,0.13593990646948972
885,III-V,M_i_A,Sb,InSb,2.910498,2.9225272716855875,0.1327711050849375
886,III-V,M_i_B,Sb,InSb,2.9588080000000003,3.1145712404959367,0.12198733934289015
887,III-V,M_i_neut,Sb,InSb,2.5885689999999997,2.923909568260328,0.12973713802413267
888,IV-IV,M_A,Re,C,13.018343,12.477217740465303,0.30274382219752183
889,IV-IV,M_i_A,Fe,C,13.110570999999998,14.021759367082533,0.3301234974869349
890,IV-IV,M_i_A,Si,Si,3.863752,4.134545834066235,0.19239827602331294
891,IV-IV,M_i_neut,Si,Si,3.812731,4.139982799079237,0.204883043917461
892,IV-IV,M_i_A,Ge,Ge,3.063062,3.0357839835490346,0.1458124951723354
893,IV-IV,M_i_neut,Ge,Ge,3.45471,3.063475491930973,0.14987161800231882
894,IV-IV,M_i_A,Sn,Sn,1.7766819999999999,2.608229362427166,0.2215625308627247
895,IV-IV,M_A,C,SiC,3.06186,4.872536841119436,0.33448556191299306
896,IV-IV,M_B,Si,SiC,4.824895,6.474456416717236,0.4187828868999394
897,IV-IV,M_i_A,C,SiC,9.494693,8.903753633656795,0.22614689926341724
898,IV-IV,M_i_B,C,SiC,10.921747,8.90466148564436,0.20313521297560674
899,IV-IV,M_i_neut,C,SiC,9.107988,8.904778928870943,0.19882619989314015
900,IV-IV,M_i_B,Si,SiC,9.919568,8.274885278341282,0.22055726073352186
901,IV-IV,M_i_neut,Si,SiC,10.827639999999999,8.314244957366663,0.21630147489637933
902,IV-IV,M_A,C,GeC,3.5698980000000002,5.133698917699043,0.280353583768447
903,IV-IV,M_B,Ge,GeC,1.684708,6.516418141086544,0.33318541689032244
904,IV-IV,M_i_A,C,GeC,9.804647000000001,8.465747425426983,0.20234400101049585
905,IV-IV,M_i_B,C,GeC,10.546114999999999,8.395324341919927,0.20471423665806096
906,IV-IV,M_i_neut,C,GeC,8.775578,8.47619653226957,0.18606170820880016
907,IV-IV,M_i_B,Ge,GeC,10.766903999999998,9.09071893473289,0.17862714964804688
908,IV-IV,M_i_neut,Ge,GeC,10.922972999999999,9.222780046053384,0.2213996979894602
909,IV-IV,M_A,C,SnC,5.405271,6.779535965987518,0.32118320989031784
910,IV-IV,M_i_A,C,SnC,8.165648,8.42253142268072,0.21052998714677149
911,IV-IV,M_i_neut,C,SnC,7.394410000000001,8.392015205271571,0.17439357716056783
912,IV-IV,M_A,Ge,SiGe,-0.099896,-0.011154210006894183,0.25571732485576015
913,IV-IV,M_B,Si,SiGe,-0.004632,2.551935817656246,0.3069449637790037
914,IV-IV,M_i_A,Ge,SiGe,3.6126910000000003,3.5573882763797733,0.12521612619634126
915,IV-IV,M_i_neut,Ge,SiGe,3.8006919999999997,3.5411442947871956,0.12325586715401594
916,IV-IV,M_i_A,Si,SiGe,3.6778239999999998,3.697548395398382,0.12732619375071422
917,IV-IV,M_i_B,Si,SiGe,4.137961,3.7410066284805383,0.13297234649485923
918,IV-IV,M_A,Sn,SiSn,0.10466400000000001,0.24873471029510608,0.20309593941749549
919,IV-IV,M_B,Si,SiSn,-0.16301500000000002,2.067978251701323,0.2685722066410854
920,IV-IV,M_i_A,Sn,SiSn,3.1316919999999997,4.156362077387551,0.12150514259939581
921,IV-IV,M_i_B,Sn,SiSn,3.5715879999999998,4.3486998011464575,0.1376629107433057
922,IV-IV,M_i_neut,Sn,SiSn,3.7912730000000003,4.130259092703183,0.12531616506287566
923,IV-IV,M_i_A,Si,SiSn,2.557474,3.43080790033202,0.12544354274098268
924,IV-IV,M_i_B,Si,SiSn,3.461903,3.4976073067957905,0.13355487909190666
925,IV-IV,M_i_neut,Si,SiSn,2.688581,3.4280946421343836,0.12325275551738857
926,IV-IV,M_A,Sn,GeSn,0.127755,-1.0179048565756983,0.24192169162239288
927,IV-IV,M_i_A,Sn,GeSn,2.358561,2.955127097616598,0.1287054736684661
928,IV-IV,M_i_B,Sn,GeSn,2.530812,3.313999864913135,0.12758111587778423
929,IV-IV,M_i_neut,Sn,GeSn,3.187306,2.9406373600838607,0.11136390832615041
930,IV-IV,M_i_A,Ge,GeSn,2.036531,2.2086035762959235,0.11091469440345028
931,IV-IV,M_i_B,Ge,GeSn,2.277419,2.3984732943867315,0.10558976078878728
932,IV-IV,M_i_neut,Ge,GeSn,2.524013,2.207100582465657,0.11292329413195307
933,II-VI,M_A,Li,CdSe,0.770357209,0.2643642794429974,0.17688069977336052
934,II-VI,M_A,Na,CdSe,2.88176077,0.5658188270289327,0.0979193355638548
935,II-VI,M_A,K,CdSe,1.650177471,1.0697557166189575,0.11004592600586892
936,II-VI,M_A,Rb,CdSe,1.963791284,1.2558786051124329,0.11192179961361176
937,II-VI,M_A,Cs,CdSe,2.400380974,1.241992940885315,0.17680737500438157
938,II-VI,M_A,Be,CdSe,0.544025098,2.017340916739692,0.19531678917043047
939,II-VI,M_A,Mg,CdSe,0.121296148,0.9634174753910614,0.16372535197169574
940,II-VI,M_A,Ca,CdSe,0.725808108,2.0680524367824384,0.1199808746217229
941,II-VI,M_A,Sr,CdSe,0.911974148,1.7685556770295547,0.10077479825448521
942,II-VI,M_A,Ba,CdSe,1.141658705,1.270102584036079,0.11453948021868898
943,II-VI,M_A,B,CdSe,1.6681027780000002,3.3364907872181293,0.12511219632133785
944,II-VI,M_A,Al,CdSe,0.7885139959999999,1.996639094371566,0.11502011447939098
945,II-VI,M_A,Ga,CdSe,0.8477982359999999,1.6034075151812743,0.12211391127456457
946,II-VI,M_A,In,CdSe,0.756512337,0.8127079221632156,0.11063579403779521
947,II-VI,M_A,Si,CdSe,2.19025091,3.039678026740268,0.134558563494256
948,II-VI,M_A,Ge,CdSe,0.983686499,2.7025716293106137,0.09840648006878236
949,II-VI,M_A,Sn,CdSe,0.971654225,1.6849070771798575,0.10233664431968838
950,II-VI,M_A,N,CdSe,4.508782411,2.452625629766657,0.1820470774120242
951,II-VI,M_A,P,CdSe,2.18661099,2.1481303832764134,0.11447313386119287
952,II-VI,M_A,As,CdSe,1.565161634,2.353308413807647,0.13780148049758287
953,II-VI,M_A,Sb,CdSe,1.562180086,1.4896232270747398,0.11661987795326714
954,II-VI,M_A,Bi,CdSe,1.443206871,1.3349634408939388,0.14512728870215266
955,II-VI,M_A,O,CdSe,4.2328610289999995,1.9603622481037433,0.1677432617593476
956,II-VI,M_A,S,CdSe,3.085077415,2.485923510107559,0.08898937551488313
957,II-VI,M_A,Te,CdSe,2.258642777,1.8960527082387508,0.12621438286112727
958,II-VI,M_A,F,CdSe,4.205700277,1.8947857772838155,0.1972725475104644
